frame,status,foot_space_x,foot_space_y,foot_cx,foot_cy,foot_area,hand_space_x,hand_space_y,hand_space_z,hand_cx,hand_cy,hand_area,hand_to_foot_dx,hand_to_foot_dy,hand_to_foot_dz,hand_to_foot_distance_2d,hand_to_foot_distance_3d,red_candidates
179,ok,85.44,35.13,1368.91,901.82,2417,12.99,-352.43,3.7728,1433.55,167.44,1393,-72.45,-387.56,3.7728,394.27,394.29,2
180,ok,85.64,35.81,1369.56,900.06,2386,12.51,-352.75,3.7703,1438.36,168.52,1428,-73.13,-388.56,3.7703,395.38,395.40,2
181,ok,85.84,36.54,1369.94,900.61,2364,12.05,-353.10,3.7675,1442.91,170.76,1468,-73.79,-389.64,3.7675,396.57,396.58,2
182,ok,86.05,37.31,1371.30,898.70,2371,11.62,-353.50,3.7646,1448.00,173.76,1523,-74.43,-390.81,3.7646,397.83,397.85,2
183,ok,86.27,38.11,1359.28,898.74,2287,11.20,-353.93,3.7614,1439.38,184.75,1555,-75.07,-392.04,3.7614,399.16,399.18,2
184,ok,86.50,38.96,1372.45,896.42,2344,10.81,-354.38,3.7582,1454.79,177.04,1691,-75.69,-393.34,3.7582,400.56,400.57,2
185,ok,86.75,39.85,1372.85,894.02,2341,10.44,-354.86,3.7548,1458.18,178.28,1775,-76.31,-394.71,3.7548,402.02,402.04,2
186,ok,87.01,40.78,1372.87,892.11,2341,10.10,-355.38,3.7512,1461.55,179.30,1801,-76.91,-396.16,3.7512,403.56,403.57,2
187,ok,87.28,41.74,1371.64,890.79,2390,9.79,-355.93,3.7475,1464.13,180.42,1860,-77.49,-397.67,3.7475,405.15,405.17,2
188,ok,87.57,42.73,1370.44,885.11,2336,9.49,-356.53,3.7435,1465.54,178.02,1903,-78.08,-399.26,3.7435,406.82,406.84,2
189,ok,87.86,43.76,1365.72,880.63,2281,9.23,-357.16,3.7394,1467.53,178.18,1947,-78.63,-400.92,3.7394,408.56,408.57,2
190,ok,88.17,44.80,1358.78,872.56,2178,8.98,-357.84,3.7350,1467.45,177.18,1969,-79.19,-402.64,3.7350,410.35,410.37,3
191,ok,88.49,45.86,1353.89,865.35,1953,8.76,-358.57,3.7303,1469.08,177.45,1980,-79.73,-404.43,3.7303,412.21,412.23,2
192,ok,88.82,46.93,1349.61,857.45,1802,8.56,-359.35,3.7255,1469.72,178.39,2046,-80.26,-406.28,3.7255,414.13,414.15,2
193,ok,89.16,47.99,1346.52,852.53,1615,8.38,-360.17,3.7204,1469.16,181.04,2044,-80.78,-408.16,3.7204,416.08,416.09,3
194,ok,89.51,49.05,1349.09,845.34,1409,8.23,-361.03,3.7151,1468.03,180.71,1982,-81.28,-410.08,3.7151,418.06,418.07,3
195,ok,89.87,50.10,1353.00,838.86,1233,8.09,-361.93,3.7096,1464.42,181.20,1957,-81.78,-412.03,3.7096,420.07,420.08,3
196,ok,90.24,51.12,1360.30,834.53,1134,7.98,-362.87,3.7040,1462.39,182.90,1897,-82.26,-413.99,3.7040,422.08,422.10,3
197,ok,90.61,52.12,1370.01,831.52,1074,7.88,-363.84,3.6982,1458.78,183.51,1862,-82.73,-415.96,3.6982,424.11,424.12,4
198,ok,90.99,53.09,1380.99,827.37,1163,7.81,-364.86,3.6922,1454.95,184.80,1831,-83.18,-417.95,3.6922,426.15,426.16,3
199,ok,91.36,54.03,1392.24,823.18,1266,7.75,-365.91,3.6860,1450.66,185.16,1792,-83.61,-419.94,3.6860,428.18,428.20,2
200,ok,91.73,54.94,1400.75,820.19,1278,7.70,-367.01,3.6797,1444.81,185.32,1786,-84.03,-421.95,3.6797,430.24,430.25,2
201,ok,92.10,55.80,1406.94,821.13,1092,7.67,-368.16,3.6732,1440.80,187.02,1788,-84.43,-423.96,3.6732,432.29,432.30,2
202,ok,92.45,56.63,1411.05,824.19,911,7.65,-369.35,3.6665,1436.71,191.90,1813,-84.80,-425.98,3.6665,434.34,434.35,2
203,ok,92.80,57.43,1415.44,821.88,847,7.64,-370.58,3.6596,1430.47,189.83,1854,-85.16,-428.01,3.6596,436.40,436.42,3
204,ok,93.15,58.21,1419.56,821.81,845,7.65,-371.84,3.6527,1426.29,189.74,1869,-85.50,-430.05,3.6527,438.47,438.48,2
205,ok,93.48,58.96,1421.81,823.73,766,7.67,-373.15,3.6456,1421.94,191.99,1904,-85.81,-432.11,3.6456,440.55,440.56,2
206,ok,93.81,59.70,1423.60,826.34,704,7.69,-374.49,3.6383,1418.69,194.39,1934,-86.12,-434.19,3.6383,442.65,442.66,3
207,ok,94.13,60.43,1423.34,830.51,750,7.73,-375.87,3.6310,1414.21,199.22,1957,-86.40,-436.30,3.6310,444.77,444.79,2
208,ok,94.45,61.16,1425.47,829.34,753,7.78,-377.27,3.6236,1410.66,200.13,1969,-86.67,-438.43,3.6236,446.91,446.93,2
209,ok,94.76,61.91,1426.99,830.05,679,7.83,-378.70,3.6161,1407.05,203.27,1978,-86.93,-440.61,3.6161,449.10,449.12,2
210,ok,95.07,62.69,1428.52,829.74,659,7.90,-380.15,3.6086,1404.45,206.17,1974,-87.17,-442.84,3.6086,451.34,451.35,2
211,ok,95.38,63.49,1429.20,829.86,728,7.98,-381.62,3.6011,1402.08,209.27,1927,-87.40,-445.11,3.6011,453.61,453.62,2
212,ok,95.69,64.32,1431.09,828.68,807,8.07,-383.11,3.5935,1400.99,210.82,1886,-87.62,-447.43,3.5935,455.93,455.94,2
213,ok,95.99,65.18,1430.87,828.31,815,8.17,-384.61,3.5860,1399.95,212.46,1820,-87.82,-449.79,3.5860,458.28,458.30,2
214,ok,96.29,66.07,1430.92,827.13,824,8.27,-386.12,3.5784,1399.43,213.66,1764,-88.02,-452.19,3.5784,460.68,460.69,2
215,ok,96.59,66.97,1429.09,827.04,731,8.39,-387.65,3.5709,1398.74,215.22,1714,-88.20,-454.62,3.5709,463.10,463.11,2
216,ok,96.87,67.89,1425.86,828.10,481,8.52,-389.19,3.5633,1398.22,217.44,1650,-88.35,-457.08,3.5633,465.54,465.55,2
217,ok,97.15,68.83,1421.97,828.88,143,8.66,-390.74,3.5557,1396.20,219.33,1608,-88.49,-459.57,3.5557,468.01,468.03,3
218,ok,97.43,69.79,1442.86,817.99,353,8.81,-392.30,3.5482,1378.88,231.90,1512,-88.62,-462.09,3.5482,470.51,470.52,2
219,ok,97.68,70.76,1455.87,821.06,930,8.97,-393.85,3.5407,1391.41,223.49,1516,-88.71,-464.61,3.5407,473.00,473.02,2
220,ok,97.92,71.75,1448.13,822.70,1621,9.14,-395.40,3.5334,1387.71,225.05,1452,-88.78,-467.15,3.5334,475.51,475.52,2
221,ok,98.15,72.76,1429.62,826.01,1809,9.32,-396.96,3.5260,1370.80,236.04,1348,-88.83,-469.72,3.5260,478.05,478.06,2
222,ok,98.36,73.81,1444.85,823.10,1846,9.51,-398.50,3.5189,1380.59,227.75,1313,-88.85,-472.31,3.5189,480.59,480.61,2
223,ok,98.56,74.90,1445.95,822.81,1839,9.71,-400.05,3.5117,1378.75,228.34,1249,-88.85,-474.95,3.5117,483.19,483.20,2
224,ok,98.66,75.43,1446.61,822.23,1836,9.91,-401.60,3.5047,1376.37,228.67,1191,-88.75,-477.03,3.5047,485.22,485.23,2
225,ok,98.66,75.40,1446.13,822.38,1799,10.13,-403.15,3.4977,1373.10,230.59,1186,-88.53,-478.55,3.4977,486.67,486.68,2
226,ok,98.65,75.42,1445.76,821.83,1770,10.35,-404.71,3.4907,1369.68,232.40,1170,-88.30,-480.13,3.4907,488.18,488.19,2
227,ok,98.62,75.49,1445.44,820.69,1755,10.57,-406.28,3.4838,1365.13,233.93,1149,-88.05,-481.77,3.4838,489.75,489.76,2
228,ok,98.57,75.61,1444.44,819.61,1749,10.80,-407.85,3.4770,1360.78,236.64,1138,-87.77,-483.46,3.4770,491.36,491.37,2
229,ok,98.52,75.78,1443.88,818.20,1746,11.04,-409.42,3.4702,1356.64,239.14,1138,-87.48,-485.20,3.4702,493.02,493.04,2
230,ok,98.45,76.00,1442.62,817.22,1701,11.28,-410.98,3.4636,1351.97,242.22,1140,-87.17,-486.98,3.4636,494.72,494.73,2
231,ok,98.38,76.28,1426.33,818.18,1662,11.53,-412.53,3.4571,1333.48,255.13,1107,-86.85,-488.81,3.4571,496.47,496.48,2
232,ok,98.30,76.61,1440.33,811.16,1688,11.79,-414.04,3.4508,1340.04,246.77,1147,-86.51,-490.65,3.4508,498.22,498.23,2
233,ok,98.20,76.99,1438.09,807.18,1669,12.06,-415.52,3.4447,1333.34,248.31,1182,-86.14,-492.51,3.4447,499.99,500.00,2
234,ok,98.10,77.40,1435.16,802.02,1598,12.33,-416.98,3.4388,1327.49,249.45,1216,-85.77,-494.38,3.4388,501.76,501.78,2
235,ok,97.98,77.84,1431.84,795.78,1518,12.60,-418.42,3.4330,1322.44,250.27,1280,-85.38,-496.26,3.4330,503.55,503.56,2
236,ok,97.85,78.29,1425.97,788.66,1397,12.88,-419.83,3.4275,1316.64,251.34,1321,-84.97,-498.12,3.4275,505.32,505.33,2
237,ok,97.70,78.76,1421.43,781.87,1271,13.17,-421.22,3.4220,1311.05,251.67,1367,-84.53,-499.98,3.4220,507.08,507.09,2
238,ok,97.54,79.22,1417.25,771.88,1325,13.46,-422.59,3.4168,1305.73,251.89,1378,-84.08,-501.81,3.4168,508.81,508.82,2
239,ok,97.37,79.65,1412.60,760.55,1259,13.75,-423.94,3.4116,1300.39,252.39,1382,-83.62,-503.59,3.4116,510.49,510.50,2
240,ok,97.17,80.05,1409.22,752.20,1137,14.05,-425.28,3.4066,1296.20,252.50,1387,-83.12,-505.33,3.4066,512.12,512.13,2
241,ok,96.95,80.39,1406.53,747.49,1123,14.35,-426.61,3.4017,1292.57,252.55,1391,-82.60,-507.00,3.4017,513.68,513.70,2
242,ok,96.70,80.66,1404.18,745.91,1098,14.65,-427.94,3.3968,1289.19,252.27,1367,-82.05,-508.60,3.3968,515.18,515.19,2
243,ok,96.43,80.87,1402.42,748.27,1085,14.96,-429.27,3.3920,1285.39,252.44,1359,-81.47,-510.14,3.3920,516.60,516.62,2
244,ok,96.14,81.01,1401.37,751.17,1091,15.26,-430.60,3.3872,1283.77,252.60,1346,-80.88,-511.61,3.3872,517.96,517.97,2
245,ok,95.83,81.11,1397.68,756.21,1066,15.57,-431.94,3.3825,1280.71,254.12,1336,-80.26,-513.05,3.3825,519.29,519.30,2
246,ok,95.50,81.16,1390.77,757.89,1029,15.88,-433.27,3.3779,1277.66,254.28,1330,-79.62,-514.43,3.3779,520.56,520.57,2
247,ok,95.16,81.20,1383.01,759.50,1007,16.20,-434.60,3.3733,1274.59,255.52,1305,-78.96,-515.80,3.3733,521.81,521.82,2
248,ok,94.80,81.21,1370.64,759.11,1040,16.53,-435.93,3.3687,1269.42,257.65,1305,-78.27,-517.14,3.3687,523.03,523.04,2
249,ok,94.43,81.22,1359.11,755.31,1114,16.86,-437.24,3.3643,1267.28,259.43,1302,-77.57,-518.46,3.3643,524.23,524.24,2
250,ok,94.04,81.23,1349.25,751.64,996,17.20,-438.53,3.3599,1264.83,261.26,1298,-76.84,-519.76,3.3599,525.41,525.42,2
251,ok,93.65,81.24,1343.13,749.99,640,17.54,-439.81,3.3556,1263.06,263.09,1308,-76.11,-521.05,3.3556,526.58,526.59,2
252,ok,93.24,81.25,1336.22,749.29,334,17.90,-441.05,3.3515,1260.24,265.62,1282,-75.34,-522.30,3.3515,527.71,527.72,2
253,ok,92.82,81.24,1334.87,746.49,124,18.27,-442.27,3.3475,1261.37,266.51,1261,-74.55,-523.51,3.3475,528.79,528.80,2
254,foot_only,92.38,81.22,1261.12,268.61,1237,18.66,-443.47,3.3436,,,,-73.72,-524.69,3.3436,529.84,529.85,1
255,foot_only,92.08,82.36,1261.03,270.94,1222,19.06,-444.63,3.3399,,,,-73.02,-526.99,3.3399,532.02,532.04,1
256,ok,91.91,84.65,1332.80,748.66,175,19.48,-445.75,3.3363,1261.15,272.03,1203,-72.43,-530.40,3.3363,535.32,535.33,2
257,ok,91.72,86.91,1330.72,748.07,215,19.92,-446.82,3.3330,1260.52,272.74,1192,-71.80,-533.73,3.3330,538.54,538.55,2
258,ok,91.49,89.12,1328.68,747.40,255,20.39,-447.85,3.3298,1259.74,273.05,1176,-71.10,-536.97,3.3298,541.66,541.67,2
259,ok,91.23,91.27,1327.34,745.09,240,20.87,-448.83,3.3268,1258.27,272.96,1165,-70.36,-540.10,3.3268,544.66,544.67,2
260,ok,90.93,93.36,1325.56,743.82,228,21.39,-449.77,3.3240,1256.09,273.12,1135,-69.54,-543.13,3.3240,547.56,547.57,2
261,ok,90.58,95.40,1324.50,745.16,335,21.93,-450.68,3.3213,1253.79,273.33,1105,-68.65,-546.08,3.3213,550.38,550.39,2
262,ok,90.19,97.37,1321.19,747.65,533,22.49,-451.57,3.3188,1251.07,273.66,1088,-67.70,-548.94,3.3188,553.10,553.11,2
263,ok,89.76,99.29,1317.49,748.92,843,23.09,-452.45,3.3162,1249.32,272.94,1042,-66.67,-551.74,3.3162,555.75,555.76,2
264,ok,89.28,101.17,1314.10,751.73,1077,23.71,-453.31,3.3138,1246.37,273.89,1024,-65.57,-554.48,3.3138,558.34,558.35,2
265,ok,88.77,103.00,1310.87,754.29,1114,24.37,-454.15,3.3115,1240.68,274.89,1023,-64.40,-557.15,3.3115,560.86,560.87,2
266,ok,88.22,104.79,1313.18,751.56,1106,25.06,-454.98,3.3093,1238.73,276.03,1007,-63.16,-559.77,3.3093,563.32,563.33,2
267,ok,87.63,106.55,1312.96,751.20,1122,25.78,-455.77,3.3072,1234.21,277.14,988,-61.85,-562.32,3.3072,565.71,565.72,2
268,ok,87.00,108.28,1311.95,750.81,1117,26.54,-456.54,3.3052,1228.32,278.14,964,-60.46,-564.82,3.3052,568.05,568.06,2
269,ok,86.33,109.98,1312.14,750.46,1112,27.34,-457.28,3.3034,1222.62,279.51,961,-58.99,-567.26,3.3034,570.32,570.33,2
270,ok,85.63,111.67,1309.50,750.60,1139,28.17,-457.97,3.3017,1214.80,280.21,941,-57.46,-569.64,3.3017,572.53,572.54,2
271,ok,84.89,113.35,1310.49,748.88,1138,29.04,-458.63,3.3001,1209.17,282.16,919,-55.85,-571.98,3.3001,574.70,574.71,2
272,ok,84.12,115.02,1309.19,747.76,1126,29.95,-459.23,3.2988,1202.29,283.28,926,-54.17,-574.25,3.2988,576.80,576.81,2
273,ok,83.31,116.70,1307.72,747.65,1155,30.90,-459.79,3.2976,1194.47,285.54,937,-52.41,-576.49,3.2976,578.87,578.88,2
274,ok,82.50,117.76,1306.12,745.75,1159,31.88,-460.28,3.2967,1186.06,285.70,954,-50.62,-578.04,3.2967,580.25,580.26,2
275,ok,81.65,118.84,1302.26,741.98,1142,32.91,-460.71,3.2960,1177.54,284.54,972,-48.74,-579.55,3.2960,581.60,581.61,2
276,ok,80.77,119.89,1295.07,738.30,1107,33.97,-461.08,3.2955,1168.25,283.34,992,-46.80,-580.97,3.2955,582.85,582.86,2
277,ok,79.86,120.92,1286.44,732.60,1083,35.06,-461.41,3.2952,1160.24,281.31,1017,-44.80,-582.33,3.2952,584.05,584.06,2
278,ok,78.90,121.91,1272.15,726.35,1058,36.19,-461.70,3.2950,1151.23,279.50,1044,-42.71,-583.61,3.2950,585.17,585.18,2
279,ok,77.91,122.84,1255.01,718.27,1005,37.35,-461.97,3.2950,1142.76,277.39,1068,-40.56,-584.81,3.2950,586.21,586.22,2
280,ok,76.89,123.70,1235.17,711.27,979,38.54,-462.21,3.2950,1135.42,276.11,1077,-38.35,-585.91,3.2950,587.16,587.17,2
281,ok,75.83,124.47,1216.54,705.92,999,39.76,-462.45,3.2951,1127.30,275.27,1086,-36.07,-586.92,3.2951,588.03,588.04,2
282,ok,74.74,125.15,1198.94,704.45,962,41.01,-462.68,3.2952,1119.95,274.23,1086,-33.73,-587.83,3.2952,588.80,588.81,2
283,ok,73.63,125.73,1180.16,706.17,910,42.29,-462.91,3.2953,1112.09,274.44,1091,-31.34,-588.64,3.2953,589.47,589.48,2
284,ok,72.50,126.23,1154.50,713.94,793,43.60,-463.14,3.2955,1100.68,280.88,1100,-28.90,-589.37,3.2955,590.08,590.09,2
285,ok,71.36,126.67,1149.79,716.09,204,44.93,-463.34,3.2957,1096.56,274.53,1115,-26.43,-590.01,3.2957,590.60,590.61,2
286,ok,70.12,126.48,1104.21,727.03,271,46.28,-463.54,3.2960,1088.82,274.78,1124,-23.84,-590.02,3.2960,590.50,590.51,2
287,ok,68.80,125.68,1086.49,730.37,822,47.66,-463.74,3.2964,1079.36,275.07,1113,-21.14,-589.42,3.2964,589.80,589.81,2
288,ok,67.48,124.89,1061.25,737.32,841,49.06,-463.93,3.2967,1072.05,276.92,1105,-18.42,-588.82,3.2967,589.11,589.12,2
289,ok,66.16,124.12,1035.78,741.10,896,50.47,-464.12,3.2971,1062.74,277.80,1100,-15.69,-588.24,3.2971,588.45,588.46,2
290,ok,64.85,123.36,1013.05,744.07,911,51.91,-464.30,3.2975,1054.93,281.12,1094,-12.94,-587.66,3.2975,587.80,587.81,2
291,ok,63.56,122.62,994.35,742.53,898,53.35,-464.45,3.2980,1045.52,281.78,1081,-10.21,-587.07,3.2980,587.16,587.17,2
292,ok,62.37,121.28,982.28,742.17,926,54.82,-464.58,3.2985,1036.22,283.06,1092,-7.55,-585.86,3.2985,585.91,585.92,2
293,ok,61.19,119.93,973.42,745.77,1033,56.29,-464.69,3.2992,1025.47,286.64,1084,-4.90,-584.62,3.2992,584.64,584.65,2
294,ok,60.03,118.60,972.48,745.38,1070,57.77,-464.75,3.3000,1017.23,284.95,1090,-2.26,-583.35,3.3000,583.35,583.36,2
295,ok,58.88,117.25,969.69,746.40,1020,59.27,-464.78,3.3009,1007.39,285.04,1082,0.39,-582.03,3.3009,582.03,582.04,2
296,ok,57.74,115.91,967.09,747.41,1002,60.77,-464.78,3.3019,996.62,284.16,1074,3.03,-580.69,3.3019,580.70,580.71,2
297,ok,56.61,114.56,966.66,748.11,950,62.27,-464.75,3.3030,986.84,283.32,1055,5.66,-579.31,3.3030,579.34,579.35,2
298,ok,55.49,113.21,966.73,748.59,960,63.78,-464.70,3.3042,977.33,283.03,1064,8.29,-577.91,3.3042,577.97,577.98,2
299,ok,54.37,111.86,966.44,747.99,987,65.29,-464.63,3.3054,968.00,282.11,1060,10.92,-576.49,3.3054,576.59,576.60,2
300,ok,53.26,110.51,965.26,748.02,984,66.81,-464.55,3.3066,958.18,281.53,1060,13.55,-575.06,3.3066,575.22,575.23,2
301,ok,52.15,109.15,965.29,746.96,1013,68.32,-464.47,3.3079,948.72,281.00,1054,16.17,-573.62,3.3079,573.85,573.86,2
302,ok,51.05,107.79,964.74,746.81,1035,69.83,-464.38,3.3091,939.11,280.32,1053,18.78,-572.17,3.3091,572.48,572.49,2
303,ok,49.96,106.42,959.00,746.55,739,71.34,-464.28,3.3104,929.91,279.63,1058,21.38,-570.70,3.3104,571.10,571.11,2
304,foot_only,48.88,105.05,920.37,279.08,1073,72.85,-464.20,3.3117,,,,23.97,-569.25,3.3117,569.75,569.76,1
305,ok,47.75,104.89,971.90,738.85,477,74.35,-464.11,3.3130,910.70,279.11,1074,26.60,-569.00,3.3130,569.62,569.63,2
306,ok,46.62,104.71,962.49,745.12,1069,75.85,-464.03,3.3142,900.21,279.49,1081,29.23,-568.74,3.3142,569.49,569.50,2
307,ok,45.50,104.53,959.40,747.31,1058,77.34,-463.94,3.3155,890.09,285.37,1072,31.84,-568.47,3.3155,569.36,569.37,2
308,ok,44.39,104.35,962.16,743.72,1097,78.82,-463.83,3.3168,882.46,281.99,1076,34.43,-568.18,3.3168,569.22,569.23,2
309,ok,43.29,104.19,958.52,745.74,1073,80.30,-463.71,3.3182,872.46,287.12,1064,37.01,-567.90,3.3182,569.10,569.11,2
310,ok,42.19,104.04,959.92,741.26,1103,81.76,-463.54,3.3197,863.14,283.86,1080,39.57,-567.58,3.3197,568.96,568.97,2
311,ok,41.10,103.92,956.47,740.45,1102,83.21,-463.34,3.3213,852.69,285.92,1079,42.11,-567.26,3.3213,568.82,568.83,2
312,ok,40.00,103.82,953.78,737.51,1067,84.65,-463.10,3.3230,844.48,284.94,1096,44.65,-566.92,3.3230,568.68,568.69,2
313,ok,38.91,103.75,948.50,734.60,1093,86.07,-462.82,3.3248,833.82,283.90,1090,47.16,-566.57,3.3248,568.53,568.54,2
314,ok,37.83,103.70,939.79,730.12,1070,87.47,-462.49,3.3268,824.49,281.99,1095,49.64,-566.19,3.3268,568.36,568.37,2
315,ok,36.74,103.66,926.80,726.09,1049,88.85,-462.14,3.3289,815.09,280.72,1113,52.11,-565.80,3.3289,568.19,568.20,2
316,ok,35.65,103.62,910.70,719.03,982,90.22,-461.76,3.3310,806.26,279.81,1135,54.57,-565.38,3.3310,568.01,568.02,2
317,ok,34.56,103.55,893.82,714.46,931,91.57,-461.35,3.3332,797.55,279.14,1152,57.01,-564.90,3.3332,567.77,567.78,2
318,ok,33.48,103.43,877.31,712.63,969,92.89,-460.92,3.3354,788.07,277.98,1169,59.41,-564.35,3.3354,567.47,567.48,2
319,ok,32.40,103.24,859.36,715.35,862,94.19,-460.46,3.3378,781.01,277.45,1173,61.79,-563.70,3.3378,567.08,567.09,2
320,ok,31.34,102.99,841.53,719.59,722,95.47,-459.99,3.3401,772.96,277.07,1172,64.13,-562.98,3.3401,566.62,566.63,2
321,ok,30.28,102.69,825.53,725.38,481,96.73,-459.51,3.3425,764.27,276.39,1184,66.45,-562.20,3.3425,566.11,566.12,2
322,foot_only,29.23,102.33,756.95,276.30,1189,97.95,-459.01,3.3449,,,,68.72,-561.34,3.3449,565.53,565.54,1
323,ok,28.03,103.19,772.67,737.73,630,99.15,-458.51,3.3474,749.78,275.89,1182,71.12,-561.70,3.3474,566.18,566.19,2
324,ok,26.86,104.03,752.77,742.26,913,100.33,-458.01,3.3498,742.44,276.04,1190,73.47,-562.04,3.3498,566.82,566.83,2
325,ok,25.70,104.87,729.51,745.03,939,101.47,-457.51,3.3522,736.16,276.47,1173,75.77,-562.38,3.3522,567.46,567.47,2
326,ok,24.56,105.70,707.18,745.03,878,102.58,-457.01,3.3546,729.06,276.75,1167,78.02,-562.71,3.3546,568.09,568.10,2
327,ok,23.46,106.53,689.28,745.25,846,103.66,-456.50,3.3570,722.16,277.44,1145,80.20,-563.03,3.3570,568.71,568.72,2
328,ok,22.38,107.37,675.56,744.77,922,104.71,-455.98,3.3594,714.84,277.98,1116,82.33,-563.35,3.3594,569.33,569.34,2
329,ok,21.35,108.21,667.37,746.38,988,105.72,-455.44,3.3619,708.15,279.55,1094,84.37,-563.65,3.3619,569.93,569.94,2
330,ok,20.35,109.06,666.04,748.24,911,106.69,-454.88,3.3644,700.77,279.26,1067,86.34,-563.94,3.3644,570.51,570.52,2
331,ok,19.50,109.35,665.80,749.92,845,107.63,-454.29,3.3670,692.95,279.47,1049,88.13,-563.64,3.3670,570.49,570.50,2
332,ok,18.81,109.08,664.82,750.26,809,108.52,-453.68,3.3697,684.62,279.00,1015,89.71,-562.76,3.3697,569.87,569.88,2
333,ok,18.14,108.82,665.04,749.60,837,109.37,-453.02,3.3724,677.18,277.68,980,91.23,-561.84,3.3724,569.20,569.21,2
334,ok,17.51,108.59,664.43,750.34,848,110.18,-452.34,3.3753,669.41,277.28,941,92.67,-560.93,3.3753,568.53,568.54,2
335,ok,16.90,108.38,665.27,749.39,861,110.94,-451.61,3.3783,662.05,274.98,903,94.04,-559.99,3.3783,567.83,567.84,2
336,ok,16.34,107.58,664.77,749.37,887,111.66,-450.86,3.3814,654.86,273.82,885,95.32,-558.44,3.3814,566.52,566.53,2
337,ok,15.82,106.80,664.26,750.04,898,112.33,-450.07,3.3846,649.60,273.80,870,96.51,-556.87,3.3846,565.17,565.18,2
338,ok,15.32,106.02,664.26,748.85,917,112.95,-449.25,3.3879,643.21,272.26,857,97.63,-555.27,3.3879,563.79,563.80,2
339,ok,14.86,105.23,663.68,748.98,917,113.53,-448.40,3.3913,637.88,271.76,858,98.67,-553.63,3.3913,562.35,562.36,2
340,ok,14.42,104.43,663.44,748.72,918,114.07,-447.54,3.3947,633.12,270.81,846,99.65,-551.97,3.3947,560.89,560.90,2
341,ok,14.02,103.59,662.74,748.56,924,114.56,-446.66,3.3982,628.60,270.01,854,100.54,-550.25,3.3982,559.36,559.37,2
342,ok,13.65,102.73,663.15,748.10,921,115.01,-445.76,3.4017,625.13,269.55,863,101.36,-548.49,3.4017,557.78,557.79,2
343,ok,13.32,101.83,662.19,748.16,932,115.42,-444.85,3.4053,620.83,268.92,867,102.10,-546.68,3.4053,556.13,556.14,2
344,ok,13.02,100.91,657.75,749.25,730,115.80,-443.93,3.4090,618.33,268.65,877,102.78,-544.84,3.4090,554.45,554.46,2
345,ok,12.75,99.95,652.87,749.18,456,116.13,-442.99,3.4127,614.81,267.97,871,103.38,-542.94,3.4127,552.69,552.71,2
346,ok,12.51,98.97,647.70,744.89,176,116.42,-442.03,3.4164,611.95,267.15,861,103.91,-541.00,3.4164,550.89,550.90,2
347,ok,12.32,97.96,674.85,745.25,213,116.69,-441.06,3.4203,610.20,266.77,878,104.37,-539.02,3.4203,549.03,549.04,2
348,ok,12.14,96.92,671.27,746.21,427,116.91,-440.07,3.4242,608.84,266.64,860,104.77,-536.99,3.4242,547.12,547.13,2
349,ok,11.99,95.86,667.71,747.89,568,117.11,-439.05,3.4282,607.98,267.23,875,105.12,-534.91,3.4282,545.14,545.15,2
350,ok,11.87,94.80,666.03,747.75,686,117.27,-438.00,3.4323,607.24,266.50,873,105.40,-532.80,3.4323,543.13,543.14,2
351,ok,11.76,93.72,664.47,747.71,747,117.41,-436.92,3.4366,607.40,266.14,865,105.65,-530.64,3.4366,541.06,541.07,2
352,ok,11.67,92.62,663.92,747.75,795,117.51,-435.80,3.4410,608.35,265.71,888,105.84,-528.42,3.4410,538.92,538.93,2
353,ok,11.60,91.49,663.44,746.98,832,117.59,-434.64,3.4456,608.78,265.53,899,105.99,-526.13,3.4456,536.70,536.71,2
354,ok,11.61,89.70,661.76,747.62,815,117.65,-433.45,3.4503,609.75,266.06,908,106.04,-523.15,3.4503,533.79,533.80,2
355,ok,11.64,87.87,662.48,746.31,796,117.68,-432.21,3.4553,610.73,264.89,894,106.04,-520.08,3.4553,530.78,530.79,2
356,ok,11.68,86.00,662.46,745.48,747,117.68,-430.93,3.4604,612.21,264.59,891,106.00,-516.93,3.4604,527.69,527.70,2
357,ok,11.72,84.06,661.10,743.91,686,117.67,-429.61,3.4657,613.59,263.46,875,105.95,-513.67,3.4657,524.48,524.49,2
358,ok,11.76,82.07,660.12,742.41,597,117.64,-428.25,3.4712,615.00,262.17,883,105.88,-510.32,3.4712,521.19,521.20,2
359,ok,11.81,80.02,657.61,739.35,441,117.60,-426.86,3.4769,616.95,260.27,889,105.79,-506.88,3.4769,517.80,517.81,2
360,ok,11.86,77.90,654.33,736.15,182,117.55,-425.44,3.4828,618.51,257.71,894,105.69,-503.34,3.4828,514.32,514.33,2
361,foot_only,11.92,75.70,619.69,255.07,898,117.48,-423.99,3.4888,,,,105.56,-499.69,3.4888,510.72,510.73,1
362,foot_only,11.74,74.59,620.90,252.94,916,117.41,-422.52,3.4949,,,,105.67,-497.11,3.4949,508.22,508.23,1
363,ok,11.34,74.55,606.90,734.48,87,117.34,-421.03,3.5012,621.00,251.30,957,106.00,-495.58,3.5012,506.79,506.80,2
364,ok,10.95,74.43,607.29,733.87,130,117.27,-419.52,3.5076,621.35,249.15,963,106.32,-493.95,3.5076,505.26,505.28,2
365,ok,10.57,74.22,604.68,735.09,311,117.19,-418.02,3.5141,620.37,247.31,982,106.62,-492.24,3.5141,503.65,503.67,2
