frame,status,foot_space_x,foot_space_y,foot_cx,foot_cy,foot_area,hand_space_x,hand_space_y,hand_space_z,hand_cx,hand_cy,hand_area,hand_to_foot_dx,hand_to_foot_dy,hand_to_foot_dz,hand_to_foot_distance_2d,hand_to_foot_distance_3d,red_candidates
366,ok,10.22,73.94,599.29,736.10,809,117.13,-416.51,3.5206,619.47,245.52,1011,106.91,-490.45,3.5206,501.97,501.98,2
367,ok,9.88,73.57,590.39,741.80,931,117.06,-415.00,3.5272,617.96,243.46,1013,107.18,-488.57,3.5272,500.19,500.20,2
368,ok,9.55,73.15,579.08,752.92,925,117.01,-413.49,3.5339,615.87,241.90,1021,107.46,-486.64,3.5339,498.36,498.38,2
369,ok,9.24,72.68,568.07,765.87,943,116.95,-411.98,3.5406,613.96,241.27,1018,107.71,-484.66,3.5406,496.48,496.50,2
370,ok,8.93,72.19,558.84,775.57,1070,116.91,-410.47,3.5474,611.41,239.63,1012,107.98,-482.66,3.5474,494.59,494.60,2
371,ok,8.64,71.70,550.37,784.84,1134,116.86,-408.96,3.5542,608.61,239.03,1024,108.22,-480.66,3.5542,492.69,492.71,2
372,ok,8.35,71.23,544.67,791.47,1175,116.83,-407.46,3.5611,605.34,238.29,1015,108.48,-478.69,3.5611,490.83,490.84,2
373,ok,8.07,70.78,539.58,796.39,1243,116.80,-405.94,3.5681,601.35,238.22,1016,108.73,-476.72,3.5681,488.96,488.98,2
374,ok,7.79,70.36,534.92,799.99,1293,116.77,-404.43,3.5752,596.97,238.01,1034,108.98,-474.79,3.5752,487.14,487.15,2
375,ok,7.52,69.97,534.49,803.09,1318,116.74,-402.91,3.5823,591.81,237.78,1043,109.22,-472.88,3.5823,485.33,485.34,2
376,ok,7.25,69.61,538.26,807.92,1241,116.72,-401.38,3.5896,585.76,238.04,1048,109.47,-470.99,3.5896,483.54,483.56,2
377,ok,6.98,69.28,541.88,811.72,1190,116.69,-399.84,3.5969,579.57,236.78,1067,109.71,-469.12,3.5969,481.78,481.79,2
378,ok,6.71,68.99,541.86,812.55,1210,116.66,-398.30,3.6044,572.83,233.76,1089,109.95,-467.29,3.6044,480.05,480.06,2
379,ok,6.44,68.71,541.65,813.38,1164,116.63,-396.74,3.6120,566.35,230.84,1131,110.19,-465.45,3.6120,478.32,478.33,2
380,ok,6.17,68.47,541.18,813.43,1197,116.60,-395.18,3.6197,559.80,227.32,1177,110.43,-463.65,3.6197,476.62,476.63,2
381,ok,5.91,68.24,541.10,814.06,1196,116.56,-393.64,3.6274,554.33,225.19,1224,110.65,-461.88,3.6274,474.95,474.96,2
382,ok,5.65,68.02,541.30,813.33,1199,116.52,-392.10,3.6351,549.63,222.35,1286,110.87,-460.12,3.6351,473.29,473.30,2
383,ok,5.39,67.82,540.82,813.92,1195,116.48,-390.57,3.6429,545.42,220.72,1326,111.09,-458.39,3.6429,471.66,471.67,2
384,ok,5.14,67.63,540.35,813.87,1162,116.43,-389.06,3.6506,541.38,218.76,1382,111.29,-456.69,3.6506,470.05,470.07,2
385,ok,4.89,67.46,539.83,813.54,1145,116.38,-387.56,3.6584,538.09,216.81,1437,111.49,-455.02,3.6584,468.48,468.49,2
386,ok,4.65,67.29,539.05,813.95,1117,116.32,-386.09,3.6661,535.11,215.63,1494,111.67,-453.38,3.6661,466.93,466.94,2
387,ok,4.41,67.14,538.48,814.59,1106,116.26,-384.64,3.6738,533.81,214.41,1568,111.85,-451.78,3.6738,465.42,465.43,2
388,ok,4.18,67.00,538.37,813.39,1102,116.20,-383.21,3.6814,529.97,211.84,1631,112.02,-450.21,3.6814,463.94,463.95,2
389,ok,3.95,66.88,538.24,812.86,1119,116.13,-381.81,3.6890,527.86,210.21,1709,112.18,-448.69,3.6890,462.50,462.52,2
390,ok,3.72,66.78,538.27,812.99,1117,116.05,-380.42,3.6966,525.78,209.33,1772,112.33,-447.20,3.6966,461.09,461.11,2
391,ok,3.50,66.69,534.49,813.60,897,115.97,-379.06,3.7041,524.29,208.51,1809,112.47,-445.75,3.7041,459.72,459.74,2
392,ok,3.28,66.63,528.19,811.99,558,115.88,-377.72,3.7116,523.31,208.20,1849,112.60,-444.35,3.7116,458.39,458.41,2
393,ok,3.18,66.01,503.41,815.72,343,115.77,-376.40,3.7191,504.75,203.79,1957,112.59,-442.41,3.7191,456.51,456.53,2
394,ok,3.21,64.84,518.50,811.24,205,115.66,-375.10,3.7266,522.52,207.50,1933,112.45,-439.94,3.7266,454.08,454.10,2
395,ok,3.24,63.70,515.41,810.54,106,115.54,-373.81,3.7340,523.41,206.96,1952,112.30,-437.51,3.7340,451.69,451.71,2
396,ok,3.26,62.57,513.73,810.26,93,115.40,-372.52,3.7415,524.71,205.96,1979,112.14,-435.09,3.7415,449.31,449.32,2
397,ok,3.29,61.47,513.01,810.25,111,115.25,-371.24,3.7491,525.81,204.88,1998,111.96,-432.71,3.7491,446.96,446.98,2
398,ok,3.32,60.38,509.89,810.12,93,115.08,-369.97,3.7566,527.48,203.71,2005,111.76,-430.35,3.7566,444.63,444.64,2
399,ok,3.35,59.31,508.15,809.21,149,114.91,-368.70,3.7643,529.50,200.48,2028,111.56,-428.01,3.7643,442.31,442.33,2
400,ok,3.38,58.24,504.79,810.11,242,114.72,-367.43,3.7719,531.36,198.79,2067,111.34,-425.67,3.7719,439.99,440.01,2
401,ok,3.42,57.16,503.15,810.14,334,114.52,-366.18,3.7795,533.18,196.96,2081,111.10,-423.34,3.7795,437.68,437.69,2
402,ok,3.46,56.05,502.36,810.61,393,114.31,-364.93,3.7872,534.04,195.32,2092,110.85,-420.98,3.7872,435.33,435.35,3
403,ok,3.51,54.93,498.33,809.86,537,114.10,-363.70,3.7948,534.20,193.56,2138,110.59,-418.63,3.7948,432.99,433.01,2
404,ok,3.57,53.77,492.34,814.39,705,113.87,-362.49,3.8023,534.73,191.74,2152,110.30,-416.26,3.8023,430.63,430.64,2
405,ok,3.63,52.58,486.41,817.79,987,113.63,-361.29,3.8098,534.79,189.91,2199,110.00,-413.87,3.8098,428.24,428.26,2
406,ok,3.71,51.37,476.64,827.91,1268,113.39,-360.13,3.8172,533.34,188.20,2203,109.68,-411.50,3.8172,425.87,425.88,3
407,ok,3.79,50.14,466.48,840.02,1410,113.14,-358.99,3.8244,533.04,185.26,2202,109.35,-409.13,3.8244,423.49,423.51,3
408,ok,3.88,48.91,455.13,851.58,1479,112.88,-357.88,3.8314,531.92,182.95,2190,109.00,-406.79,3.8314,421.14,421.16,3
409,ok,3.98,47.69,445.27,862.20,1424,112.62,-356.82,3.8383,531.20,181.29,2188,108.64,-404.51,3.8383,418.84,418.86,3
410,ok,4.08,46.48,437.40,870.69,1467,112.35,-355.79,3.8449,530.19,179.97,2189,108.27,-402.27,3.8449,416.59,416.60,3
411,ok,4.19,45.29,431.18,878.09,1676,112.07,-354.80,3.8513,529.20,178.43,2179,107.88,-400.09,3.8513,414.38,414.40,3
412,ok,4.30,44.14,428.80,885.01,1935,111.78,-353.85,3.8575,527.97,176.90,2175,107.48,-397.99,3.8575,412.25,412.27,3
413,ok,4.42,43.04,432.33,890.30,1834,111.48,-352.93,3.8635,525.90,176.15,2169,107.06,-395.97,3.8635,410.19,410.21,3
414,ok,4.54,41.98,437.94,893.57,1692,111.17,-352.05,3.8693,523.37,176.24,2182,106.63,-394.03,3.8693,408.20,408.22,3
415,ok,4.66,40.99,419.52,896.82,1988,110.84,-351.19,3.8748,504.78,169.58,2225,106.18,-392.18,3.8748,406.30,406.32,3
416,ok,4.78,40.05,440.87,892.54,1994,110.50,-350.38,3.8801,518.53,173.28,2131,105.72,-390.43,3.8801,404.49,404.51,3
417,ok,4.91,39.18,440.38,893.32,1944,110.13,-349.60,3.8852,516.58,171.19,2062,105.22,-388.78,3.8852,402.77,402.79,3
418,ok,5.05,38.37,439.38,893.70,1908,109.75,-348.85,3.8901,513.86,168.85,2025,104.70,-387.22,3.8901,401.13,401.14,3
419,ok,5.20,37.62,439.36,894.01,1908,109.36,-348.14,3.8947,512.63,166.70,1968,104.16,-385.76,3.8947,399.57,399.59,3
420,ok,5.36,36.93,439.34,894.09,1894,108.94,-347.46,3.8991,511.31,164.93,1919,103.58,-384.39,3.8991,398.10,398.12,2
421,ok,5.55,36.29,439.65,894.25,1877,108.50,-346.82,3.9032,510.92,163.11,1867,102.95,-383.11,3.9032,396.70,396.72,2
422,ok,5.75,35.69,438.08,894.98,1833,108.04,-346.22,3.9070,508.23,161.64,1784,102.29,-381.91,3.9070,395.37,395.39,2
423,ok,5.98,35.15,439.26,894.54,1838,107.55,-345.67,3.9105,509.94,158.73,1722,101.57,-380.82,3.9105,394.13,394.15,2
424,ok,6.25,34.64,438.19,895.46,1837,107.05,-345.16,3.9136,509.87,158.25,1738,100.80,-379.80,3.9136,392.95,392.97,2
425,ok,6.54,34.17,439.73,894.58,1828,106.52,-344.69,3.9164,512.50,156.40,1730,99.98,-378.86,3.9164,391.83,391.85,2
426,ok,6.87,33.74,439.72,894.36,1820,105.97,-344.28,3.9189,516.10,155.21,1704,99.10,-378.02,3.9189,390.79,390.81,2
427,ok,7.23,33.36,438.61,894.16,1810,105.40,-343.91,3.9209,519.15,155.04,1693,98.17,-377.27,3.9209,389.83,389.85,2
428,ok,7.63,33.02,439.38,894.22,1822,104.80,-343.60,3.9225,523.93,154.04,1642,97.17,-376.62,3.9225,388.95,388.97,2
429,ok,8.07,32.72,439.10,893.86,1813,104.18,-343.35,3.9238,528.54,153.76,1591,96.11,-376.07,3.9238,388.16,388.18,2
430,ok,8.54,32.46,438.73,894.11,1811,103.53,-343.14,3.9246,533.99,154.08,1570,94.99,-375.60,3.9246,387.43,387.45,2
431,ok,9.06,32.25,438.27,893.58,1806,102.86,-342.98,3.9251,539.93,154.33,1531,93.80,-375.23,3.9251,386.78,386.80,2
432,ok,9.60,32.08,416.12,899.71,1859,102.16,-342.86,3.9253,528.52,149.27,1554,92.56,-374.94,3.9253,386.20,386.22,2
433,ok,10.19,31.96,438.15,893.33,1793,101.42,-342.78,3.9251,554.25,156.07,1486,91.23,-374.74,3.9251,385.69,385.71,2
434,ok,10.81,31.87,438.53,893.02,1825,100.66,-342.74,3.9246,562.50,157.04,1459,89.85,-374.61,3.9246,385.23,385.25,2
435,ok,11.47,31.83,438.56,892.09,1803,99.87,-342.74,3.9238,571.46,158.07,1438,88.40,-374.57,3.9238,384.86,384.88,2
436,ok,12.17,31.83,439.77,892.09,1769,99.05,-342.76,3.9228,581.66,160.35,1427,86.88,-374.59,3.9228,384.53,384.55,2
437,ok,12.90,31.87,441.49,891.05,1787,98.21,-342.81,3.9216,592.14,162.43,1416,85.31,-374.68,3.9216,384.27,384.29,2
438,ok,13.67,31.93,443.29,890.82,1812,97.33,-342.87,3.9203,603.22,165.22,1399,83.66,-374.80,3.9203,384.02,384.04,2
439,ok,14.48,32.02,445.58,888.65,1853,96.43,-342.96,3.9188,615.91,166.58,1393,81.95,-374.98,3.9188,383.83,383.85,2
440,ok,15.33,32.12,449.41,887.31,1849,95.50,-343.05,3.9172,628.69,168.06,1380,80.17,-375.17,3.9172,383.64,383.66,2
441,ok,16.21,32.23,454.79,883.52,1855,94.54,-343.15,3.9155,642.00,167.27,1369,78.33,-375.38,3.9155,383.47,383.49,2
442,ok,17.14,32.35,462.38,879.42,1976,93.55,-343.25,3.9137,655.03,167.01,1324,76.41,-375.60,3.9137,383.29,383.31,2
443,ok,18.10,32.45,476.90,873.62,2050,92.55,-343.37,3.9119,669.90,166.18,1333,74.45,-375.82,3.9119,383.12,383.14,2
444,ok,19.11,32.54,493.86,866.81,1957,91.52,-343.49,3.9100,683.23,166.22,1322,72.41,-376.03,3.9100,382.94,382.96,2
445,ok,20.15,32.61,516.10,859.41,1864,90.47,-343.63,3.9079,696.07,166.17,1335,70.32,-376.24,3.9079,382.76,382.78,2
446,ok,21.23,32.65,542.18,853.29,1868,89.40,-343.78,3.9058,708.21,166.44,1366,68.17,-376.43,3.9058,382.55,382.57,2
447,ok,22.34,32.65,567.98,850.11,1980,88.32,-343.93,3.9036,718.66,165.73,1374,65.98,-376.58,3.9036,382.32,382.34,2
448,ok,23.49,32.62,595.40,849.45,2070,87.23,-344.11,3.9012,729.84,165.34,1394,63.74,-376.73,3.9012,382.08,382.10,2
449,ok,24.66,32.54,625.67,853.39,2218,86.12,-344.29,3.8988,741.49,165.92,1408,61.46,-376.83,3.8988,381.81,381.83,2
450,ok,25.85,32.44,660.40,862.02,2378,84.99,-344.49,3.8962,751.70,166.48,1410,59.14,-376.93,3.8962,381.54,381.56,2
451,ok,27.05,32.31,694.52,872.20,2262,83.86,-344.69,3.8937,762.78,166.50,1403,56.81,-377.00,3.8937,381.26,381.28,2
452,ok,28.26,32.18,730.36,883.45,2460,82.72,-344.89,3.8910,773.54,166.77,1418,54.46,-377.07,3.8910,380.98,381.00,2
453,ok,29.46,32.05,772.85,893.74,2368,81.56,-345.10,3.8884,784.82,167.81,1442,52.10,-377.15,3.8884,380.73,380.75,2
454,ok,30.66,31.95,811.26,901.44,2397,80.39,-345.31,3.8857,795.22,169.16,1445,49.73,-377.26,3.8857,380.52,380.54,2
455,ok,31.84,31.87,847.86,904.52,2399,79.22,-345.52,3.8830,805.92,170.76,1440,47.38,-377.39,3.8830,380.35,380.37,2
456,ok,33.01,31.82,881.91,903.35,2326,78.04,-345.72,3.8804,817.07,171.86,1454,45.03,-377.54,3.8804,380.22,380.24,2
457,ok,34.16,31.81,904.04,901.26,2336,76.85,-345.92,3.8779,828.62,172.73,1464,42.69,-377.73,3.8779,380.13,380.15,2
458,ok,35.28,31.83,916.85,898.75,2399,75.66,-346.10,3.8754,839.89,173.51,1479,40.38,-377.93,3.8754,380.08,380.10,2
459,ok,36.39,31.87,919.86,899.33,2386,74.46,-346.27,3.8730,851.36,173.41,1485,38.07,-378.14,3.8730,380.05,380.07,2
460,ok,37.47,31.93,922.91,900.10,2206,73.25,-346.43,3.8706,862.31,172.50,1496,35.78,-378.36,3.8706,380.05,380.07,2
461,ok,38.54,32.00,911.28,908.08,2279,72.05,-346.58,3.8684,861.14,166.82,1551,33.51,-378.58,3.8684,380.06,380.08,2
462,ok,39.59,32.10,924.39,900.04,2156,70.84,-346.73,3.8662,885.38,167.32,1517,31.25,-378.83,3.8662,380.12,380.14,2
463,ok,40.63,32.20,924.77,900.17,2167,69.62,-346.87,3.8640,897.13,165.85,1527,28.99,-379.07,3.8640,380.18,380.20,2
464,ok,41.66,32.31,925.42,899.89,2201,68.41,-347.01,3.8619,908.03,164.08,1502,26.75,-379.32,3.8619,380.26,380.28,2
465,ok,42.68,32.42,925.88,900.31,2170,67.20,-347.15,3.8597,918.94,163.44,1499,24.52,-379.57,3.8597,380.36,380.38,2
466,ok,43.69,32.55,926.14,901.36,2162,65.99,-347.30,3.8576,929.82,163.27,1441,22.30,-379.85,3.8576,380.50,380.52,2
467,ok,44.69,32.69,926.33,899.86,2197,64.79,-347.45,3.8553,939.56,162.29,1355,20.10,-380.14,3.8553,380.67,380.69,2
468,ok,45.68,32.84,926.81,899.38,2219,63.58,-347.62,3.8530,949.40,163.01,1216,17.90,-380.46,3.8530,380.88,380.90,2
469,ok,46.67,33.00,925.98,900.62,2252,62.38,-347.79,3.8507,960.08,163.36,1189,15.71,-380.79,3.8507,381.11,381.13,2
470,ok,47.64,33.17,927.38,899.24,2262,61.19,-347.97,3.8483,971.19,163.06,1135,13.55,-381.14,3.8483,381.38,381.40,2
471,ok,48.61,33.35,928.13,898.11,2248,59.99,-348.16,3.8458,984.13,163.03,1240,11.38,-381.51,3.8458,381.68,381.70,2
472,ok,49.57,33.55,928.41,898.37,2232,58.80,-348.35,3.8433,995.42,163.99,1276,9.23,-381.90,3.8433,382.01,382.03,2
473,ok,50.53,33.75,929.26,897.31,2221,57.62,-348.55,3.8408,1007.75,165.66,1325,7.09,-382.30,3.8408,382.37,382.39,2
474,ok,51.47,33.97,929.83,897.01,2236,56.44,-348.76,3.8382,1019.04,168.00,1337,4.97,-382.73,3.8382,382.76,382.78,2
475,ok,52.40,34.20,930.86,895.98,2283,55.27,-348.96,3.8357,1030.49,170.84,1334,2.87,-383.16,3.8357,383.17,383.19,2
476,ok,53.33,34.46,931.54,895.95,2307,54.10,-349.16,3.8332,1041.20,174.63,1318,0.77,-383.62,3.8332,383.62,383.64,2
477,ok,54.26,34.73,933.28,893.73,2314,52.93,-349.35,3.8307,1051.77,175.25,1314,-1.33,-384.08,3.8307,384.08,384.10,2
478,ok,55.18,35.03,936.58,891.07,2313,51.78,-349.52,3.8284,1062.78,176.87,1283,-3.40,-384.55,3.8284,384.57,384.58,2
479,ok,56.09,35.36,942.62,886.65,2316,50.63,-349.68,3.8262,1074.65,177.34,1254,-5.46,-385.04,3.8262,385.08,385.10,2
480,ok,57.01,35.70,949.87,881.22,2308,49.48,-349.83,3.8240,1085.94,176.64,1201,-7.53,-385.53,3.8240,385.60,385.62,2
481,ok,57.92,36.06,955.69,876.32,2425,48.35,-349.96,3.8220,1093.82,174.01,1155,-9.57,-386.02,3.8220,386.14,386.16,2
482,ok,58.85,36.43,975.50,867.30,2498,47.22,-350.09,3.8201,1108.24,174.31,1108,-11.63,-386.52,3.8201,386.69,386.71,2
483,ok,59.77,36.78,995.37,859.48,2547,46.11,-350.20,3.8182,1119.36,174.01,1123,-13.66,-386.98,3.8182,387.22,387.24,2
484,ok,60.70,37.12,1019.00,850.56,2338,45.00,-350.31,3.8164,1129.32,175.08,1109,-15.70,-387.43,3.8164,387.75,387.77,2
485,ok,61.64,37.42,1040.23,843.07,2244,43.91,-350.41,3.8147,1138.77,175.33,1133,-17.73,-387.83,3.8147,388.24,388.25,2
486,ok,62.59,37.68,1061.23,838.83,2280,42.83,-350.51,3.8130,1148.84,175.00,1181,-19.76,-388.19,3.8130,388.69,388.71,2
487,ok,63.54,37.89,1084.81,840.16,2205,41.77,-350.60,3.8113,1158.07,175.08,1213,-21.77,-388.49,3.8113,389.10,389.12,2
488,ok,64.49,38.05,1113.43,844.51,2255,40.72,-350.70,3.8097,1167.94,174.62,1165,-23.77,-388.75,3.8097,389.48,389.49,2
489,ok,65.44,38.16,1138.40,851.69,2210,39.69,-350.80,3.8080,1177.21,174.48,1219,-25.75,-388.96,3.8080,389.81,389.83,2
490,ok,66.38,38.25,1165.47,860.49,2242,38.67,-350.90,3.8063,1186.66,174.20,1192,-27.71,-389.15,3.8063,390.14,390.15,2
491,ok,67.32,38.31,1194.51,870.00,2370,37.66,-351.02,3.8045,1195.90,174.59,1167,-29.66,-389.33,3.8045,390.46,390.48,2
492,ok,68.24,38.35,1226.60,877.69,2290,36.68,-351.15,3.8027,1205.43,175.01,1168,-31.56,-389.50,3.8027,390.78,390.80,2
493,ok,69.15,38.39,1255.72,882.98,2283,35.71,-351.29,3.8009,1213.93,175.17,1179,-33.44,-389.68,3.8009,391.11,391.13,2
494,ok,70.03,38.42,1284.55,884.94,2060,34.76,-351.43,3.7990,1223.60,175.81,1231,-35.27,-389.85,3.7990,391.44,391.46,2
495,ok,70.89,38.46,1303.11,883.02,2282,33.83,-351.59,3.7971,1232.33,176.78,1311,-37.06,-390.05,3.7971,391.81,391.83,2
496,ok,71.72,38.51,1313.03,881.45,2470,32.92,-351.75,3.7952,1241.73,176.53,1422,-38.80,-390.26,3.7952,392.18,392.20,2
497,ok,72.52,38.57,1312.72,883.07,2363,32.03,-351.92,3.7932,1250.06,177.87,1479,-40.49,-390.49,3.7932,392.58,392.60,2
498,ok,73.29,38.65,1313.76,883.57,2087,31.16,-352.09,3.7913,1260.42,177.05,1541,-42.13,-390.74,3.7913,393.00,393.02,2
499,ok,74.04,38.75,1314.83,881.54,2080,30.31,-352.27,3.7893,1269.77,175.19,1563,-43.73,-391.02,3.7893,393.46,393.48,2
500,ok,74.77,38.87,1315.60,881.82,2116,29.48,-352.46,3.7873,1280.68,173.15,1586,-45.29,-391.33,3.7873,393.94,393.96,2
501,ok,75.46,39.01,1315.46,883.34,2134,28.68,-352.66,3.7853,1291.15,171.94,1620,-46.78,-391.67,3.7853,394.45,394.47,2
502,ok,76.14,39.17,1315.42,883.35,2131,27.89,-352.89,3.7832,1300.07,169.67,1648,-48.25,-392.06,3.7832,395.02,395.04,2
503,ok,76.79,39.35,1315.51,883.36,2150,27.13,-353.13,3.7810,1308.28,168.77,1654,-49.66,-392.48,3.7810,395.61,395.63,2
504,ok,77.42,39.56,1315.45,883.59,2147,26.40,-353.39,3.7786,1315.62,168.72,1664,-51.02,-392.95,3.7786,396.25,396.27,2
505,ok,78.03,39.79,1315.81,882.50,2220,25.69,-353.69,3.7761,1322.58,168.43,1653,-52.34,-393.48,3.7761,396.95,396.96,2
506,ok,78.62,40.05,1316.61,881.89,2237,25.00,-354.01,3.7735,1328.98,168.62,1653,-53.62,-394.06,3.7735,397.69,397.71,2
507,ok,79.19,40.33,1317.95,881.27,2234,24.33,-354.37,3.7706,1335.03,168.62,1652,-54.86,-394.70,3.7706,398.49,398.51,2
508,ok,79.75,40.64,1318.40,880.89,2217,23.68,-354.76,3.7676,1340.94,168.39,1632,-56.07,-395.40,3.7676,399.36,399.37,2
509,ok,80.28,40.99,1319.02,880.22,2224,23.06,-355.20,3.7643,1346.39,168.03,1601,-57.22,-396.19,3.7643,400.30,400.32,2
510,ok,80.79,41.37,1318.33,880.47,2233,22.45,-355.67,3.7608,1350.86,168.02,1592,-58.34,-397.04,3.7608,401.30,401.32,2
511,ok,81.28,41.79,1319.12,879.25,2217,21.86,-356.19,3.7571,1355.63,168.20,1574,-59.42,-397.98,3.7571,402.39,402.41,2
512,ok,81.75,42.24,1317.81,880.05,2236,21.30,-356.75,3.7531,1358.50,170.85,1547,-60.45,-398.99,3.7531,403.54,403.56,2
513,ok,82.20,42.73,1319.27,878.89,2249,20.75,-357.35,3.7489,1361.73,170.16,1548,-61.45,-400.08,3.7489,404.77,404.79,2
514,ok,82.63,43.26,1318.96,878.51,2276,20.22,-358.00,3.7444,1363.58,171.21,1522,-62.41,-401.26,3.7444,406.08,406.10,2
515,ok,83.04,43.83,1319.02,878.62,2282,19.70,-358.68,3.7398,1365.01,172.94,1510,-63.34,-402.51,3.7398,407.46,407.48,2
516,ok,83.44,44.46,1319.30,878.29,2276,19.20,-359.39,3.7349,1365.97,174.62,1513,-64.24,-403.85,3.7349,408.93,408.94,2
517,ok,83.83,45.13,1319.11,878.02,2340,18.71,-360.15,3.7299,1366.14,177.20,1469,-65.12,-405.28,3.7299,410.48,410.50,2
518,ok,84.21,45.86,1319.32,877.22,2345,18.24,-360.93,3.7246,1365.75,179.89,1473,-65.97,-406.79,3.7246,412.10,412.12,2
519,ok,84.58,46.65,1320.09,876.76,2362,17.78,-361.74,3.7193,1364.54,183.57,1479,-66.80,-408.39,3.7193,413.82,413.83,2
520,ok,84.94,47.48,1321.15,875.76,2372,17.33,-362.58,3.7138,1363.97,186.03,1465,-67.61,-410.06,3.7138,415.60,415.61,2
521,ok,85.30,48.37,1322.68,874.39,2410,16.89,-363.43,3.7083,1363.53,189.62,1520,-68.41,-411.80,3.7083,417.44,417.46,2
522,ok,85.66,49.29,1323.25,871.79,2362,16.46,-364.30,3.7026,1361.83,192.07,1524,-69.20,-413.59,3.7026,419.34,419.36,2
523,ok,86.02,50.25,1324.43,870.02,2376,16.04,-365.18,3.6970,1361.74,194.55,1541,-69.98,-415.43,3.6970,421.28,421.30,2
524,ok,86.38,51.24,1325.79,865.04,2381,15.63,-366.07,3.6913,1361.83,195.15,1541,-70.75,-417.31,3.6913,423.26,423.28,2
525,ok,86.74,52.25,1327.55,858.59,2406,15.23,-366.98,3.6856,1361.67,195.78,1531,-71.51,-419.23,3.6856,425.29,425.30,2
526,ok,87.11,53.27,1333.15,847.90,2337,14.83,-367.89,3.6798,1362.83,196.46,1512,-72.28,-421.16,3.6798,427.32,427.33,2
527,ok,87.49,54.30,1340.23,838.27,2175,14.44,-368.83,3.6740,1363.84,197.68,1479,-73.05,-423.13,3.6740,429.39,429.41,2
528,ok,87.86,55.33,1348.71,830.80,1994,14.05,-369.78,3.6680,1365.24,198.75,1398,-73.81,-425.11,3.6680,431.47,431.49,2
529,ok,88.24,56.35,1354.73,826.71,1962,13.66,-370.76,3.6620,1366.03,199.32,1378,-74.58,-427.11,3.6620,433.57,433.59,2
530,ok,88.61,57.34,1361.37,825.71,1980,13.27,-371.77,3.6559,1367.62,200.12,1348,-75.34,-429.11,3.6559,435.67,435.69,2
531,ok,88.98,58.32,1370.21,825.80,1953,12.88,-372.81,3.6497,1369.33,200.92,1337,-76.10,-431.13,3.6497,437.79,437.81,2
532,ok,89.34,59.29,1379.64,826.61,1938,12.48,-373.88,3.6433,1370.05,201.72,1367,-76.86,-433.17,3.6433,439.94,439.95,2
533,ok,89.69,60.23,1390.50,827.06,1816,12.07,-374.99,3.6368,1371.84,203.03,1392,-77.62,-435.22,3.6368,442.09,442.10,2
534,ok,90.04,61.17,1399.44,825.51,1728,11.66,-376.14,3.6302,1373.73,204.12,1413,-78.38,-437.31,3.6302,444.28,444.29,2
535,ok,90.37,62.10,1404.56,824.05,1600,11.24,-377.32,3.6235,1375.08,206.37,1409,-79.13,-439.42,3.6235,446.49,446.50,2
536,ok,90.69,63.02,1406.79,819.88,1559,10.82,-378.53,3.6167,1376.92,207.51,1406,-79.87,-441.55,3.6167,448.72,448.73,2
537,ok,90.99,63.92,1406.57,816.75,1510,10.39,-379.76,3.6099,1380.73,209.24,1402,-80.60,-443.68,3.6099,450.94,450.96,2
538,ok,91.28,64.82,1401.41,813.53,1407,9.95,-381.02,3.6030,1381.81,211.29,1400,-81.33,-445.84,3.6030,453.20,453.21,2
539,ok,91.54,65.70,1395.70,808.92,1423,9.51,-382.30,3.5961,1384.56,210.84,1386,-82.03,-448.00,3.5961,455.45,455.46,2
540,ok,91.78,66.57,1390.02,807.00,1456,9.06,-383.60,3.5892,1387.70,212.05,1371,-82.72,-450.17,3.5892,457.71,457.72,2
541,ok,92.01,67.43,1387.26,809.00,1439,8.61,-384.91,3.5822,1391.30,213.89,1374,-83.40,-452.34,3.5822,459.96,459.98,2
542,ok,92.21,68.28,1386.38,812.40,1438,8.16,-386.25,3.5753,1394.22,214.95,1387,-84.05,-454.53,3.5753,462.24,462.25,2
543,ok,92.39,69.14,1385.42,812.86,1487,7.71,-387.59,3.5683,1398.01,215.87,1414,-84.68,-456.73,3.5683,464.51,464.53,2
544,ok,92.55,70.00,1385.21,813.05,1492,7.26,-388.95,3.5614,1402.09,216.49,1417,-85.29,-458.95,3.5614,466.81,466.82,2
545,ok,92.70,70.88,1386.11,812.47,1536,6.81,-390.33,3.5545,1406.82,216.01,1434,-85.89,-461.21,3.5545,469.14,469.15,2
546,ok,92.82,71.78,1386.24,811.94,1537,6.37,-391.72,3.5476,1409.59,215.79,1439,-86.45,-463.50,3.5476,471.49,471.51,2
547,ok,92.93,72.69,1386.70,812.33,1508,5.94,-393.13,3.5407,1412.27,216.37,1461,-86.99,-465.82,3.5407,473.87,473.89,2
548,ok,93.02,73.64,1386.35,812.31,1499,5.51,-394.56,3.5337,1413.31,216.63,1444,-87.51,-468.20,3.5337,476.31,476.32,2
549,ok,93.10,74.61,1386.35,812.25,1494,5.10,-396.00,3.5268,1414.20,216.99,1432,-88.00,-470.61,3.5268,478.77,478.78,2
550,ok,93.16,75.60,1386.53,811.94,1501,4.70,-397.46,3.5198,1415.12,217.35,1419,-88.46,-473.06,3.5198,481.26,481.27,2
551,ok,93.20,76.63,1387.14,811.94,1476,4.30,-398.95,3.5128,1416.13,218.42,1394,-88.90,-475.58,3.5128,483.82,483.83,2
552,ok,93.23,77.68,1387.39,812.61,1498,3.93,-400.47,3.5058,1417.52,220.23,1368,-89.30,-478.15,3.5058,486.42,486.43,2
