frame,color,cx,cy,space_x,space_y,space_z,x,y,w,h,area
123,red,225.38,771.76,-39.86,96.49,100.56,218,751,17,41,584
123,red,983.14,877.10,52.19,37.09,39.49,957,854,56,45,1579
123,blue,565.17,769.40,0.35,100.03,97.37,556,758,20,22,371
123,blue,1397.36,772.82,100.44,101.16,85.06,1387,761,22,23,415
123,blue,230.94,967.18,-0.78,3.01,5.16,224,956,15,22,307
123,blue,1668.25,980.35,100.53,3.16,-19.65,1661,967,15,26,353
124,red,1082.78,167.96,49.24,-347.27,384.16,1041,135,76,59,1922
124,red,225.33,771.78,-39.86,96.47,100.55,218,751,17,41,581
124,red,983.12,876.90,52.19,37.18,39.58,958,854,55,45,1584
124,blue,564.98,769.25,0.30,100.15,97.45,556,758,20,22,361
124,blue,1397.35,772.74,100.45,101.22,85.10,1387,761,22,23,415
124,blue,230.76,967.18,-0.79,3.01,5.16,224,956,15,22,300
124,blue,1668.17,980.38,100.53,3.15,-19.66,1660,967,16,26,359
125,red,1087.88,169.03,48.66,-348.00,383.58,1047,136,75,59,1912
125,red,225.48,771.85,-39.82,96.42,100.52,218,751,18,41,592
125,red,983.42,876.78,52.21,37.23,39.63,958,854,55,45,1581
125,blue,565.06,769.25,0.31,100.15,97.45,556,758,20,22,361
125,blue,1397.56,772.81,100.47,101.17,85.06,1387,761,23,23,415
125,blue,230.95,967.21,-0.77,3.00,5.14,224,956,15,22,306
125,blue,1668.34,980.35,100.54,3.16,-19.65,1661,967,15,26,351
126,red,1093.40,170.34,48.03,-348.92,382.87,1052,138,75,57,1852
126,red,225.34,771.94,-39.81,96.35,100.48,218,751,17,42,587
126,red,983.57,876.65,52.22,37.29,39.70,958,853,55,46,1600
126,blue,565.10,769.28,0.32,100.12,97.43,556,758,20,22,362
126,blue,1397.50,772.90,100.45,101.10,85.02,1387,761,23,23,422
126,blue,230.93,967.24,-0.77,2.99,5.13,224,956,15,22,305
126,blue,1668.27,980.31,100.54,3.17,-19.63,1661,967,15,26,354
127,red,1099.21,171.41,47.37,-349.67,382.27,1058,139,74,57,1837
127,red,225.43,771.74,-39.86,96.51,100.58,218,751,17,41,590
127,red,983.73,876.33,52.24,37.43,39.85,959,853,55,46,1595
127,blue,565.09,769.19,0.30,100.20,97.47,556,758,20,22,362
127,blue,1397.67,772.71,100.50,101.25,85.11,1388,761,22,23,413
127,blue,230.95,967.21,-0.77,3.00,5.14,224,956,15,22,306
127,blue,1668.35,980.29,100.55,3.17,-19.62,1661,967,15,26,352
128,red,1104.82,172.72,46.71,-350.59,381.56,1064,141,72,57,1765
128,red,225.49,772.05,-39.75,96.26,100.42,218,751,18,42,600
128,red,984.61,876.14,52.31,37.52,39.93,959,853,55,45,1571
128,blue,565.43,769.32,0.37,100.09,97.41,556,758,21,22,366
128,blue,1397.89,772.64,100.53,101.31,85.14,1388,761,22,23,414
128,blue,231.12,967.35,-0.74,2.96,5.07,224,956,16,22,311
128,blue,1668.40,980.14,100.56,3.22,-19.55,1661,966,15,27,353
129,red,1110.93,174.27,45.99,-351.69,380.73,1071,144,71,55,1686
129,red,225.41,771.90,-39.81,96.38,100.50,218,751,17,42,593
129,red,985.26,875.68,52.36,37.72,40.15,960,852,54,46,1575
129,blue,565.19,769.25,0.33,100.15,97.45,556,758,20,22,360
129,blue,1397.97,772.66,100.54,101.29,85.13,1388,761,22,23,414
129,blue,230.95,967.27,-0.76,2.98,5.11,224,956,15,22,304
129,blue,1668.41,980.10,100.57,3.23,-19.53,1661,966,15,27,354
130,red,1116.66,175.34,45.32,-352.47,380.13,1077,146,70,54,1636
130,red,225.28,771.85,-39.84,96.42,100.52,218,751,17,41,576
130,red,986.15,875.12,52.44,37.97,40.41,961,851,54,46,1573
130,blue,564.99,769.28,0.31,100.12,97.43,556,758,20,22,360
130,blue,1397.86,772.80,100.51,101.18,85.06,1388,761,22,23,414
130,blue,230.70,967.30,-0.78,2.98,5.10,224,956,15,22,295
130,blue,1668.24,980.25,100.54,3.18,-19.60,1661,967,15,26,357
131,red,1122.80,175.63,44.63,-352.70,379.91,1083,147,71,53,1601
131,red,225.57,771.89,-39.79,96.39,100.50,218,751,18,42,606
131,red,989.11,873.51,52.69,38.69,41.16,963,849,55,46,1595
131,blue,565.63,769.23,0.38,100.17,97.45,556,758,21,22,367
131,blue,1398.02,772.67,100.55,101.29,85.13,1388,761,22,23,414
131,blue,230.95,967.21,-0.77,3.00,5.14,224,956,15,22,306
131,blue,1668.37,980.20,100.56,3.20,-19.58,1661,966,15,27,354
132,red,1128.21,175.15,44.05,-352.38,380.07,1089,147,70,53,1559
132,red,225.45,772.18,-39.71,96.16,100.36,218,751,17,42,592
132,red,991.44,871.45,52.88,39.63,42.14,965,846,54,48,1575
132,blue,565.47,769.22,0.36,100.17,97.45,556,758,20,22,361
132,blue,1398.02,772.71,100.54,101.25,85.10,1388,761,22,23,414
132,blue,230.91,967.50,-0.74,2.92,5.00,224,957,15,21,297
132,blue,1668.37,980.22,100.55,3.19,-19.59,1661,967,15,26,354
133,red,1134.02,174.19,43.44,-351.73,380.47,1095,146,70,53,1519
133,red,225.58,771.98,-39.76,96.32,100.45,218,751,18,42,607
133,red,995.74,868.39,53.24,41.03,43.57,969,843,55,50,1595
133,blue,565.75,769.36,0.42,100.06,97.39,556,758,21,22,366
133,blue,1398.20,772.63,100.57,101.32,85.14,1388,761,22,23,413
133,blue,231.10,967.37,-0.74,2.96,5.06,224,956,16,22,310
133,blue,1668.39,980.03,100.57,3.25,-19.49,1661,966,15,27,356
134,red,1139.99,174.05,42.78,-351.65,380.46,1102,146,69,53,1499
134,red,225.50,771.99,-39.77,96.31,100.45,218,751,18,42,600
134,red,1001.32,864.92,53.72,42.65,45.19,974,839,56,52,1642
134,blue,565.53,769.15,0.35,100.23,97.49,556,758,20,22,364
134,blue,1398.10,772.60,100.57,101.34,85.16,1388,761,22,23,411
134,blue,230.95,967.32,-0.76,2.97,5.09,224,956,15,22,302
134,blue,1668.37,980.08,100.57,3.23,-19.52,1661,966,15,27,356
135,red,1146.03,174.77,42.08,-352.17,380.03,1108,147,68,53,1466
135,red,225.37,772.57,-39.59,95.85,100.17,218,752,17,41,584
135,red,1009.24,861.23,54.43,44.42,46.89,982,833,57,55,1727
135,blue,565.38,769.91,0.48,99.61,97.12,556,759,20,22,363
135,blue,1398.03,772.79,100.53,101.19,85.07,1388,761,22,23,416
135,blue,230.93,967.67,-0.72,2.87,4.92,224,957,15,21,292
135,blue,1668.40,980.18,100.56,3.21,-19.57,1661,966,15,27,352
136,red,1152.83,175.57,41.29,-352.76,379.55,1115,148,68,53,1445
136,red,225.57,771.86,-39.80,96.42,100.51,218,751,18,42,607
136,red,1020.02,857.19,55.41,46.40,48.73,991,829,61,54,1759
136,blue,565.80,769.19,0.39,100.20,97.47,557,758,20,22,361
136,blue,1398.01,772.68,100.54,101.28,85.12,1388,761,22,23,412
136,blue,230.97,967.18,-0.77,3.01,5.16,224,956,15,22,307
136,blue,1668.20,979.99,100.56,3.26,-19.48,1661,966,15,27,364
137,red,1159.46,177.01,40.48,-353.81,378.77,1121,149,69,53,1433
137,red,225.45,771.89,-39.81,96.39,100.50,218,751,17,42,597
137,red,1033.77,852.93,56.69,48.54,50.63,1005,823,62,53,1728
137,blue,565.88,769.25,0.41,100.15,97.43,557,758,20,22,362
137,blue,1398.19,772.77,100.55,101.21,85.07,1388,761,22,23,413
137,blue,230.98,967.28,-0.76,2.98,5.11,224,956,15,22,304
137,blue,1668.43,980.30,100.55,3.17,-19.63,1661,967,15,26,349
138,red,1166.10,178.23,39.68,-354.71,378.09,1128,151,68,52,1416
138,red,225.52,771.91,-39.79,96.38,100.49,218,751,18,42,602
138,red,1050.28,846.37,58.28,51.92,53.62,1021,816,63,55,1814
138,blue,566.00,769.29,0.43,100.12,97.41,557,758,20,22,365
138,blue,1398.34,772.71,100.58,101.26,85.10,1388,761,22,23,411
138,blue,230.98,967.28,-0.76,2.98,5.11,224,956,15,22,304
138,blue,1668.41,980.18,100.56,3.21,-19.57,1661,966,15,27,352
139,red,1172.59,179.06,38.90,-355.32,377.60,1134,152,68,52,1398
139,red,225.43,771.97,-39.78,96.33,100.46,218,751,17,42,592
139,red,1066.51,844.27,59.85,53.07,54.44,1038,814,64,53,1792
139,blue,565.90,769.28,0.42,100.12,97.42,557,758,20,22,362
139,blue,1398.26,772.73,100.57,101.24,85.09,1388,761,22,23,413
139,blue,230.95,967.46,-0.74,2.93,5.02,224,957,15,21,299
139,blue,1668.42,980.14,100.57,3.22,-19.55,1661,966,15,27,353
140,red,1178.86,179.65,38.16,-355.77,377.23,1140,153,69,51,1388
140,red,225.37,771.69,-39.88,96.55,100.60,218,751,17,41,586
140,red,1082.09,844.40,61.34,53.06,54.17,1054,814,62,51,1871
140,blue,565.61,769.28,0.38,100.13,97.42,556,758,21,22,366
140,blue,1398.03,772.74,100.54,101.23,85.09,1388,761,22,23,414
140,blue,230.72,967.24,-0.79,2.99,5.13,224,956,15,22,298
140,blue,1668.25,980.06,100.56,3.24,-19.51,1661,966,15,27,361
141,red,1184.55,179.72,37.52,-355.85,377.13,1146,154,68,50,1381
141,red,225.46,771.87,-39.81,96.41,100.51,218,751,17,42,597
141,red,1101.09,848.70,63.07,50.92,51.83,1072,820,62,52,1884
141,blue,565.94,769.24,0.42,100.16,97.44,557,758,20,22,364
141,blue,1398.05,772.09,100.64,101.77,85.41,1388,760,22,23,411
141,blue,231.04,967.37,-0.75,2.96,5.06,224,956,16,22,306
141,blue,1668.16,979.76,100.58,3.32,-19.36,1660,965,16,28,376
142,red,1190.57,179.26,36.87,-355.54,377.27,1152,153,68,50,1386
142,red,225.57,771.86,-39.80,96.42,100.51,218,751,18,42,607
142,red,1125.48,857.12,65.16,46.81,47.41,1095,830,65,51,1934
142,blue,566.05,769.22,0.43,100.18,97.45,557,758,20,22,363
142,blue,1398.35,772.05,100.68,101.79,85.42,1388,760,22,23,411
142,blue,231.08,967.27,-0.76,2.98,5.11,224,956,16,22,310
142,blue,1668.39,979.88,100.59,3.29,-19.42,1661,966,15,27,362
143,red,1194.94,179.11,36.38,-355.45,377.29,1156,153,68,50,1377
143,red,225.39,771.94,-39.80,96.35,100.48,218,751,17,42,591
143,red,1149.15,866.41,67.07,42.48,42.58,1122,841,61,52,2144
143,blue,565.98,769.21,0.41,100.19,97.45,557,758,20,22,363
143,blue,1398.17,772.07,100.66,101.78,85.41,1388,760,22,23,411
143,blue,230.93,967.53,-0.74,2.91,4.99,224,957,15,21,297
143,blue,1668.25,979.92,100.57,3.27,-19.44,1660,966,16,27,369
144,red,1200.03,179.27,35.80,-355.58,377.15,1162,154,67,49,1357
144,red,225.51,771.91,-39.79,96.37,100.49,218,751,18,42,601
144,red,1175.95,877.53,69.09,37.56,36.81,1146,854,65,50,2329
144,blue,566.01,769.35,0.45,100.07,97.38,557,758,20,22,361
144,blue,1398.23,772.78,100.55,101.20,85.07,1388,761,22,23,411
144,blue,230.82,967.43,-0.76,2.94,5.04,224,956,15,22,294
144,blue,1668.29,980.02,100.57,3.25,-19.49,1661,966,15,27,361
145,red,1204.15,179.25,35.34,-355.58,377.10,1166,154,67,49,1345
145,red,225.57,771.68,-39.87,96.56,100.60,218,751,18,41,601
145,red,1205.50,884.95,71.39,34.46,32.81,1176,863,65,49,2415
145,blue,566.30,769.20,0.45,100.19,97.45,557,758,21,22,370
145,blue,1398.10,771.93,100.67,101.89,85.48,1388,760,22,23,413
145,blue,231.03,967.30,-0.76,2.98,5.10,224,956,16,22,308
145,blue,1668.07,979.73,100.58,3.33,-19.34,1660,965,16,28,381
146,red,1208.39,180.30,34.79,-356.36,376.54,1171,155,66,49,1325
146,red,225.41,771.72,-39.87,96.53,100.59,218,751,17,41,588
146,red,1236.34,890.85,73.78,32.11,29.54,1208,867,62,51,2308
146,blue,565.92,769.33,0.43,100.09,97.40,557,758,20,22,362
146,blue,1397.57,772.78,100.47,101.19,85.07,1388,761,22,23,409
146,blue,230.75,967.35,-0.77,2.96,5.08,224,956,15,22,295
146,blue,1667.74,980.06,100.53,3.24,-19.50,1660,966,16,27,386
147,red,1213.30,179.86,34.27,-356.06,376.69,1176,154,66,49,1325
147,red,225.22,772.03,-39.79,96.28,100.44,218,751,17,42,575
147,red,1266.03,892.56,76.21,31.50,28.32,1236,867,60,53,2242
147,blue,565.75,769.33,0.41,100.09,97.40,557,758,20,22,359
147,blue,1398.10,772.60,100.57,101.34,85.15,1388,761,22,23,412
147,blue,230.71,967.63,-0.74,2.88,4.94,224,957,15,21,286
147,blue,1668.09,979.88,100.57,3.29,-19.42,1660,966,16,27,377
148,red,1218.48,179.86,33.68,-356.08,376.62,1182,154,65,50,1327
148,red,225.27,772.02,-39.79,96.29,100.44,218,751,17,42,579
148,red,1292.81,892.26,78.49,31.71,28.13,1262,864,61,56,2201
148,blue,566.07,769.35,0.45,100.07,97.39,557,758,20,22,365
148,blue,1398.35,772.09,100.68,101.76,85.40,1388,760,23,23,407
148,blue,230.73,967.59,-0.74,2.89,4.96,224,957,15,21,287
148,blue,1668.16,979.95,100.56,3.27,-19.45,1660,966,16,27,374
149,red,1223.60,179.56,33.13,-355.88,376.70,1187,154,65,49,1310
149,red,225.36,771.81,-39.85,96.46,100.54,218,751,17,42,589
149,red,1314.34,889.90,80.45,32.75,29.00,1284,860,60,60,2271
149,blue,566.07,769.23,0.43,100.17,97.44,557,758,20,22,362
149,blue,1398.43,771.84,100.72,101.97,85.52,1388,760,23,23,415
149,blue,230.91,967.54,-0.74,2.91,4.98,224,957,15,21,296
149,blue,1668.12,979.66,100.59,3.35,-19.31,1660,965,16,28,382
150,red,1229.50,179.83,32.44,-356.10,376.50,1193,154,65,49,1300
150,red,225.75,771.96,-39.75,96.33,100.46,218,751,18,42,619
150,red,1331.89,887.13,82.12,33.96,30.13,1301,856,60,61,2311
150,blue,566.86,769.26,0.53,100.14,97.42,558,758,20,22,360
150,blue,1398.92,771.90,100.77,101.92,85.49,1389,760,22,23,413
150,blue,231.22,967.58,-0.71,2.90,4.96,224,957,16,21,307
150,blue,1668.35,979.62,100.61,3.36,-19.29,1661,965,15,28,370
151,red,1235.06,180.03,31.80,-356.27,376.33,1199,154,64,49,1296
151,red,225.57,771.94,-39.78,96.35,100.48,218,751,18,42,605
151,red,1346.21,885.67,83.45,34.62,30.66,1314,853,60,62,2279
151,blue,566.57,769.29,0.50,100.12,97.41,557,758,21,22,363
151,blue,1398.71,772.27,100.69,101.62,85.31,1389,760,22,23,405
151,blue,231.03,967.56,-0.73,2.90,4.97,224,957,16,21,301
151,blue,1668.30,979.84,100.58,3.30,-19.40,1661,966,15,27,367
152,red,1241.07,179.86,31.13,-356.16,376.33,1205,154,64,49,1302
152,red,225.67,771.84,-39.80,96.43,100.52,218,751,18,42,615
152,red,1356.26,885.01,84.36,34.94,30.85,1324,851,60,64,2294
152,blue,566.80,769.21,0.52,100.19,97.44,558,758,20,22,364
152,blue,1399.11,772.16,100.76,101.71,85.36,1389,760,22,23,405
152,blue,231.15,967.52,-0.72,2.91,4.99,224,956,16,22,307
152,blue,1668.51,979.95,100.59,3.27,-19.46,1661,966,15,27,355
153,red,1246.50,179.96,30.51,-356.26,376.21,1211,154,64,49,1285
153,red,225.58,771.73,-39.85,96.52,100.58,218,751,18,41,602
153,red,1361.66,884.94,84.83,34.98,30.82,1329,852,61,63,2297
153,blue,566.42,769.26,0.48,100.15,97.43,557,758,20,22,363
153,blue,1398.48,772.18,100.68,101.69,85.35,1388,760,23,23,412
153,blue,231.05,967.38,-0.74,2.95,5.06,224,956,16,22,305
153,blue,1668.07,979.85,100.57,3.30,-19.40,1660,966,16,27,379
154,red,1252.32,179.06,29.93,-355.63,376.58,1218,152,62,50,1307
154,red,225.75,771.72,-39.83,96.53,100.58,218,751,18,41,616
154,red,1365.50,885.69,85.10,34.68,30.40,1333,855,61,61,2279
154,blue,567.07,768.77,0.46,100.56,97.66,558,757,20,23,376
154,blue,1399.10,771.03,100.93,102.64,85.91,1389,759,22,23,413
154,blue,231.25,967.37,-0.73,2.96,5.06,224,956,16,22,313
154,blue,1668.38,979.28,100.64,3.45,-19.13,1661,964,15,29,378
155,red,1258.19,178.86,29.29,-355.50,376.60,1224,152,62,50,1301
155,red,225.51,771.91,-39.79,96.37,100.49,218,751,18,42,601
155,red,1365.67,888.96,84.88,33.31,28.80,1334,859,60,60,2276
155,blue,566.67,769.24,0.50,100.17,97.43,557,758,21,22,371
155,blue,1398.78,771.33,100.85,102.40,85.77,1389,760,22,22,404
155,blue,231.12,967.49,-0.73,2.92,5.00,224,956,16,22,304
155,blue,1668.20,979.38,100.62,3.43,-19.18,1660,964,16,29,387
156,red,1264.59,178.71,28.58,-355.42,376.59,1232,151,61,51,1292
156,red,225.41,771.68,-39.88,96.56,100.60,218,751,17,41,589
156,red,1363.50,893.41,84.38,31.48,26.66,1332,864,60,59,2339
156,blue,566.58,769.14,0.47,100.24,97.48,557,757,21,23,369
156,blue,1398.97,771.61,100.83,102.17,85.63,1389,760,22,23,412
156,blue,230.96,967.36,-0.75,2.96,5.07,224,956,15,22,301
156,blue,1668.33,979.45,100.62,3.41,-19.21,1661,965,15,28,377
157,red,1271.41,180.00,27.70,-356.37,375.88,1239,152,61,50,1236
157,red,225.40,771.59,-39.91,96.63,100.65,218,751,17,41,591
157,red,1361.16,898.16,83.85,29.56,24.37,1329,871,62,56,2341
157,blue,566.75,769.24,0.51,100.17,97.43,557,758,21,22,373
157,blue,1398.72,771.91,100.75,101.92,85.49,1389,760,21,23,407
157,blue,230.96,967.31,-0.76,2.97,5.09,224,956,15,22,303
157,blue,1668.26,979.91,100.57,3.28,-19.43,1660,966,16,27,370
158,red,1278.11,179.61,26.98,-356.12,375.98,1247,151,60,51,1202
158,red,225.59,771.75,-39.84,96.50,100.57,218,751,18,41,602
158,red,1360.12,902.52,83.48,27.85,22.26,1328,874,62,58,2407
158,blue,566.99,769.20,0.54,100.20,97.45,558,758,20,22,369
158,blue,1398.85,771.57,100.82,102.20,85.65,1389,760,21,23,403
158,blue,230.95,967.49,-0.74,2.92,5.01,224,957,15,21,298
158,blue,1668.30,979.54,100.61,3.38,-19.26,1660,965,16,28,378
159,red,1285.29,179.33,26.20,-355.94,376.03,1255,150,59,51,1174
159,red,225.49,771.65,-39.88,96.58,100.62,218,751,18,41,597
159,red,1361.47,903.07,83.55,27.64,21.98,1329,874,64,58,2613
159,blue,566.98,768.68,0.43,100.63,97.70,558,757,20,23,371
159,blue,1398.89,771.12,100.89,102.57,85.87,1389,759,21,24,408
159,blue,231.03,967.51,-0.73,2.92,4.99,224,957,16,21,302
159,blue,1668.29,979.31,100.63,3.45,-19.14,1660,964,16,29,384
160,red,1293.29,179.56,25.28,-356.14,375.81,1265,158,58,41,1076
160,red,225.73,771.87,-39.78,96.40,100.51,218,751,18,42,619
160,red,1363.04,902.80,83.70,27.74,22.09,1330,875,63,57,2486
160,blue,567.20,769.03,0.53,100.34,97.53,558,757,20,23,368
160,blue,1399.35,771.00,100.97,102.67,85.92,1389,759,22,23,411
160,blue,231.22,967.62,-0.71,2.89,4.94,224,957,16,21,306
160,blue,1668.50,979.18,100.66,3.48,-19.08,1661,964,15,29,376
161,red,1302.47,178.44,24.36,-355.36,376.24,1274,160,58,37,1055
161,red,225.60,771.79,-39.82,96.47,100.55,218,751,18,41,603
161,red,1362.47,903.26,83.62,27.57,21.87,1330,877,63,56,2495
161,blue,567.03,769.25,0.55,100.16,97.42,558,758,20,22,369
161,blue,1399.00,771.73,100.81,102.06,85.57,1389,760,22,23,414
161,blue,231.15,967.49,-0.72,2.92,5.00,224,957,16,21,306
161,blue,1668.18,979.51,100.61,3.39,-19.24,1660,965,16,28,384
162,red,1312.81,175.55,23.50,-353.34,377.52,1285,157,57,38,1093
162,red,225.54,771.94,-39.78,96.35,100.48,218,751,18,42,603
162,red,1363.60,903.10,83.72,27.63,21.93,1331,876,63,57,2544
162,blue,566.96,769.21,0.53,100.19,97.44,558,758,20,22,365
162,blue,1399.35,771.56,100.88,102.20,85.65,1389,760,22,23,408
162,blue,231.19,967.55,-0.72,2.91,4.97,224,957,16,21,306
162,blue,1668.53,979.47,100.63,3.40,-19.22,1661,965,15,28,366
163,red,1322.77,173.84,22.58,-352.17,378.23,1295,155,57,38,1086
163,red,225.39,771.88,-39.82,96.40,100.51,218,751,17,42,592
163,red,1363.90,903.38,83.73,27.52,21.79,1331,877,64,56,2547
163,blue,567.07,769.20,0.54,100.20,97.45,558,758,20,22,373
163,blue,1399.73,771.56,100.92,102.21,85.64,1391,760,20,23,389
163,blue,231.05,967.64,-0.71,2.88,4.93,224,957,16,21,299
163,blue,1668.40,979.49,100.62,3.40,-19.23,1661,965,15,28,372
164,red,1333.70,171.83,21.59,-350.81,379.07,1305,141,57,51,1172
164,red,225.43,771.57,-39.92,96.65,100.66,218,751,17,41,593
164,red,1363.27,905.16,83.56,26.83,20.93,1331,879,64,55,2635
164,blue,567.11,769.34,0.58,100.09,97.38,558,758,20,22,368
164,blue,1401.47,772.65,100.96,101.32,85.09,1394,761,17,23,318
164,blue,230.77,967.41,-0.76,2.94,5.05,224,956,15,22,293
164,blue,1668.38,980.10,100.57,3.23,-19.53,1661,966,15,27,354
165,red,1341.64,169.57,20.97,-349.29,380.07,1314,139,56,51,1185
165,red,225.33,771.74,-39.87,96.51,100.58,218,751,17,41,582
165,red,1363.42,904.01,83.65,27.28,21.49,1331,879,64,55,2522
165,blue,566.36,769.34,0.49,100.08,97.38,557,758,20,22,360
165,blue,1402.07,772.35,101.08,101.57,85.23,1397,761,13,22,229
165,blue,230.73,967.44,-0.76,2.94,5.04,224,956,15,22,291
165,blue,1667.62,979.60,100.56,3.36,-19.27,1659,965,17,28,406
166,red,1342.81,172.87,20.47,-351.57,378.44,1315,143,56,51,1184
166,red,225.36,771.81,-39.85,96.45,100.54,218,751,17,41,582
166,red,1355.87,903.61,83.05,27.41,21.78,1324,878,63,55,2492
166,blue,564.21,769.38,0.23,100.04,97.39,555,758,20,22,359
166,blue,1396.21,773.52,100.20,100.58,84.73,1392,763,10,20,145
166,blue,230.72,966.89,-0.83,3.09,5.30,224,955,15,23,308
166,blue,1662.73,979.11,100.26,3.49,-18.97,1650,964,26,29,679
167,red,1359.60,165.88,19.43,-346.87,381.64,1332,135,56,52,1223
167,red,225.66,771.88,-39.79,96.40,100.50,218,751,18,42,614
167,red,1366.07,903.47,83.90,27.50,21.72,1334,877,63,56,2476
167,blue,567.58,769.21,0.61,100.19,97.43,558,758,21,22,365
167,blue,1408.30,775.31,101.36,99.19,83.70,1406,770,6,12,64
167,blue,231.22,967.58,-0.71,2.90,4.96,224,957,16,21,307
167,blue,1668.66,979.26,100.66,3.46,-19.12,1661,964,15,29,364
168,red,1359.43,169.03,19.09,-348.99,380.10,1332,139,56,52,1245
168,red,225.26,771.82,-39.85,96.44,100.54,218,751,17,41,576
168,red,1358.61,902.58,83.35,27.82,22.25,1327,876,63,56,2424
168,blue,564.63,769.31,0.27,100.09,97.42,555,758,21,22,369
168,blue,230.69,967.04,-0.81,3.05,5.23,224,956,15,22,304
168,blue,1663.25,978.78,100.33,3.58,-18.82,1651,963,25,30,667
169,red,1374.72,163.40,18.09,-345.28,382.66,1346,133,58,53,1263
169,red,225.30,771.92,-39.81,96.36,100.49,218,751,17,42,585
169,red,1367.28,902.82,84.05,27.75,22.02,1336,875,63,57,2431
169,blue,567.09,769.12,0.53,100.26,97.48,558,758,20,22,361
169,blue,230.74,967.64,-0.74,2.88,4.94,224,957,15,21,287
169,blue,1668.55,979.15,100.66,3.49,-19.07,1661,964,15,29,371
170,red,1382.23,162.65,17.38,-344.82,382.93,1354,133,57,52,1285
170,red,225.22,771.72,-39.89,96.52,100.59,218,751,17,41,575
170,red,1367.05,902.75,84.03,27.78,22.06,1336,874,63,58,2476
170,blue,566.77,769.02,0.47,100.34,97.53,557,758,21,22,360
170,blue,230.69,967.56,-0.75,2.90,4.98,224,957,15,21,288
170,blue,1668.25,979.28,100.63,3.45,-19.13,1660,964,16,29,385
171,red,1389.15,161.59,16.77,-344.16,383.35,1361,131,57,52,1312
171,red,225.29,771.67,-39.90,96.57,100.61,218,751,17,41,581
171,red,1367.59,901.87,84.14,28.12,22.48,1336,874,63,57,2445
171,blue,567.03,768.85,0.47,100.49,97.62,558,758,20,22,362
171,blue,230.72,967.60,-0.74,2.89,4.95,224,957,15,21,288
171,blue,1668.28,979.07,100.65,3.51,-19.02,1660,964,16,29,392
172,red,1395.61,161.92,16.04,-344.40,383.11,1367,132,57,52,1315
172,red,225.20,771.91,-39.83,96.37,100.50,218,751,17,42,578
172,red,1367.39,902.66,84.07,27.81,22.10,1335,874,64,58,2444
172,blue,566.82,769.24,0.52,100.17,97.43,557,758,21,22,370
172,blue,230.67,967.62,-0.74,2.88,4.95,224,957,15,21,286
172,blue,1668.06,979.44,100.60,3.41,-19.20,1660,965,16,28,392
173,red,1401.50,160.94,15.54,-343.78,383.51,1373,131,57,52,1331
173,red,225.34,771.78,-39.86,96.48,100.56,218,751,17,42,590
173,red,1367.99,901.89,84.17,28.11,22.47,1336,874,64,57,2440
173,blue,567.20,769.00,0.52,100.36,97.54,558,758,20,22,362
173,blue,230.74,967.64,-0.74,2.88,4.94,224,957,15,21,287
173,blue,1668.37,979.03,100.66,3.52,-19.01,1661,964,15,29,386
174,red,1407.26,161.10,14.91,-343.91,383.36,1379,131,57,52,1327
174,red,225.25,771.71,-39.89,96.54,100.59,218,751,17,41,577
174,red,1367.60,902.49,84.09,27.88,22.18,1337,874,63,58,2486
174,blue,567.08,769.11,0.53,100.27,97.49,558,758,20,22,366
174,blue,230.69,967.65,-0.74,2.88,4.93,224,957,15,21,285
174,blue,1668.40,979.25,100.64,3.46,-19.12,1661,964,15,29,378
175,red,1411.64,160.92,14.46,-343.80,383.39,1383,131,58,52,1338
175,red,223.91,772.09,-39.93,96.22,100.42,218,751,14,41,467
175,red,1366.98,903.24,83.99,27.59,21.82,1337,875,63,57,2481
175,blue,565.09,769.23,0.31,100.16,97.45,556,758,20,22,372
175,blue,229.34,967.98,-0.80,2.78,4.79,224,958,12,20,226
175,blue,1668.37,979.54,100.62,3.38,-19.25,1661,965,15,28,371
176,red,1417.16,161.90,13.75,-344.46,382.84,1388,131,58,53,1364
176,red,224.34,772.05,-39.89,96.25,100.44,218,751,15,42,508
176,red,1367.54,902.94,84.06,27.70,21.96,1337,874,63,58,2462
176,blue,565.74,769.34,0.41,100.08,97.39,556,758,21,22,370
176,blue,229.62,967.97,-0.78,2.78,4.79,224,958,13,20,237
176,blue,1668.40,979.49,100.62,3.40,-19.23,1661,965,15,28,372
177,red,1423.04,163.06,12.97,-345.24,382.20,1394,133,58,52,1365
177,red,225.78,771.46,-39.91,96.73,100.70,218,751,18,41,618
177,red,1368.73,901.66,84.24,28.21,22.57,1338,873,63,58,2432
177,blue,568.02,768.45,0.51,100.82,97.80,559,757,20,22,364
177,blue,231.20,967.55,-0.71,2.91,4.97,224,957,16,21,308
177,blue,1668.63,978.90,100.69,3.56,-18.94,1661,963,15,30,375
178,red,1428.73,164.69,12.14,-346.33,381.33,1400,134,58,53,1373
178,red,225.60,771.66,-39.86,96.57,100.61,218,751,18,41,604
178,red,1368.78,901.58,84.25,28.24,22.61,1338,873,63,58,2452
178,blue,567.83,768.88,0.58,100.46,97.59,559,757,20,23,368
178,blue,231.14,967.71,-0.70,2.86,4.90,224,957,16,21,301
178,blue,1668.69,979.00,100.69,3.53,-19.00,1661,963,15,30,369
179,red,1433.55,167.44,11.24,-348.18,379.93,1404,137,59,53,1393
179,red,225.23,771.78,-39.87,96.47,100.56,218,751,17,41,574
