frame,color,cx,cy,space_x,space_y,space_z,x,y,w,h,area
346,blue,231.26,967.92,-0.67,2.80,4.79,224,957,16,21,295
346,blue,1669.00,977.78,100.82,3.88,-18.41,1662,961,14,32,383
347,red,610.20,266.77,120.96,-441.31,342.00,586,244,52,46,878
347,red,674.85,745.25,9.70,122.32,107.75,668,731,13,28,213
347,red,225.72,771.85,-39.79,96.43,100.52,218,751,18,42,619
347,blue,618.52,609.02,-56.26,402.95,174.93,615,600,6,17,61
347,blue,628.94,630.16,-37.54,324.98,164.48,627,624,5,15,63
347,blue,569.25,768.25,0.63,100.99,97.88,560,757,20,22,359
347,blue,1401.95,768.94,101.61,104.41,86.90,1392,757,22,23,407
347,blue,231.30,967.86,-0.67,2.82,4.82,224,957,16,21,298
347,blue,1669.10,977.81,100.82,3.87,-18.42,1662,961,14,32,378
348,red,608.84,266.64,121.14,-441.12,342.09,585,244,51,46,860
348,red,671.27,746.21,9.40,121.37,107.33,659,731,23,33,427
348,red,225.87,771.50,-39.89,96.70,100.68,218,751,18,41,627
348,blue,569.58,768.26,0.67,100.99,97.87,560,757,20,22,361
348,blue,1401.91,768.95,101.60,104.39,86.89,1392,757,22,23,409
348,blue,231.41,967.71,-0.68,2.86,4.89,224,957,16,21,310
348,blue,1668.89,977.92,100.80,3.84,-18.47,1661,961,15,32,389
349,red,607.98,267.23,121.45,-441.95,341.81,583,245,53,46,875
349,red,667.71,747.89,9.23,119.71,106.55,653,732,28,33,568
349,red,225.53,772.08,-39.74,96.24,100.41,218,751,18,42,606
349,blue,568.99,768.91,0.72,100.45,97.56,560,758,19,22,354
349,blue,1401.53,769.96,101.40,103.55,86.40,1392,758,22,23,404
349,blue,231.15,968.07,-0.66,2.76,4.72,224,958,16,20,289
349,blue,1668.86,978.21,100.77,3.76,-18.61,1662,962,14,31,380
350,red,607.24,266.50,121.35,-440.91,342.17,582,244,53,46,873
350,red,666.03,747.75,8.98,119.84,106.64,650,731,31,34,686
350,red,225.76,771.89,-39.77,96.39,100.50,218,751,18,42,625
350,blue,616.83,606.30,-59.25,414.94,176.28,614,595,8,23,98
350,blue,569.55,768.52,0.71,100.77,97.74,560,757,20,22,364
350,blue,1401.90,768.99,101.60,104.36,86.87,1392,757,22,23,410
350,blue,231.25,968.04,-0.65,2.77,4.73,224,958,16,20,293
350,blue,1668.91,977.86,100.81,3.85,-18.44,1661,961,15,32,389
351,red,607.40,266.14,121.22,-440.41,342.35,583,244,52,46,865
351,red,664.47,747.71,8.77,119.87,106.68,648,731,33,34,747
351,red,225.72,771.71,-39.84,96.54,100.59,218,751,18,42,621
351,blue,615.18,613.73,-53.07,383.29,172.68,603,597,20,39,295
351,blue,569.44,768.31,0.66,100.94,97.85,560,757,20,22,361
351,blue,1401.78,768.80,101.61,104.52,86.96,1392,757,22,23,407
351,blue,231.43,967.83,-0.67,2.83,4.84,224,957,16,21,305
351,blue,1668.76,977.62,100.82,3.92,-18.32,1661,960,15,33,403
352,red,608.35,265.71,120.94,-439.81,342.55,583,244,53,46,888
352,red,663.92,747.75,8.71,119.83,106.67,647,731,34,34,795
352,red,225.64,771.77,-39.82,96.49,100.56,218,751,18,42,615
352,blue,611.42,612.21,-55.38,389.43,173.47,605,592,15,38,290
352,blue,569.51,768.57,0.72,100.73,97.72,560,757,20,23,368
352,blue,1402.68,769.79,101.56,103.69,86.47,1393,758,22,23,408
352,blue,231.21,967.84,-0.68,2.82,4.83,224,957,16,21,296
352,blue,1669.32,978.36,100.79,3.71,-18.69,1662,962,14,31,353
353,red,608.78,265.53,120.82,-439.57,342.63,583,243,54,48,899
353,red,663.44,746.98,8.51,120.58,107.05,646,730,35,35,832
353,red,225.66,771.72,-39.84,96.53,100.58,218,751,18,42,617
353,blue,609.42,614.07,-54.31,381.88,172.58,601,600,16,32,254
353,blue,569.40,768.17,0.63,101.06,97.92,560,757,20,22,361
353,blue,1402.00,768.76,101.65,104.55,86.98,1392,757,22,23,406
353,blue,231.27,967.87,-0.67,2.82,4.82,224,957,16,21,298
353,blue,1668.97,977.56,100.84,3.94,-18.30,1662,960,14,33,390
354,red,609.75,266.06,120.82,-440.31,342.36,583,243,55,49,908
354,red,661.76,747.62,8.40,119.94,106.76,645,731,34,35,815
354,red,225.08,771.70,-39.91,96.54,100.60,218,751,17,41,564
354,blue,605.74,612.63,-56.53,387.61,173.33,598,598,15,40,374
354,blue,568.31,769.10,0.68,100.29,97.48,559,758,20,22,364
354,blue,1401.10,771.36,101.12,102.38,85.72,1391,760,22,22,397
354,blue,230.62,967.89,-0.72,2.81,4.82,224,957,15,21,275
354,blue,1668.46,978.89,100.68,3.56,-18.94,1661,963,15,30,384
355,red,610.73,264.89,120.32,-438.68,342.91,585,243,53,47,894
355,red,662.48,746.31,8.26,121.22,107.39,646,729,34,36,796
355,red,225.73,771.85,-39.79,96.42,100.52,218,751,18,42,620
355,blue,588.06,605.96,-67.72,416.13,176.81,580,593,17,29,292
355,blue,605.42,629.43,-43.59,327.05,165.14,601,616,9,24,150
355,blue,569.65,768.46,0.71,100.82,97.77,560,757,20,22,362
355,blue,1402.02,768.99,101.61,104.37,86.87,1392,757,22,23,408
355,blue,231.26,967.89,-0.67,2.81,4.81,224,957,16,21,296
355,blue,1669.02,977.77,100.82,3.88,-18.40,1662,961,14,32,383
356,red,612.21,264.59,120.00,-438.28,343.04,586,242,54,49,891
356,red,662.46,745.48,8.10,122.04,107.80,646,728,33,36,747
356,red,225.69,771.83,-39.80,96.44,100.53,218,751,18,42,618
356,blue,585.31,596.70,-78.74,461.53,181.36,577,582,15,28,274
356,blue,603.71,626.07,-46.37,338.01,166.80,599,609,9,31,207
356,blue,569.74,768.50,0.73,100.79,97.75,560,757,20,22,360
356,blue,1402.09,769.10,101.60,104.27,86.82,1392,757,22,23,408
356,blue,231.24,967.89,-0.67,2.81,4.81,224,957,16,21,296
356,blue,1669.02,977.81,100.82,3.87,-18.42,1662,961,14,32,382
357,red,613.59,263.46,119.46,-436.74,343.57,588,241,53,49,875
357,red,661.10,743.91,7.64,123.58,108.58,646,726,31,37,686
357,red,225.68,771.28,-39.98,96.88,100.80,218,750,18,42,615
357,blue,583.57,593.31,-83.49,480.11,183.04,576,578,14,31,232
357,blue,600.60,626.33,-46.93,337.09,166.71,595,605,11,42,263
357,blue,569.41,768.21,0.64,101.02,97.90,560,757,20,22,364
357,blue,1401.78,769.05,101.57,104.31,86.84,1392,757,22,23,409
357,blue,231.22,967.76,-0.69,2.85,4.87,224,957,16,21,300
357,blue,1668.72,977.85,100.79,3.85,-18.44,1661,961,15,32,399
358,red,615.00,262.17,118.87,-434.99,344.19,589,240,53,48,883
358,red,660.12,742.41,7.23,125.08,109.32,646,725,28,37,597
358,red,225.57,771.89,-39.79,96.39,100.50,218,751,18,42,606
358,blue,579.96,590.42,-88.47,496.85,184.50,574,577,13,31,279
358,blue,597.99,634.92,-41.66,310.13,162.56,595,624,8,24,136
358,blue,569.54,768.64,0.73,100.67,97.69,560,757,20,23,362
358,blue,1402.08,769.41,101.55,104.01,86.66,1392,758,22,22,398
358,blue,231.26,967.92,-0.67,2.80,4.79,224,957,16,21,295
358,blue,1669.03,977.88,100.81,3.85,-18.45,1662,961,14,32,380
359,red,616.95,260.27,118.04,-432.45,345.09,590,238,54,49,889
359,red,657.61,739.35,6.30,128.18,110.85,646,723,23,36,441
359,red,225.57,771.88,-39.80,96.40,100.51,218,751,18,42,606
359,blue,577.28,591.84,-87.41,488.46,183.84,571,576,13,38,317
359,blue,595.42,635.87,-41.63,307.30,162.12,593,623,6,26,151
359,blue,569.59,768.89,0.79,100.47,97.56,560,758,20,22,357
359,blue,1402.17,769.67,101.52,103.79,86.53,1392,758,22,23,405
359,blue,231.22,968.03,-0.66,2.77,4.74,224,958,16,20,292
359,blue,1669.05,978.03,100.80,3.81,-18.53,1662,961,14,32,374
360,red,618.51,257.71,117.10,-429.10,346.32,592,235,53,50,894
360,red,654.33,736.15,5.23,131.51,112.45,648,721,13,31,182
360,red,225.64,771.85,-39.80,96.42,100.52,218,751,18,42,613
360,blue,576.65,598.56,-79.16,451.69,180.57,570,590,13,16,158
360,blue,593.38,639.27,-39.95,297.58,160.49,590,623,8,36,141
360,blue,569.61,768.66,0.75,100.66,97.68,560,757,20,23,366
360,blue,1402.06,769.59,101.52,103.86,86.58,1392,758,22,23,404
360,blue,231.24,967.86,-0.68,2.82,4.83,224,957,16,21,297
360,blue,1668.80,977.87,100.80,3.85,-18.44,1661,961,15,32,394
361,red,619.69,255.07,116.21,-425.71,347.59,593,233,53,49,898
361,red,225.49,771.57,-39.91,96.64,100.65,218,751,17,41,598
361,blue,575.85,598.09,-79.96,454.11,180.81,570,588,13,18,163
361,blue,569.51,768.36,0.68,100.90,97.82,560,757,20,22,370
361,blue,1401.89,769.35,101.54,104.06,86.69,1392,758,22,22,401
361,blue,231.22,967.76,-0.69,2.85,4.87,224,957,16,21,300
361,blue,1668.78,977.89,100.80,3.84,-18.46,1661,961,15,32,395
362,red,620.90,252.94,115.48,-423.04,348.61,594,230,53,50,916
362,red,225.87,771.50,-39.89,96.70,100.69,218,751,18,41,629
362,blue,581.07,613.67,-62.20,383.15,173.14,568,577,28,63,726
362,blue,570.11,768.19,0.72,101.05,97.90,561,757,20,22,371
362,blue,1402.05,768.66,101.67,104.64,87.03,1392,757,22,23,405
362,blue,231.58,967.78,-0.66,2.84,4.86,224,957,17,21,316
362,blue,1668.81,977.57,100.83,3.94,-18.30,1661,960,15,33,402
363,red,621.00,251.30,115.04,-421.02,349.41,594,228,54,52,957
363,red,606.90,734.48,-1.64,133.02,113.87,601,729,12,11,87
363,red,225.72,771.87,-39.78,96.41,100.51,218,751,18,42,618
363,blue,583.34,606.07,-68.94,415.57,176.82,576,585,15,39,331
363,blue,573.53,631.87,-49.38,319.09,164.36,571,625,8,15,86
363,blue,594.32,633.81,-43.23,313.40,163.15,592,625,7,16,79
363,blue,569.85,768.64,0.77,100.68,97.68,561,757,20,23,366
363,blue,1401.95,768.96,101.61,104.39,86.88,1392,757,22,23,409
363,blue,231.22,968.00,-0.66,2.78,4.76,224,958,16,20,293
363,blue,1668.76,977.79,100.80,3.87,-18.41,1661,961,15,32,399
364,red,621.35,249.15,114.45,-418.41,350.45,594,226,54,52,963
364,red,607.29,733.87,-1.72,133.68,114.17,600,727,13,14,130
364,red,225.78,771.80,-39.80,96.46,100.54,218,751,18,42,624
364,blue,606.06,612.46,-56.60,388.34,173.41,604,600,5,26,81
364,blue,570.27,768.54,0.80,100.76,97.73,561,757,20,22,370
364,blue,1402.55,769.02,101.67,104.34,86.85,1393,757,22,23,409
364,blue,231.33,967.93,-0.66,2.80,4.79,224,957,17,21,300
364,blue,1669.08,977.94,100.81,3.83,-18.48,1662,961,14,32,377
365,red,620.37,247.31,114.14,-416.20,351.37,593,224,54,52,982
365,red,604.68,735.09,-1.80,132.36,113.60,594,723,19,27,311
365,red,225.77,771.75,-39.82,96.51,100.57,218,751,18,42,625
365,blue,569.94,768.44,0.75,100.84,97.78,560,757,21,22,375
365,blue,1401.83,768.88,101.61,104.46,86.93,1392,757,22,23,406
365,blue,231.22,967.83,-0.68,2.83,4.84,224,957,16,21,298
365,blue,1668.61,977.59,100.81,3.93,-18.31,1661,960,15,33,414
366,red,619.47,245.52,113.83,-414.08,352.25,591,222,56,53,1011
366,red,599.29,736.10,-2.31,131.26,113.18,581,713,33,43,809
366,red,225.74,771.81,-39.80,96.46,100.54,218,751,18,42,621
366,blue,569.03,768.02,0.55,101.18,97.99,561,757,17,23,321
366,blue,1402.35,769.11,101.63,104.26,86.81,1392,757,23,23,410
366,blue,231.20,968.00,-0.66,2.78,4.75,224,958,16,20,293
366,blue,1668.92,977.94,100.80,3.83,-18.48,1661,961,15,32,387
367,red,617.96,243.46,113.55,-411.69,353.28,590,220,56,53,1013
367,red,590.39,741.80,-2.21,125.33,110.51,570,719,40,45,931
367,red,225.74,771.75,-39.82,96.51,100.57,218,751,18,42,622
367,blue,565.55,768.57,0.24,100.71,97.77,561,757,9,23,173
367,blue,1402.41,768.78,101.69,104.54,86.96,1392,757,23,23,416
367,blue,231.23,968.01,-0.66,2.77,4.75,224,958,16,20,294
367,blue,1668.98,977.49,100.85,3.96,-18.26,1662,960,14,33,393
368,red,615.87,241.90,113.47,-409.90,354.06,588,218,56,53,1021
368,red,579.08,752.92,-1.26,114.49,105.23,560,732,38,43,925
368,red,225.74,771.78,-39.81,96.48,100.55,218,751,18,42,621
368,blue,1402.07,768.75,101.66,104.56,86.98,1392,757,22,23,406
368,blue,231.27,967.87,-0.67,2.82,4.82,224,957,16,21,298
368,blue,1668.85,977.53,100.83,3.95,-18.28,1661,960,15,33,401
369,red,613.96,241.27,113.59,-409.17,354.40,586,217,56,53,1018
369,red,568.07,765.87,0.01,102.98,99.06,550,747,37,40,943
369,red,225.65,772.24,-39.67,96.11,100.33,218,751,18,42,616
369,blue,611.77,620.62,-48.41,357.00,169.35,606,618,13,7,80
369,blue,1402.33,770.13,101.46,103.41,86.31,1392,758,23,23,409
369,blue,231.15,968.19,-0.64,2.72,4.66,224,958,16,20,284
369,blue,1669.04,978.36,100.77,3.71,-18.69,1662,962,14,31,368
370,red,611.41,239.63,113.56,-407.33,355.23,583,216,56,52,1012
370,red,225.80,771.80,-39.80,96.47,100.54,218,751,18,42,626
370,red,558.84,775.57,0.78,95.02,94.44,539,758,41,39,1070
370,blue,613.06,619.61,-48.87,360.71,169.83,607,616,13,9,100
370,blue,1402.36,768.67,101.70,104.63,87.02,1392,757,23,23,414
370,blue,231.34,968.06,-0.65,2.76,4.72,224,958,17,20,299
370,blue,1668.87,977.56,100.83,3.94,-18.30,1661,960,15,33,400
371,red,608.61,239.03,113.82,-406.65,355.56,580,215,57,53,1024
371,red,225.63,771.77,-39.83,96.48,100.56,218,751,18,42,613
371,red,550.37,784.84,1.51,87.90,90.03,529,768,42,38,1134
371,blue,573.49,765.82,0.67,103.05,99.01,566,757,14,22,170
371,blue,1402.27,769.83,101.51,103.66,86.46,1392,758,23,23,415
371,blue,231.16,967.97,-0.67,2.79,4.77,224,958,16,20,294
371,blue,1668.88,978.31,100.76,3.73,-18.66,1661,962,15,31,380
372,red,605.34,238.29,114.10,-405.81,355.96,577,214,57,53,1015
372,red,225.84,771.48,-39.90,96.72,100.70,218,751,18,41,626
372,red,544.67,791.47,2.04,83.07,86.87,523,775,43,37,1175
372,blue,616.95,620.18,-47.44,358.68,169.51,611,608,14,31,135
372,blue,570.69,767.82,0.72,101.36,98.07,562,757,19,22,349
372,blue,1402.43,768.76,101.70,104.56,86.98,1392,757,23,23,417
372,blue,231.19,967.76,-0.69,2.85,4.87,224,957,16,21,300
372,blue,1668.88,977.76,100.81,3.88,-18.40,1661,961,15,32,394
373,red,601.35,238.22,114.64,-405.72,356.04,573,214,57,53,1016
373,red,225.79,771.55,-39.88,96.67,100.66,218,751,18,41,622
373,red,539.58,796.39,2.32,79.61,84.53,516,780,45,36,1243
373,blue,570.22,767.86,0.67,101.32,98.06,561,756,20,23,376
373,blue,1402.06,768.68,101.67,104.62,87.02,1392,757,22,23,410
373,blue,231.22,967.74,-0.69,2.85,4.88,224,957,16,21,302
373,blue,1668.81,977.50,100.83,3.96,-18.26,1661,960,15,33,404
374,red,596.97,238.01,115.20,-405.47,356.20,568,214,58,53,1034
374,red,225.65,771.39,-39.95,96.80,100.74,218,750,18,42,614
374,red,534.92,799.99,2.43,77.15,82.83,509,783,48,36,1293
374,blue,595.23,640.23,-38.95,294.94,160.00,592,632,7,18,84
374,blue,570.00,768.40,0.75,100.87,97.80,561,757,20,23,365
374,blue,1402.46,769.69,101.55,103.78,86.52,1392,758,23,23,416
374,blue,231.15,967.77,-0.69,2.84,4.87,224,957,16,21,299
374,blue,1668.92,978.20,100.78,3.76,-18.61,1661,962,15,31,381
375,red,591.81,237.78,115.87,-405.19,356.38,563,213,58,54,1043
375,red,225.75,771.51,-39.90,96.70,100.68,218,751,18,41,619
375,red,534.49,803.09,2.90,75.09,81.33,508,787,49,36,1318
375,blue,593.80,641.23,-38.66,292.18,159.53,592,635,5,15,61
375,blue,570.38,768.42,0.79,100.86,97.78,561,757,20,22,356
375,blue,1402.59,769.01,101.68,104.35,86.85,1392,757,23,23,415
375,blue,231.21,967.79,-0.69,2.84,4.86,224,957,16,21,299
375,blue,1668.91,977.90,100.80,3.84,-18.46,1661,961,15,32,388
376,red,585.76,238.04,116.77,-405.45,356.33,557,213,58,54,1048
376,red,225.63,772.21,-39.68,96.14,100.34,218,751,18,42,611
376,red,538.26,807.92,4.09,71.98,78.92,514,791,46,39,1241
376,blue,570.11,769.65,1.00,99.84,97.19,561,758,20,22,349
376,blue,1402.17,770.03,101.46,103.49,86.36,1392,758,23,23,415
376,blue,231.10,968.25,-0.64,2.71,4.64,224,958,16,20,283
376,blue,1668.80,978.32,100.76,3.72,-18.67,1661,962,15,31,383
377,red,579.57,236.78,117.33,-404.05,357.02,551,212,58,54,1067
377,red,225.55,772.04,-39.75,96.27,100.43,218,751,18,42,608
377,red,541.88,811.72,5.07,69.59,77.02,520,796,43,38,1190
377,blue,570.39,769.41,0.99,100.04,97.30,561,757,20,23,359
377,blue,1402.59,769.85,101.54,103.64,86.44,1393,758,22,23,410
377,blue,231.10,968.21,-0.64,2.72,4.65,224,958,16,20,284
377,blue,1669.01,978.29,100.78,3.73,-18.65,1662,962,14,31,371
378,red,572.83,233.76,117.51,-400.77,358.59,544,208,59,55,1089
378,red,225.75,771.47,-39.91,96.73,100.70,218,751,18,41,619
378,red,541.86,812.55,5.19,69.07,76.62,520,796,43,40,1210
378,blue,570.33,767.88,0.68,101.31,98.05,561,756,21,23,379
378,blue,1402.43,767.96,101.83,105.23,87.37,1392,756,23,23,415
378,blue,231.24,967.81,-0.68,2.83,4.85,224,957,16,21,300
378,blue,1668.97,977.30,100.86,4.01,-18.17,1662,960,14,33,398
379,red,566.35,230.84,117.68,-397.67,360.09,537,205,61,56,1131
379,red,225.87,771.45,-39.90,96.74,100.71,218,751,18,41,628
379,red,541.65,813.38,5.30,68.56,76.22,520,798,42,38,1164
379,blue,570.41,767.85,0.69,101.33,98.06,561,756,21,23,384
379,blue,1402.54,767.99,101.84,105.21,87.35,1393,756,22,23,410
379,blue,231.55,967.92,-0.65,2.80,4.79,224,957,17,21,309
379,blue,1668.96,977.37,100.86,3.99,-18.20,1662,960,14,33,397
380,red,559.80,227.32,117.70,-394.04,361.89,530,201,61,56,1177
380,red,225.73,771.57,-39.88,96.65,100.66,218,751,18,41,615
380,red,541.18,813.43,5.26,68.53,76.20,519,797,43,39,1197
380,blue,570.31,767.88,0.68,101.30,98.04,561,756,21,23,380
380,blue,1402.60,767.95,101.85,105.24,87.37,1393,756,22,23,412
380,blue,231.20,968.00,-0.66,2.78,4.75,224,958,16,20,293
380,blue,1669.04,977.38,100.86,3.99,-18.21,1662,960,14,33,393
381,red,554.33,225.19,117.92,-391.89,363.00,524,198,63,57,1224
381,red,225.70,771.79,-39.81,96.47,100.55,218,751,18,42,618
381,red,541.10,814.06,5.35,68.14,75.89,519,797,43,40,1196
381,blue,570.33,768.43,0.79,100.85,97.78,561,757,21,23,372
381,blue,1402.64,768.30,101.80,104.95,87.20,1393,757,22,22,402
381,blue,231.25,968.08,-0.65,2.76,4.72,224,958,16,20,292
381,blue,1669.04,977.43,100.86,3.98,-18.23,1662,960,14,33,392
382,red,549.63,222.35,117.87,-389.08,364.45,519,195,64,58,1286
382,red,225.75,770.93,-40.09,97.17,100.97,218,750,18,42,628
382,red,541.30,813.33,5.25,68.59,76.25,518,795,44,41,1199
382,blue,570.53,767.47,0.63,101.65,98.24,561,756,21,23,379
382,blue,1402.75,767.66,101.92,105.48,87.51,1393,756,22,23,414
382,blue,231.50,967.72,-0.67,2.86,4.89,224,957,17,21,315
382,blue,1669.03,977.17,100.88,4.05,-18.11,1662,959,14,34,400
383,red,545.42,220.72,118.03,-387.50,365.30,514,193,65,59,1326
383,red,225.76,771.17,-40.01,96.97,100.85,218,750,18,42,624
383,red,540.82,813.92,5.29,68.23,75.96,518,795,43,42,1195
383,blue,570.48,767.70,0.67,101.46,98.13,561,756,21,23,383
383,blue,1402.42,768.33,101.77,104.92,87.19,1392,757,23,22,404
383,blue,231.20,967.67,-0.70,2.87,4.92,224,957,16,21,303
383,blue,1668.83,977.47,100.84,3.96,-18.25,1661,960,15,33,404
384,red,541.38,218.76,118.10,-385.61,366.31,509,190,66,60,1382
384,red,225.83,771.15,-40.01,96.99,100.86,218,750,18,42,630
384,red,540.35,813.87,5.24,68.26,76.00,517,795,44,42,1162
384,blue,570.57,767.73,0.68,101.43,98.12,561,756,21,23,380
384,blue,1402.18,767.93,101.80,105.26,87.38,1392,756,22,23,407
384,blue,231.24,967.72,-0.69,2.86,4.89,224,957,16,21,303
384,blue,1668.79,977.38,100.84,3.99,-18.21,1661,960,15,33,409
385,red,538.09,216.81,118.06,-383.76,367.30,505,187,68,62,1437
385,red,225.79,770.98,-40.07,97.12,100.94,218,750,18,42,630
385,red,539.83,813.54,5.13,68.45,76.16,517,794,43,43,1145
385,blue,570.10,767.35,0.55,101.74,98.31,561,756,20,23,364
385,blue,1402.13,767.88,101.80,105.30,87.41,1392,756,22,23,412
385,blue,231.42,967.66,-0.69,2.88,4.92,224,957,16,21,312
385,blue,1668.67,977.30,100.84,4.01,-18.17,1661,960,15,33,418
386,red,535.11,215.63,118.17,-382.66,367.91,501,186,69,62,1494
386,red,225.76,771.55,-39.88,96.66,100.66,218,751,18,41,621
386,red,539.05,813.95,5.11,68.20,75.97,516,795,43,42,1117
386,blue,570.12,768.19,0.72,101.05,97.90,561,757,20,22,365
386,blue,1401.98,768.78,101.64,104.54,86.97,1392,757,22,23,413
386,blue,231.20,967.97,-0.67,2.79,4.77,224,958,16,20,294
386,blue,1668.57,977.60,100.81,3.93,-18.31,1661,960,15,33,415
387,red,533.81,214.41,118.06,-381.53,368.53,499,184,70,63,1568
387,red,225.66,771.51,-39.91,96.70,100.69,218,750,18,42,614
387,red,538.48,814.59,5.15,67.80,75.67,516,797,43,41,1106
387,blue,567.08,770.23,0.74,99.36,96.94,561,759,13,21,226
387,blue,1402.62,771.86,101.22,101.97,85.46,1393,760,22,23,413
387,blue,230.81,968.09,-0.68,2.75,4.72,224,958,16,20,278
387,blue,1668.73,979.31,100.66,3.45,-19.15,1661,964,15,29,361
388,red,529.97,211.84,117.95,-379.19,369.83,495,180,71,65,1631
388,red,225.65,771.44,-39.93,96.75,100.72,218,750,18,42,615
388,red,538.37,813.39,4.96,68.54,76.25,516,796,43,41,1102
388,blue,1402.65,768.63,101.75,104.67,87.04,1393,757,22,23,408
388,blue,563.96,773.15,0.93,96.97,95.55,561,767,7,12,71
388,blue,231.24,967.86,-0.68,2.82,4.83,224,957,16,21,297
388,blue,1668.96,977.46,100.85,3.97,-18.25,1662,960,14,33,395
389,red,527.86,210.21,117.85,-377.73,370.65,492,178,72,66,1709
389,red,225.75,771.06,-40.05,97.06,100.90,218,750,18,42,625
389,red,538.24,812.86,4.86,68.87,76.51,515,796,44,40,1119
389,blue,1402.65,768.39,101.79,104.87,87.15,1393,757,22,22,400
389,blue,231.21,967.71,-0.70,2.86,4.90,224,957,16,21,303
389,blue,1668.95,977.42,100.85,3.98,-18.23,1662,960,14,33,396
390,red,525.78,209.33,117.91,-376.95,371.10,489,176,73,67,1772
390,red,225.78,771.25,-39.98,96.91,100.81,218,750,18,42,629
390,red,538.27,812.99,4.88,68.79,76.45,515,795,43,41,1117
390,blue,1402.63,768.39,101.78,104.87,87.15,1393,757,22,22,401
390,blue,231.20,967.97,-0.67,2.79,4.77,224,958,16,20,294
390,blue,1668.92,977.31,100.86,4.01,-18.18,1662,960,14,33,399
391,red,524.29,208.51,117.91,-376.21,371.53,488,175,73,68,1809
391,red,225.87,770.94,-40.07,97.16,100.96,218,750,18,42,636
391,red,534.49,813.60,4.58,68.40,76.20,514,797,36,39,897
391,blue,1402.49,767.97,101.83,105.22,87.36,1392,756,23,23,413
391,blue,231.43,967.69,-0.68,2.87,4.90,224,957,16,21,311
391,blue,1668.79,977.14,100.86,4.06,-18.09,1661,959,15,34,414
392,red,523.31,208.20,117.96,-375.94,371.69,486,174,74,69,1849
392,red,225.89,771.03,-40.04,97.09,100.92,218,750,18,42,639
392,red,528.19,811.99,3.67,69.37,77.07,514,800,27,31,558
392,blue,1402.65,768.00,101.85,105.20,87.34,1393,756,22,23,404
392,blue,231.57,967.66,-0.68,2.88,4.92,224,957,16,21,314
392,blue,1668.96,977.11,100.88,4.07,-18.08,1662,959,14,34,403
393,red,504.75,203.79,119.26,-372.08,374.08,467,169,75,70,1957
393,red,503.41,815.72,1.68,66.97,75.56,494,806,19,22,343
393,blue,1396.90,773.99,100.21,100.21,84.50,1387,762,22,23,414
393,blue,1668.30,981.17,100.46,2.93,-20.05,1661,969,15,24,329
394,red,522.52,207.50,117.91,-375.33,372.04,485,173,74,70,1933
394,red,225.83,771.54,-39.88,96.67,100.67,218,751,18,41,625
394,red,518.50,811.24,2.53,69.79,77.55,512,802,13,21,205
394,blue,1402.56,768.23,101.80,105.00,87.23,1393,756,22,23,396
394,blue,231.23,968.01,-0.66,2.77,4.75,224,958,16,20,294
394,blue,1668.89,977.23,100.86,4.03,-18.14,1661,959,15,34,405
395,red,523.41,206.96,117.67,-374.86,372.29,486,172,74,70,1952
395,red,225.81,771.14,-40.02,97.00,100.86,218,750,18,42,632
395,red,515.41,810.54,2.09,70.22,77.94,511,803,9,17,106
395,blue,1402.33,767.92,101.82,105.26,87.38,1392,756,23,23,409
395,blue,578.00,772.38,2.46,97.66,95.75,575,768,7,10,66
395,blue,231.44,967.82,-0.67,2.83,4.84,224,957,16,21,307
395,blue,1668.70,977.12,100.86,4.06,-18.08,1661,959,15,34,420
396,red,524.71,205.96,117.29,-374.00,372.76,487,171,74,71,1979
396,red,225.80,770.89,-40.10,97.20,100.99,218,750,18,42,630
396,red,513.73,810.26,1.87,70.39,78.10,510,803,8,16,93
396,blue,1402.35,767.91,101.83,105.27,87.39,1393,756,21,23,401
396,blue,576.88,770.67,2.01,99.04,96.60,573,764,9,13,103
396,blue,231.25,967.61,-0.70,2.89,4.94,224,957,16,21,306
396,blue,1668.67,977.16,100.85,4.05,-18.10,1661,959,15,34,420
397,red,525.81,204.88,116.92,-373.09,373.27,488,169,74,72,1998
397,red,225.87,771.39,-39.92,96.79,100.74,218,750,18,42,632
397,red,513.01,810.25,1.79,70.39,78.11,509,803,9,16,111
397,blue,1402.52,767.94,101.84,105.25,87.37,1393,756,22,23,406
397,blue,575.88,768.60,1.50,100.73,97.62,572,758,10,20,158
397,blue,231.44,967.87,-0.66,2.82,4.81,224,957,16,21,305
397,blue,1668.77,977.18,100.86,4.05,-18.11,1661,959,15,34,415
398,red,527.48,203.71,116.46,-372.10,373.83,490,168,74,72,2005
398,red,225.81,772.91,-39.43,95.57,100.00,218,752,18,42,625
398,red,509.89,810.12,1.44,70.46,78.21,506,803,9,16,93
398,blue,1403.18,768.92,101.76,104.42,86.89,1393,757,22,23,409
398,blue,576.63,769.26,1.71,100.20,97.29,573,758,10,21,141
398,blue,231.43,968.68,-0.57,2.59,4.42,224,959,16,19,279
398,blue,1669.31,977.63,100.86,3.92,-18.33,1662,960,14,33,371
399,red,529.50,200.48,115.52,-369.40,375.38,492,164,73,73,2028
399,red,225.82,771.70,-39.83,96.54,100.59,218,751,18,42,629
399,red,508.15,809.21,1.10,71.03,78.68,502,802,13,15,149
399,blue,575.25,767.92,1.29,101.29,97.96,571,757,11,21,183
399,blue,1402.37,768.12,101.79,105.10,87.29,1393,756,21,23,397
