frame,time,hand_x,hand_y,hand_z,foot_x,foot_y,foot_z
54,1.807492974238876,43.6667,35.5287,45.9168,37.7128,77.3157,0.8446
55,1.8409650663544106,43.9809,35.5287,45.5862,37.8428,76.4017,1.0007
56,1.8744371584699453,43.3143,35.5287,46.4098,38.0053,77.3085,0.8462
57,1.90790925058548,43.3483,35.5287,46.4567,38.0876,77.3064,0.9139
58,1.941381342701015,43.6922,35.5287,46.5752,38.1991,78.2229,0.8763
59,1.9748534348165496,44.0050,35.5287,46.6964,38.3582,78.2190,0.9028
60,2.0083255269320843,44.5748,35.5287,46.7156,38.4557,78.2166,0.9901
61,2.0417976190476192,45.0989,35.5287,46.8937,38.6381,78.2121,0.9921
62,2.0752697111631537,45.6213,35.5287,46.8047,38.8889,78.2060,0.9651
63,2.1087418032786887,46.1761,35.5287,46.7909,39.1719,77.2796,1.0738
64,2.142213895394223,46.6744,35.5287,46.8732,39.6143,77.2687,1.0975
65,2.175685987509758,56.4852,35.5287,42.3656,40.1413,78.1753,1.0674
66,2.2091580796252925,56.8963,35.5287,41.8892,40.7649,79.0884,1.0928
67,2.2426301717408275,57.1769,35.5287,41.8035,41.5736,80.0060,1.1234
68,2.2761022638563624,48.4678,35.5287,47.7311,42.7570,79.9777,1.1844
69,2.309574355971897,48.8764,35.5287,47.9592,44.2029,79.9430,1.1353
70,2.343046448087432,49.1946,35.5287,48.2542,45.7408,79.9062,1.0959
71,2.3765185402029663,49.5672,35.5287,48.3245,47.3885,78.9280,1.1121
72,2.409990632318501,49.6917,35.5287,15.3089,49.0036,76.1228,1.3770
73,2.443462724434036,50.3063,35.5287,15.4496,50.9183,78.8425,0.9162
74,2.4769348165495706,51.2335,35.5287,15.6107,52.9158,78.7941,1.0021
75,2.5104069086651055,52.2049,35.5287,15.4623,54.7457,79.6904,0.8549
76,2.54387900078064,53.0997,35.5287,15.5329,56.8215,80.5906,0.8224
77,2.577351092896175,49.9850,35.5287,48.0361,66.5110,58.1679,1.1420
78,2.6108231850117094,50.0086,35.5287,47.8533,66.4320,57.4120,1.2755
79,2.6442952771272443,62.3625,35.5287,41.6248,66.3470,58.1728,1.1811
80,2.6777673692427792,63.0206,35.5287,42.2252,66.2656,58.1752,1.3137
81,2.7112394613583137,63.7023,35.5287,42.5927,66.9241,51.5492,1.4796
82,2.7447115534738487,50.0431,35.5287,47.4690,67.7200,52.9509,1.0585
83,2.778183645589383,50.2114,35.5287,47.0947,67.5564,52.9560,1.1973
84,2.811655737704918,65.7432,35.5287,43.4752,67.9803,52.9428,0.8971
85,2.845127829820453,66.2512,35.5287,44.6331,69.0243,59.6295,1.0562
86,2.8785999219359875,67.1937,35.5287,44.1654,68.7324,60.4160,1.7438
87,2.9120720140515224,51.8986,35.5287,46.7739,67.1605,58.9132,0.9226
88,2.945544106167057,68.5503,35.5287,45.1533,66.3258,52.2785,1.4980
89,2.979016198282592,53.6513,35.5287,46.9961,67.7207,52.2346,1.0603
90,3.0124882903981263,54.5025,35.5287,47.1459,68.4792,53.6495,0.5749
91,3.045960382513661,70.7823,35.5287,44.9212,68.6011,53.6457,0.6101
92,3.079432474629196,71.3850,35.5287,45.3527,69.3193,59.6208,0.5964
93,3.1129045667447306,72.1514,35.5287,44.5409,69.0485,51.4819,0.9848
94,3.1463766588602655,72.8584,35.5287,44.7386,73.5473,59.4964,0.9877
95,3.1798487509758,73.7505,35.5287,44.4433,73.5442,59.4965,0.9933
96,3.213320843091335,74.2789,35.5287,45.1761,74.3516,59.4728,0.8040
97,3.24679293520687,75.2370,35.5287,44.6666,69.0087,69.4189,1.1514
98,3.2802650273224043,76.3528,35.5287,43.6720,69.0791,69.4170,1.0425
99,3.3137371194379392,77.3157,35.5287,43.1505,69.3692,70.2720,0.9457
100,3.3472092115534737,78.3465,35.5287,42.7215,69.4897,70.2689,0.9448
101,3.3806813036690087,79.0774,35.5287,42.9254,69.5907,70.2662,0.9917
102,3.414153395784543,64.5216,35.5287,50.0201,70.0422,71.1249,0.8919
103,3.447625487900078,65.2720,35.5287,49.8720,70.1626,71.1217,0.9004
104,3.481097580015613,66.1225,35.5287,49.7288,70.3385,71.1171,0.9742
105,3.5145696721311475,66.8378,35.5287,49.3643,70.5767,71.1108,1.0329
106,3.5480417642466824,67.6490,35.5287,49.1233,70.8998,71.1024,1.1499
107,3.581513856362217,83.2221,35.5287,42.7244,71.0939,70.2264,1.4411
108,3.614985948477752,83.8498,35.5287,42.2755,72.1082,72.8364,1.1123
109,3.6484580405932867,69.6587,35.5287,48.7009,72.7095,72.8209,1.2716
110,3.681930132708821,84.6537,35.5287,42.6185,73.6927,73.6908,1.2141
111,3.715402224824356,85.0581,35.5287,42.4987,74.7588,74.5673,1.1926
112,3.7488743169398906,85.5338,35.5287,42.6377,75.9885,75.4483,1.1996
113,3.7823464090554255,85.9433,35.5287,43.1954,77.6184,76.3285,1.1908
114,3.81581850117096,86.6706,35.5287,42.5027,79.4527,77.2129,1.2378
115,3.849290593286495,87.1340,35.5287,42.9974,81.0468,77.1739,1.3290
116,3.88276268540203,87.5996,35.5287,43.2256,82.5354,77.1374,1.3920
117,3.9162347775175643,87.9433,35.5287,44.2795,84.6548,78.9737,1.1721
118,3.9497068696330992,88.1087,35.5287,45.0067,86.4950,79.8874,1.2259
119,3.9831789617486337,88.4962,35.5288,44.9382,80.9931,19.0856,2.2308
120,4.016651053864169,88.8290,35.5287,45.0409,79.4869,19.6251,1.4428
121,4.050123145979703,89.1645,35.5287,44.9075,79.9412,20.0884,0.9712
122,4.0835952380952385,89.3489,35.5287,45.1466,80.0379,20.0845,0.9505
123,4.117067330210773,89.5912,35.5287,45.0076,79.9471,20.0881,0.9943
124,4.1505394223263075,90.1264,35.5287,43.6367,79.9347,20.0886,0.9952
125,4.184011514441842,90.1527,35.5287,43.6412,79.7081,19.6161,1.1228
126,4.217483606557377,90.0016,35.5287,44.4258,79.8657,20.0914,1.0007
127,4.250955698672912,90.3105,35.5287,43.9437,80.0593,20.0836,0.9248
128,4.284427790788446,90.5544,35.5287,43.5949,80.2150,20.5623,0.8056
129,4.317899882903982,90.7577,35.5287,43.7193,80.3037,20.5587,0.8179
130,4.351371975019516,90.9110,35.5287,43.5632,75.8803,37.5247,1.5727
131,4.384844067135051,91.0335,35.5287,43.8826,75.9887,38.1266,1.4400
132,4.418316159250585,91.4547,35.5287,43.1689,76.1490,38.1210,1.4093
133,4.45178825136612,91.8824,35.5287,43.0922,76.1624,37.5147,1.5410
134,4.485260343481655,92.4573,35.5287,42.6758,76.1398,38.1213,1.4395
135,4.518732435597189,92.7148,35.5287,42.7277,76.0723,39.3490,1.2954
136,4.552204527712725,93.3717,35.5287,42.1779,76.0682,40.5928,1.2174
137,4.585676619828259,93.6985,35.5287,42.2519,76.1359,41.2194,1.1258
138,4.619148711943794,94.1483,35.5287,42.0746,76.1372,40.5904,0.8554
139,4.652620804059329,94.3918,35.5287,43.0784,76.2923,41.2140,1.1361
140,4.686092896174864,94.6468,35.5287,43.4658,76.2001,40.5882,1.2394
141,4.719564988290398,94.9947,35.5287,43.4998,76.2686,40.5859,1.2634
142,4.7530370804059325,95.3607,35.5287,43.4993,76.5863,39.9506,1.3915
143,4.786509172521468,95.7862,35.5287,43.5290,76.5468,38.1069,1.7494
144,4.819981264637002,96.2414,35.5287,43.1863,87.7104,51.6052,1.2127
145,4.853453356752537,96.5628,35.5287,43.6162,82.2680,25.5146,1.3085
146,4.886925448868072,97.3369,35.5287,42.2832,82.6644,28.6895,0.6700
147,4.920397540983607,97.7068,35.5287,42.3840,82.4503,28.1567,0.8004
148,4.953869633099141,98.1815,35.5287,41.9134,80.8053,24.0256,0.6650
149,4.987341725214676,98.6327,35.5287,42.1067,79.8306,20.5777,1.2936
150,5.020813817330211,99.5839,35.5287,40.6033,79.4473,19.6267,1.6989
151,5.0542859094457455,99.6392,35.5287,40.6948,79.2969,19.6327,1.8440
152,5.08775800156128,99.6176,35.5287,41.6772,79.1344,19.6393,2.0109
153,5.121230093676815,99.5958,35.5287,42.1527,79.1002,19.6407,2.0952
154,5.15470218579235,99.5857,35.5287,42.2662,79.1840,20.1189,2.0795
155,5.188174277907884,99.4567,35.5287,42.5483,79.2229,20.1173,2.0265
156,5.221646370023419,99.1847,35.5287,43.0505,90.8283,54.4260,0.8347
157,5.255118462138954,98.8876,35.5287,43.2564,90.7560,53.6896,0.9769
158,5.288590554254489,98.7594,35.5287,42.9084,90.7325,53.6903,0.9631
159,5.322062646370023,98.1865,35.5287,43.8626,90.1102,54.4481,0.8995
160,5.3555347384855585,97.8092,35.5287,43.4794,89.9065,54.4543,0.9811
161,5.389006830601093,97.3030,35.5287,43.6311,77.4046,22.6457,1.7386
162,5.4224789227166275,96.7248,35.5288,44.0848,77.3024,22.6497,1.8581
163,5.455951014832163,96.1185,35.5287,44.1581,76.5520,22.6794,2.8892
164,5.489423106947697,95.4363,35.5287,45.6164,76.3643,22.6868,3.1014
165,5.522895199063232,94.8512,35.5287,44.8966,76.3800,22.6862,2.9534
166,5.556367291178766,94.1997,35.5287,45.3684,76.4000,22.6854,2.9037
167,5.589839383294302,82.3295,35.5287,47.5535,77.1153,23.1580,2.2523
168,5.623311475409836,93.0652,35.5288,45.9070,79.3277,21.0859,2.1981
169,5.656783567525371,92.4388,35.5287,46.0047,79.5221,21.5694,2.0674
170,5.690255659640906,91.6720,35.5288,45.9582,80.0996,23.0403,1.5601
171,5.72372775175644,87.3865,35.5287,17.7165,80.6375,26.1000,0.9956
172,5.757199843871975,90.2028,35.5287,44.3190,82.6769,29.7825,1.2658
173,5.790671935987509,89.4319,35.5287,44.0940,83.0556,30.3208,1.1367
174,5.824144028103045,88.5868,35.5287,43.6776,82.5839,29.7860,1.4319
175,5.857616120218579,87.5779,35.5287,44.2904,82.1772,26.5667,1.6487
176,5.891088212334114,86.5098,35.5287,44.2533,82.0913,26.5700,1.8942
177,5.924560304449649,85.6643,35.5287,44.1713,82.8874,29.2259,1.0423
178,5.958032396565184,84.9020,35.5287,43.8506,84.8497,14.7543,0.8258
179,5.991504488680718,84.0073,35.5287,44.6945,89.0326,16.4077,1.1925
180,6.0249765807962525,83.4159,35.5287,44.7650,90.2166,3.6961,0.9730
181,6.058448672911788,82.9410,35.5287,44.5272,90.2227,3.6958,0.8740
182,6.091920765027322,82.4661,35.5287,44.7025,90.2693,3.6937,0.8470
183,6.125392857142857,82.3057,35.5287,43.9178,88.7119,0.3906,1.6624
184,6.158864949258392,82.1255,35.5287,43.7989,88.3718,0.4061,1.7210
185,6.192337041373927,73.2860,35.5287,17.4061,88.9014,0.0180,1.7775
186,6.225809133489461,71.9108,35.5287,17.1414,87.8908,0.7941,1.3831
187,6.259281225604997,71.1363,35.5287,16.8109,86.7413,5.0149,0.6506
188,6.292753317720531,70.7430,35.5287,17.1585,86.8126,5.0118,0.5970
189,6.3262254098360655,81.5051,35.5287,43.8639,86.6651,4.6281,0.6749
190,6.3596975019516,81.3697,35.5287,43.4684,86.6946,4.6268,0.5612
191,6.393169594067135,80.9071,35.5287,43.7450,86.2448,3.1091,1.0234
192,6.42664168618267,80.9785,35.5287,42.1268,86.4831,3.8628,0.7240
193,6.460113778298204,80.2382,35.5287,41.9801,86.6092,4.2428,0.5634
194,6.49358587041374,79.3666,35.5287,42.1072,86.4774,3.8631,0.6533
195,6.527057962529274,78.1954,35.5287,42.7475,86.5184,3.8612,0.6405
196,6.560530054644809,76.9580,35.5287,43.2489,86.4975,3.8622,0.6073
197,6.594002146760343,75.8162,35.5287,44.4952,87.3434,0.4530,1.5529
198,6.6274742388758785,62.6970,35.5287,48.3327,73.8170,-1.4252,0.5387
199,6.660946330991413,62.1120,35.5287,48.2363,71.4112,28.5762,1.7378
200,6.6944184231069475,61.4346,35.5287,48.0669,71.2594,28.0464,1.9422
201,6.727890515222483,71.8522,35.5287,45.1424,71.2558,28.0466,1.8647
202,6.761362607338017,70.9103,35.5287,44.2391,71.1162,28.0519,1.9269
203,6.794834699453552,70.3351,35.5287,46.6763,65.1555,17.3908,1.4984
204,6.828306791569086,69.4613,35.5287,46.3714,64.8598,15.5874,1.6599
205,6.861778883684622,68.4833,35.5287,46.4663,66.2592,15.9788,0.6734
206,6.895250975800156,67.7299,35.5287,46.0533,62.1287,15.7012,1.2536
207,6.928723067915691,66.7042,35.5287,46.2444,62.0931,15.2564,1.3140
208,6.962195160031226,65.7163,35.5287,15.3145,59.1466,-4.7858,0.8016
209,6.99566725214676,65.1001,35.5287,15.4075,59.1981,-4.7882,0.7888
210,7.029139344262295,65.4018,35.5287,46.1618,61.5842,14.3936,1.6538
211,7.062611436377829,62.9835,35.5287,16.5120,61.7218,17.5321,0.9020
212,7.096083528493365,64.7497,35.5287,44.1567,61.5656,14.8350,1.6351
213,7.129555620608899,60.3682,35.5287,17.4664,60.7506,26.3481,0.7113
214,7.163027712724434,58.9402,35.5287,17.6276,60.4290,24.8236,0.9214
215,7.196499804839969,63.7757,35.5287,42.9484,60.7555,26.3479,0.8989
216,7.229971896955504,54.6632,35.5287,17.9100,60.8555,26.3440,0.8808
217,7.263443989071038,53.3096,35.5287,17.3854,68.9854,57.3353,1.2073
218,7.296916081186573,52.1914,35.5287,16.8582,68.4785,57.3505,1.3066
219,7.330388173302108,61.4184,35.5287,44.8581,68.4290,57.3520,1.3041
220,7.363860265417642,45.7856,35.5287,48.2431,69.5754,57.3176,0.6704
221,7.397332357533177,45.2096,35.5287,48.1690,68.2233,56.6058,1.5183
222,7.430804449648712,48.1209,35.5287,15.3520,68.3700,57.3538,1.3896
223,7.464276541764247,47.3816,35.5287,16.3217,68.2931,57.3561,1.5183
224,7.497748633879781,46.6235,35.5287,16.4289,68.1330,58.1195,1.4965
225,7.531220725995317,46.0449,35.5287,15.8980,67.4372,58.9050,1.6804
226,7.564692818110851,45.8263,35.5287,15.5618,67.4727,58.9040,1.7304
227,7.5981649102263855,45.3311,35.5287,16.2799,67.5775,58.1361,1.7062
228,7.63163700234192,44.9117,35.5287,16.5261,67.4343,58.1404,1.7533
229,7.665109094457455,44.8366,35.5287,16.3536,67.4759,58.1391,1.7536
230,7.69858118657299,44.2595,35.5287,15.9800,67.8523,55.8710,1.9034
231,7.732053278688524,43.7868,35.5287,15.3915,67.4260,55.8840,2.0799
232,7.76552537080406,37.7386,35.5287,49.0591,68.0227,56.6119,1.7543
233,7.798997462919594,37.0385,35.5287,49.2785,68.0881,56.6099,1.7459
234,7.832469555035129,48.2548,35.5287,44.4151,67.8495,55.8711,1.9576
235,7.865941647150663,41.2810,35.5287,14.9473,67.8914,58.1267,1.6922
236,7.8994137392661985,45.9770,35.5287,46.7130,67.8160,58.1290,1.7015
237,7.932885831381733,44.1692,35.5287,47.3784,68.4384,58.8754,1.4886
238,7.9663579234972675,43.2988,35.5287,47.2230,68.3523,58.8779,1.5845
239,7.999830015612803,42.3657,35.5287,47.6157,67.6274,58.8994,1.9033
240,8.033302107728337,41.7924,35.5287,48.7915,68.3657,58.1125,1.6914
241,8.066774199843872,41.2529,35.5287,49.5343,68.5759,59.6427,1.5106
242,8.100246291959406,40.7971,35.5287,49.4093,68.1587,58.1187,1.8419
243,8.13371838407494,39.9785,35.5287,49.0690,67.7463,59.6671,1.9084
244,8.167190476190477,39.4759,35.5287,48.0193,67.6078,58.9000,2.0333
245,8.200662568306011,39.2452,35.5287,47.1959,67.3345,58.9081,2.1994
246,8.234134660421546,39.0492,35.5287,15.3186,67.3058,59.6801,2.2847
247,8.26760675253708,38.5494,35.5287,15.3037,68.2135,66.0648,1.4052
248,8.301078844652615,38.1300,35.5287,15.7681,68.3181,66.8947,1.3302
249,8.33455093676815,37.5768,35.5287,16.0190,68.2450,66.8967,1.4165
250,8.368023028883684,37.0521,35.5287,16.4645,68.5884,67.7275,1.2705
251,8.40149512099922,36.2233,35.5287,17.2857,68.5566,67.7283,1.3025
252,8.434967213114755,35.5855,35.5287,17.9807,68.4125,67.7323,1.3970
253,8.468439305230289,35.2239,35.5287,17.8286,67.8407,63.6196,1.8579
254,8.501911397345824,34.6436,35.5287,18.1134,67.9065,64.4292,1.7598
255,8.535383489461358,34.0570,35.5287,18.6079,68.3446,67.7341,1.4235
256,8.568855581576893,33.6896,35.5287,18.3507,68.4899,67.7302,1.3083
257,8.602327673692427,33.2552,35.5287,17.9460,57.1533,34.0919,0.8530
258,8.635799765807963,32.8653,35.5287,17.5352,57.4040,34.0828,0.8197
259,8.669271857923498,32.4414,35.5287,17.3631,56.8847,34.1018,0.8188
260,8.702743950039032,22.0577,35.5287,47.0035,43.5255,-15.7422,3.1349
261,8.736216042154567,22.1015,35.5287,46.8395,43.5263,-15.7422,3.2278
262,8.769688134270101,22.1814,35.5287,46.8149,43.6243,-15.7472,2.5357
263,8.803160226385636,22.3559,35.5287,46.8125,43.5943,-15.4813,2.9531
264,8.83663231850117,22.5319,35.5287,46.7273,43.5894,-15.4810,3.0162
265,8.870104410616706,22.7308,35.5287,46.6371,43.6174,-15.4824,2.8464
266,8.90357650273224,22.9626,35.5287,46.6453,43.6641,-15.4848,2.3783
267,8.937048594847775,23.2009,35.5287,46.7681,43.6501,-15.7485,2.4085
268,8.97052068696331,23.4404,35.5287,46.7818,43.6505,-15.7485,2.4027
269,9.003992779078844,23.6998,35.5287,46.9662,43.6391,-15.7479,2.3452
270,9.037464871194379,23.7575,35.5287,47.0440,43.6694,-15.7495,2.2014
271,9.070936963309913,23.9318,35.5287,47.2623,43.6512,-15.7485,2.4585
272,9.10440905542545,24.2878,35.5287,47.4827,43.5172,-15.7417,3.7044
273,9.137881147540984,24.3947,35.5287,47.8713,43.6555,-15.7488,2.4990
274,9.171353239656518,23.1324,35.5287,15.2531,43.5142,-15.7416,3.9292
275,9.204825331772053,23.2283,35.5287,15.1811,43.5159,-15.7417,3.6694
276,9.238297423887587,25.2695,35.5287,48.2713,43.5759,-12.2032,2.8948
277,9.271769516003122,25.9007,35.5287,48.5836,43.4892,-15.4759,3.6544
278,9.305241608118658,23.6850,35.5287,15.1525,43.5101,-15.4770,3.6269
279,9.338713700234193,24.0849,35.5287,15.7512,43.5286,-15.4779,3.5822
280,9.372185792349727,24.5330,35.5287,16.2322,43.5195,-15.4775,3.6795
281,9.405657884465262,24.9291,35.5287,16.2389,43.5340,-15.4782,3.6207
282,9.439129976580796,25.6036,35.5287,16.7856,43.5409,-15.4786,3.5055
283,9.47260206869633,26.0914,35.5287,16.4093,43.5193,-15.4775,3.7402
284,9.506074160811865,26.8633,35.5287,16.3600,43.5232,-15.4777,3.6792
285,9.539546252927401,27.7127,35.5287,16.1622,43.6421,-15.2180,2.3269
286,9.573018345042936,29.3034,35.5287,16.5400,43.6529,-15.2185,2.2351
287,9.60649043715847,30.2656,35.5287,16.6733,43.6558,-15.4844,2.2957
288,9.639962529274005,30.8651,35.5287,17.3029,43.6994,-15.2209,2.1778
289,9.67343462138954,32.0596,35.5287,16.9514,43.6972,-15.2208,2.5336
290,9.706906713505074,32.7931,35.5287,17.4479,43.7003,-15.2209,2.3909
291,9.740378805620608,33.7301,35.5287,17.7504,43.6896,-15.2204,2.4569
292,9.773850897736144,34.2500,35.5287,16.7661,43.6945,-15.2206,2.3492
293,9.807322989851679,34.8452,35.5287,17.4009,43.6760,-15.4854,2.4526
294,9.840795081967213,35.7830,35.5287,17.9658,43.6557,-15.2187,2.3905
295,9.874267174082748,36.4845,35.5287,18.0399,43.5590,-15.2138,3.6352
296,9.907739266198282,37.2151,35.5287,17.9102,43.5548,-15.2136,3.5810
297,9.941211358313817,37.7984,35.5287,18.2207,43.5849,-14.9481,3.5216
298,9.974683450429351,38.9928,35.5287,18.3289,43.6007,-15.2159,3.3143
299,10.008155542544888,40.2876,35.5287,18.4530,43.6642,-14.9521,3.0348
300,10.041627634660422,37.2687,35.5287,47.5983,43.7185,-14.9548,2.3923
301,10.075099726775957,37.9071,35.5287,47.6139,43.7064,-14.9542,2.1614
302,10.108571818891491,38.5460,35.5287,47.5432,43.6907,-14.9534,2.4084
303,10.142043911007026,42.7791,35.5287,16.9268,43.6510,-14.9514,2.4822
304,10.17551600312256,43.3224,35.5287,17.2047,43.5266,-14.9452,3.7652
305,10.208988095238094,43.9356,35.5287,16.5253,43.5366,-14.9457,3.7167
306,10.24246018735363,44.4104,35.5287,16.3574,43.5722,-14.9474,3.4637
307,10.275932279469165,42.4954,35.5287,47.5435,43.6918,-14.9535,2.1383
308,10.3094043715847,52.9219,35.5287,48.3978,43.5727,-14.9475,3.5428
309,10.342876463700234,53.4674,35.5287,47.4966,43.6409,-14.9509,3.2336
310,10.376348555815769,53.3206,35.5287,47.4635,43.6603,-14.6836,3.3864
311,10.409820647931303,50.5047,35.5287,47.5806,43.6557,-14.4137,3.2477
312,10.443292740046838,50.6622,35.5287,47.4217,43.7577,-12.4929,1.9972
313,10.476764832162374,50.8455,35.5287,47.0017,43.7558,-12.4928,1.9389
314,10.510236924277908,50.8102,35.5287,46.6805,43.7019,-14.4160,2.4936
315,10.543709016393443,49.1128,35.5287,16.8991,43.7200,-14.4169,2.5042
316,10.577181108508977,50.1904,35.5287,16.9141,43.7069,-14.4162,2.5238
317,10.610653200624512,51.1036,35.5287,48.3677,43.5722,-14.1385,3.5404
318,10.644125292740046,49.2999,35.5287,49.8527,43.5578,-14.4087,3.6132
319,10.67759738485558,49.1337,35.5287,50.3983,43.5839,-14.1391,3.5901
320,10.711069476971117,53.4314,35.5287,49.0476,43.5996,-14.1398,3.6427
321,10.744541569086651,53.9754,35.5287,49.2397,43.7137,-14.1456,2.3873
322,10.778013661202186,54.4437,35.5287,49.4199,43.5557,-14.4086,3.5779
323,10.81148575331772,47.4335,35.5287,52.1920,43.5488,-14.4083,3.5865
324,10.844957845433255,55.2979,35.5287,49.5971,43.5339,-14.4075,3.7415
325,10.87842993754879,56.5579,35.5287,49.2073,43.6615,-14.1430,2.4147
326,10.911902029664326,58.0675,35.5287,47.9109,43.6823,-14.1440,2.2679
327,10.94537412177986,59.2073,35.5287,47.4755,43.6970,-14.1447,2.2792
328,10.978846213895395,60.2876,35.5287,47.3041,43.5349,-14.1366,3.7773
329,11.012318306010929,60.8394,35.5287,47.9767,43.7226,-13.8737,1.9260
330,11.045790398126464,61.5002,35.5287,47.8428,47.4558,-15.9413,1.7185
331,11.079262490241998,56.8156,35.5287,17.7596,47.4367,-15.9403,1.6964
332,11.112734582357533,56.8482,35.5287,18.1746,47.4116,-15.9391,1.7953
333,11.146206674473069,66.8136,35.5287,46.6298,67.6769,33.7066,0.4865
334,11.179678766588603,57.6190,35.5287,19.5515,62.6964,17.4920,1.8586
335,11.213150858704138,58.9710,35.5287,18.9491,69.0334,23.4768,2.3198
336,11.246622950819672,59.6689,35.5287,17.7975,68.8258,22.4888,1.7868
337,11.280095042935207,60.3270,35.5287,18.3014,69.4776,22.4629,0.7402
338,11.313567135050741,61.1496,35.5287,18.1513,69.8176,26.5176,0.8574
339,11.347039227166276,62.2664,35.5287,18.2728,69.9493,26.5125,0.7252
340,11.380511319281812,71.2660,35.5287,48.0546,69.0601,21.9863,1.1436
341,11.413983411397346,72.5988,35.5287,47.2527,69.1376,22.4764,1.2005
342,11.44745550351288,73.3168,35.5287,47.2645,69.2579,21.9785,0.8286
343,11.480927595628415,74.0386,35.5287,47.1397,65.8798,18.7541,1.4811
