frame,color,cx,cy,space_x,space_y,space_z,x,y,w,h,area
111,red,1443.18,670.85,109.56,116.00,65.96,1437,666,16,12,106
111,red,1409.19,808.90,88.23,31.03,0.84,1399,794,24,34,536
111,red,1382.07,816.79,85.33,27.80,-2.03,1378,801,11,31,231
111,blue,554.09,685.00,0.15,99.74,89.56,542,673,24,23,446
111,blue,226.12,885.52,-0.86,2.66,4.49,222,875,10,21,176
112,red,1493.61,452.31,356.18,1106.49,169.17,1486,446,16,15,132
112,red,215.20,687.20,-39.04,96.55,100.08,207,667,18,41,617
112,red,1442.41,671.77,109.28,115.15,65.54,1439,666,9,13,66
112,red,1410.70,807.80,88.45,31.48,1.31,1400,793,24,33,533
112,red,1382.74,815.20,85.51,28.43,-1.28,1379,800,10,31,236
112,blue,1378.38,583.90,122.94,232.84,109.92,1374,567,11,34,204
112,blue,1403.02,628.52,113.53,161.96,87.66,1396,626,13,8,62
112,blue,554.21,684.93,0.15,99.79,89.59,543,673,23,23,443
112,blue,226.12,885.52,-0.86,2.66,4.49,222,875,10,21,176
113,red,1492.06,448.55,376.82,1195.85,171.03,1484,443,17,13,132
113,red,1442.84,670.76,109.54,116.08,66.02,1438,665,11,14,95
113,red,215.00,686.70,-39.23,96.94,100.33,207,666,18,42,601
113,red,1407.26,806.91,88.23,31.84,1.86,1396,792,25,34,568
113,red,1380.20,813.68,85.41,29.03,-0.47,1376,798,10,32,246
113,blue,1376.95,593.42,119.38,214.99,105.40,1374,585,7,19,124
113,blue,553.19,684.65,-0.02,100.01,89.76,542,672,23,24,443
113,blue,226.06,885.18,-0.90,2.76,4.65,222,874,10,22,180
113,blue,1666.60,893.52,100.65,2.72,-48.59,1663,881,8,23,141
114,red,1489.21,446.51,387.77,1249.34,172.10,1481,441,17,13,138
114,red,1445.10,670.13,109.95,116.67,66.24,1440,665,11,13,92
114,red,215.00,686.70,-39.23,96.94,100.33,207,666,18,42,601
114,red,1407.81,805.60,88.38,32.39,2.47,1395,791,27,33,556
114,red,1380.52,812.04,85.56,29.69,0.31,1376,797,11,31,259
114,blue,1375.79,584.03,122.41,232.57,109.95,1370,577,11,16,146
114,blue,1382.17,631.14,109.75,158.48,87.11,1377,622,12,20,126
114,blue,553.04,684.70,-0.03,99.97,89.74,541,672,24,24,447
114,blue,226.02,885.09,-0.91,2.78,4.70,222,874,10,22,180
114,blue,1666.43,892.94,100.70,2.88,-48.31,1663,880,8,24,154
115,red,1486.39,445.84,390.22,1267.80,172.52,1477,440,18,14,144
115,red,1451.90,671.48,110.55,115.46,65.36,1447,665,11,14,89
115,red,215.20,687.34,-39.00,96.43,100.02,207,667,18,41,610
115,red,1412.50,806.34,88.72,32.09,1.96,1400,792,26,32,550
115,red,1385.08,813.01,85.87,29.31,-0.31,1380,797,11,32,251
115,blue,1378.94,589.24,121.15,222.62,107.34,1374,586,11,8,82
115,blue,554.24,685.13,0.20,99.62,89.49,543,673,23,24,447
115,blue,1386.46,687.19,99.62,101.51,60.05,1382,677,11,21,112
115,blue,226.09,885.56,-0.86,2.65,4.47,222,875,10,21,174
116,red,1471.26,446.16,377.06,1256.86,172.89,1463,440,17,14,145
116,red,214.98,686.75,-39.21,96.91,100.31,207,666,18,42,600
116,red,1450.53,670.97,110.48,115.93,65.65,1446,666,10,12,86
116,red,1410.08,804.47,88.67,32.86,2.93,1399,791,23,31,492
116,red,1382.05,812.10,85.68,29.67,0.23,1377,797,11,30,215
116,blue,1379.84,619.82,112.18,173.44,92.63,1375,612,10,14,88
116,blue,553.06,684.81,-0.00,99.88,89.68,541,672,24,24,449
116,blue,1384.25,686.84,99.41,101.78,60.30,1378,677,14,21,177
116,blue,226.02,885.09,-0.91,2.78,4.70,222,874,10,22,180
116,blue,1666.47,893.34,100.66,2.77,-48.50,1663,881,8,23,148
117,red,1459.03,446.80,364.20,1237.61,173.00,1451,441,18,13,151
117,red,215.23,687.05,-39.09,96.67,100.15,207,667,18,41,621
117,red,1413.84,804.20,89.02,32.98,2.93,1402,791,25,31,526
117,red,1386.39,810.72,86.15,30.24,0.74,1381,794,11,33,250
117,blue,1374.92,585.80,121.61,229.12,109.13,1373,562,4,47,147
117,blue,554.32,684.98,0.18,99.75,89.56,543,673,24,24,447
117,blue,1388.71,687.39,99.86,101.35,59.88,1381,677,16,22,229
117,blue,226.14,885.44,-0.87,2.69,4.53,222,875,10,21,177
118,red,1437.95,448.52,339.48,1190.06,172.89,1430,443,18,13,183
118,red,1457.51,670.01,111.57,116.85,65.87,1452,662,11,15,90
118,red,215.29,687.16,-39.05,96.58,100.10,207,667,18,41,619
118,red,1415.16,802.70,89.26,33.62,3.61,1404,789,24,32,525
118,red,1387.05,808.98,86.34,30.95,1.56,1382,793,11,32,244
118,blue,1374.71,596.93,117.86,208.81,103.79,1373,585,4,24,84
118,blue,554.21,685.06,0.18,99.68,89.52,543,673,23,24,448
118,blue,1388.80,687.51,99.85,101.25,59.82,1381,677,16,22,235
118,blue,226.11,885.45,-0.87,2.68,4.52,222,875,10,21,176
119,red,1414.16,449.00,320.68,1175.24,173.47,1404,444,21,12,181
119,red,215.33,687.15,-39.05,96.59,100.10,207,667,18,41,622
119,red,1415.44,801.18,89.41,34.26,4.33,1404,788,24,30,499
119,red,1387.94,806.85,86.58,31.82,2.55,1383,792,10,32,208
119,blue,1382.13,515.03,163.62,446.92,142.87,1379,509,7,13,77
119,blue,1383.91,591.87,121.15,217.84,105.91,1372,570,21,40,423
119,blue,554.27,685.07,0.19,99.68,89.52,543,673,23,24,448
119,blue,1388.27,687.36,99.81,101.37,59.91,1381,677,15,22,202
119,blue,226.16,885.53,-0.86,2.66,4.48,222,875,10,21,176
120,red,215.36,687.17,-39.04,96.57,100.09,207,667,18,41,624
120,red,1415.27,798.57,89.63,35.38,5.59,1404,785,24,30,502
120,red,1388.10,803.58,86.85,33.19,4.11,1384,789,9,32,198
120,blue,1380.09,583.89,123.26,232.88,109.87,1373,546,16,65,390
120,blue,554.23,685.06,0.18,99.68,89.52,543,673,23,24,448
120,blue,1386.08,686.66,99.66,101.94,60.32,1382,678,9,19,64
120,blue,226.14,885.47,-0.86,2.68,4.51,222,875,10,21,177
121,red,215.14,686.82,-39.17,96.85,100.27,207,667,18,41,614
121,red,1411.96,795.30,89.62,36.79,7.27,1400,782,25,30,462
121,red,1384.63,798.85,86.93,35.18,6.50,1381,785,8,32,191
121,blue,1379.17,559.71,133.22,287.54,121.51,1369,515,21,100,989
121,blue,553.33,684.95,0.05,99.77,89.61,542,673,23,24,444
121,blue,226.07,885.25,-0.89,2.74,4.62,222,874,10,22,179
121,blue,1667.01,894.23,100.62,2.52,-48.95,1664,883,7,21,117
122,red,215.36,687.17,-39.04,96.57,100.09,207,667,18,41,624
122,red,1407.74,789.44,89.77,39.38,10.23,1381,780,46,24,573
122,blue,1383.36,559.67,134.14,287.70,121.39,1373,514,19,98,604
122,blue,554.32,685.20,0.22,99.57,89.45,543,673,24,24,453
122,blue,226.14,885.47,-0.86,2.68,4.51,222,875,10,21,177
123,red,215.30,687.08,-39.07,96.65,100.14,207,667,18,41,623
123,red,1402.23,782.38,89.92,42.60,13.81,1376,772,47,23,683
123,blue,1388.22,535.17,149.38,362.57,132.99,1385,530,8,11,60
123,blue,1386.31,567.93,130.92,267.33,117.32,1379,553,22,33,232
123,blue,1388.30,599.39,119.44,204.75,102.15,1380,592,18,18,197
123,blue,554.20,685.12,0.19,99.63,89.49,543,673,23,24,448
123,blue,226.11,885.45,-0.87,2.68,4.52,222,875,10,21,176
124,red,1331.99,426.02,423.73,2146.53,187.32,1328,420,9,14,91
124,red,215.25,686.60,-39.23,97.03,100.37,207,666,18,42,620
124,red,1394.27,775.08,89.86,46.05,17.58,1366,764,48,26,684
124,blue,1385.44,596.53,119.87,209.60,103.62,1382,586,8,23,169
124,blue,553.25,684.32,-0.07,100.28,89.91,542,672,23,24,454
124,blue,226.11,885.09,-0.91,2.78,4.70,222,874,10,22,184
124,blue,1666.59,893.26,100.68,2.79,-48.46,1663,880,8,24,145
125,red,1321.77,423.29,446.47,2366.29,188.97,1318,417,10,15,102
125,red,215.25,686.57,-39.24,97.05,100.39,207,666,18,42,620
125,red,1392.52,769.35,90.24,48.87,20.40,1376,757,31,28,603
125,blue,1384.83,591.56,121.42,218.41,106.03,1382,583,8,18,115
125,blue,553.32,684.60,-0.01,100.05,89.77,542,672,23,24,448
125,blue,226.11,885.09,-0.91,2.78,4.70,222,874,10,22,184
125,blue,1666.49,893.47,100.65,2.73,-48.57,1663,881,8,23,146
126,red,1316.61,423.01,443.60,2389.69,189.29,1309,414,17,21,165
126,red,215.27,687.05,-39.08,96.67,100.15,207,667,18,41,623
126,red,1391.44,765.79,90.49,50.67,22.14,1375,752,30,31,652
126,blue,554.29,684.85,0.15,99.85,89.62,543,673,23,23,443
126,blue,226.11,885.45,-0.87,2.68,4.52,222,875,10,21,176
127,red,1308.51,420.52,470.28,2635.99,190.76,1300,411,17,21,170
127,red,215.23,686.55,-39.25,97.06,100.40,207,666,18,42,618
127,red,1385.63,759.99,90.50,53.66,25.13,1369,745,28,33,586
127,blue,1387.02,512.65,167.32,458.92,143.84,1373,498,32,39,794
127,blue,553.22,684.54,-0.04,100.10,89.81,542,672,23,24,445
127,blue,226.09,885.13,-0.90,2.77,4.68,222,874,10,22,183
127,blue,1666.53,893.20,100.68,2.81,-48.44,1663,880,8,24,148
128,red,1309.43,419.28,493.34,2780.79,191.32,1298,410,20,20,125
128,red,1417.99,638.01,113.39,150.30,82.59,1413,629,11,20,110
128,red,215.26,687.02,-39.10,96.69,100.17,207,667,18,41,624
128,red,1399.55,687.16,101.21,101.58,59.62,1396,681,8,12,67
128,red,1387.14,755.50,91.10,56.05,27.23,1378,741,18,32,450
128,blue,1387.01,519.27,161.27,426.96,140.66,1374,498,30,59,956
128,blue,554.28,684.88,0.15,99.83,89.61,543,673,23,23,442
128,blue,226.14,885.47,-0.86,2.68,4.51,222,875,10,21,177
129,red,1312.60,414.63,605.55,3488.70,193.45,1308,409,10,13,70
129,red,215.29,687.05,-39.08,96.66,100.15,207,667,18,41,626
129,red,1386.42,749.68,91.63,59.24,30.05,1379,735,15,33,401
129,blue,1385.76,508.09,171.50,483.13,146.07,1375,492,27,37,442
129,blue,1382.59,546.46,140.94,324.97,127.76,1378,541,11,12,99
129,blue,554.56,684.92,0.19,99.80,89.58,543,673,24,23,444
129,blue,226.13,885.53,-0.86,2.66,4.48,222,875,10,21,176
130,red,215.25,687.05,-39.09,96.67,100.16,207,667,18,41,623
130,red,1388.79,743.12,92.57,62.97,33.12,1385,729,9,29,188
130,blue,1386.72,504.62,175.55,502.94,147.71,1378,497,19,17,223
130,blue,554.41,684.88,0.17,99.83,89.61,543,673,24,23,444
130,blue,226.13,885.40,-0.87,2.70,4.55,222,875,10,21,177
131,red,215.24,687.06,-39.08,96.66,100.15,207,667,18,41,622
131,red,1390.72,736.75,93.49,66.72,36.11,1387,724,9,27,181
131,blue,1381.40,503.46,175.10,509.69,148.44,1376,489,12,25,183
131,blue,1366.78,579.87,122.22,240.84,112.26,1363,566,9,28,207
131,blue,554.49,684.91,0.18,99.81,89.59,543,673,24,23,449
131,blue,226.10,885.51,-0.86,2.66,4.49,222,875,10,21,175
132,red,215.15,686.77,-39.19,96.89,100.29,207,666,18,42,610
132,red,1389.07,732.27,93.84,69.44,38.32,1384,719,11,28,269
132,blue,1367.79,549.37,135.91,316.00,126.87,1358,497,24,96,897
132,blue,1486.54,611.85,131.73,185.73,92.81,1478,609,16,7,91
132,blue,553.41,684.48,-0.02,100.15,89.83,542,672,24,24,449
132,blue,226.09,885.13,-0.90,2.77,4.68,222,874,10,22,183
132,blue,1666.55,893.06,100.69,2.85,-48.37,1663,880,8,24,148
133,red,215.18,687.12,-39.07,96.61,100.12,207,666,18,42,617
133,red,1394.87,728.96,94.84,71.52,39.71,1388,716,15,28,362
133,blue,1377.01,518.35,159.17,430.94,141.44,1365,497,27,43,537
133,blue,1490.13,558.21,158.12,292.92,118.44,1481,546,16,23,283
133,blue,1366.25,571.42,125.37,259.03,116.33,1358,548,19,46,564
133,blue,554.36,684.88,0.16,99.83,89.61,543,673,24,23,445
133,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
134,red,215.20,687.10,-39.08,96.62,100.13,207,666,18,42,619
134,red,1399.28,724.99,95.80,74.07,41.47,1391,711,17,28,420
134,blue,1375.31,534.67,146.44,364.14,133.67,1360,497,33,72,940
134,blue,1485.41,560.45,155.69,286.97,117.52,1474,545,24,32,587
134,blue,1363.68,583.59,120.30,233.32,110.58,1359,575,14,18,162
134,blue,554.42,684.87,0.17,99.84,89.61,543,673,24,23,448
134,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
135,red,215.24,687.05,-39.09,96.67,100.16,207,667,18,41,622
135,red,1404.86,722.32,96.74,75.82,42.56,1396,709,18,28,456
135,blue,1374.81,517.37,159.38,435.48,141.99,1368,501,17,29,207
135,blue,1372.88,560.26,131.61,286.03,121.46,1358,529,33,65,647
135,blue,1481.12,565.48,151.78,274.30,115.25,1466,541,36,53,1146
135,blue,554.42,684.87,0.17,99.84,89.61,543,673,24,23,448
135,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
136,red,215.25,687.02,-39.10,96.69,100.17,207,667,18,41,623
136,red,1407.05,720.53,97.21,77.01,43.34,1389,707,32,28,641
136,blue,1377.00,525.03,153.76,401.57,138.24,1369,501,18,51,418
136,blue,1492.00,537.00,174.22,357.86,128.56,1488,530,9,15,135
136,blue,1367.60,583.64,121.01,233.26,110.42,1362,562,15,43,324
136,blue,554.34,684.85,0.16,99.85,89.62,543,673,23,23,441
136,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
137,red,1498.75,627.40,128.39,164.04,84.92,1494,624,13,9,77
137,red,215.24,687.05,-39.09,96.67,100.16,207,667,18,41,622
137,red,1412.22,718.26,98.07,78.53,44.25,1396,706,32,27,776
137,blue,1482.69,535.12,173.47,364.39,129.78,1466,515,41,45,783
137,blue,1380.50,530.21,150.85,380.85,135.63,1370,522,19,15,214
137,blue,1460.38,565.33,147.54,274.43,116.04,1457,562,8,8,61
137,blue,554.37,684.85,0.16,99.85,89.62,543,673,24,23,446
137,blue,1386.23,692.65,98.76,97.10,57.44,1381,686,12,14,117
137,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
138,red,1496.28,626.03,128.46,165.82,85.66,1491,618,14,14,122
138,red,215.25,687.11,-39.07,96.62,100.12,207,667,18,41,624
138,red,1420.11,718.57,98.89,78.36,43.84,1401,705,35,29,726
138,blue,1383.08,518.10,161.15,432.27,141.36,1371,499,22,31,379
138,blue,1480.85,523.34,183.98,410.88,135.50,1463,514,35,22,361
138,blue,554.30,684.98,0.17,99.75,89.56,543,673,23,24,448
138,blue,1389.57,690.03,99.56,99.21,58.58,1381,678,18,22,278
138,blue,226.04,885.68,-0.85,2.62,4.42,222,875,10,21,170
139,red,1492.71,627.52,127.43,163.84,85.07,1488,622,11,12,82
139,red,215.32,687.16,-39.05,96.58,100.10,207,667,18,41,624
139,red,1426.10,720.39,99.29,77.16,42.76,1408,706,33,30,728
139,blue,1386.29,517.28,162.80,436.16,141.64,1378,501,16,29,190
139,blue,1459.93,535.01,167.75,364.39,130.61,1456,530,8,13,85
139,blue,1447.78,555.47,150.50,299.75,121.20,1445,546,7,23,116
139,blue,1382.55,570.07,129.22,262.30,116.42,1373,554,18,39,344
139,blue,1458.10,595.82,132.92,211.47,101.48,1446,578,27,35,387
139,blue,554.36,684.99,0.18,99.74,89.55,543,673,23,24,447
139,blue,1392.00,689.05,100.00,100.01,58.97,1381,677,22,23,397
139,blue,226.09,885.66,-0.85,2.62,4.42,222,875,10,21,172
140,red,215.36,687.10,-39.06,96.63,100.13,207,667,18,41,628
140,red,1434.65,722.57,99.91,75.76,41.42,1418,708,29,30,568
140,blue,1383.43,520.06,159.56,423.28,140.40,1376,503,17,35,185
140,blue,1470.60,525.36,179.14,402.12,134.88,1466,518,11,17,87
140,blue,1454.46,531.43,169.31,377.59,132.52,1450,522,16,21,138
140,blue,1391.12,552.84,139.35,306.30,124.40,1388,541,8,20,96
140,blue,1442.98,558.63,147.59,291.18,119.85,1440,546,9,23,147
140,blue,1447.15,585.06,135.34,231.26,107.02,1439,578,19,16,215
140,blue,1461.34,602.87,130.79,199.59,97.98,1456,594,16,17,173
140,blue,554.31,684.93,0.17,99.79,89.58,543,673,23,24,444
140,blue,1392.53,688.84,100.10,100.19,59.05,1381,677,23,23,416
140,blue,226.09,885.66,-0.85,2.62,4.42,222,875,10,21,172
141,red,215.31,687.14,-39.05,96.59,100.11,207,667,18,41,624
141,red,1434.60,723.13,99.82,75.39,41.15,1415,709,35,30,727
141,blue,1386.78,514.04,165.92,451.93,143.18,1379,505,14,17,114
141,blue,1445.14,566.51,143.73,271.40,115.99,1431,522,36,88,1774
141,blue,554.28,685.03,0.18,99.71,89.54,543,673,23,24,448
141,blue,1392.44,688.94,100.07,100.10,59.01,1381,677,23,23,417
141,blue,226.09,885.66,-0.85,2.62,4.42,222,875,10,21,172
142,red,1481.61,629.99,124.99,160.59,84.27,1477,622,11,16,92
142,red,215.32,687.05,-39.08,96.67,100.15,207,667,18,41,624
142,red,1438.26,723.55,100.16,75.13,40.83,1421,709,32,31,687
142,blue,1390.22,516.58,164.58,439.57,141.84,1386,507,8,22,113
142,blue,1449.98,524.53,174.25,405.17,135.98,1434,514,27,19,189
142,blue,1440.17,580.73,135.90,239.82,109.33,1425,546,37,62,1420
142,blue,554.33,685.06,0.19,99.68,89.52,543,673,23,24,450
142,blue,1392.48,688.89,100.08,100.15,59.03,1381,677,23,23,415
142,blue,226.10,885.60,-0.85,2.64,4.45,222,875,10,21,173
143,red,1474.81,627.06,124.85,164.33,85.91,1471,619,11,15,118
143,red,215.35,687.04,-39.08,96.68,100.16,207,667,18,41,626
143,red,1437.68,722.60,100.23,75.75,41.30,1420,708,33,31,750
143,blue,1432.13,563.60,142.54,278.33,117.83,1417,522,37,86,1908
143,blue,554.40,684.95,0.18,99.78,89.57,543,673,23,24,448
143,blue,1392.57,688.82,100.10,100.20,59.06,1381,677,23,23,415
143,blue,226.13,885.62,-0.85,2.63,4.44,222,875,10,21,174
144,red,215.30,687.10,-39.06,96.62,100.13,207,667,18,41,623
144,red,1437.27,721.63,100.32,76.38,41.78,1421,706,32,32,716
144,blue,1428.85,566.18,140.52,272.00,116.71,1417,538,27,55,1076
144,blue,554.35,685.05,0.19,99.69,89.52,543,673,23,24,451
144,blue,1392.52,688.76,100.11,100.25,59.09,1381,677,23,23,416
144,blue,226.12,885.68,-0.84,2.62,4.41,222,875,10,21,173
145,red,215.22,686.98,-39.11,96.72,100.19,207,667,18,41,618
145,red,1434.20,721.24,100.04,76.63,42.07,1419,707,30,30,728
145,blue,1413.75,551.08,145.46,311.66,124.47,1393,518,44,68,1408
145,blue,553.91,684.87,0.11,99.84,89.63,542,673,24,23,442
145,blue,1391.27,688.96,99.92,100.08,59.04,1380,677,23,23,418
145,blue,226.12,885.61,-0.85,2.64,4.45,222,875,10,21,175
145,blue,1667.75,895.78,100.53,2.09,-49.71,1665,886,6,18,76
146,red,215.32,687.07,-39.07,96.65,100.14,207,667,18,41,625
146,red,1434.21,720.98,100.08,76.80,42.20,1420,706,29,31,673
146,blue,1394.48,529.60,154.99,383.51,135.45,1387,516,15,29,402
146,blue,1417.71,533.18,158.35,370.32,132.93,1410,522,17,23,223
146,blue,1410.92,573.16,133.56,255.64,113.97,1404,561,16,24,335
146,blue,554.42,684.89,0.17,99.82,89.60,543,673,23,23,444
146,blue,1392.74,688.79,100.13,100.22,59.07,1381,677,24,23,427
146,blue,226.15,885.73,-0.83,2.60,4.39,222,875,10,21,173
147,red,215.35,687.03,-39.08,96.68,100.16,207,667,18,41,626
147,red,1430.67,720.95,99.70,76.81,42.33,1419,706,22,30,459
147,blue,1397.85,534.94,151.99,363.56,132.77,1383,519,35,34,547
147,blue,1405.67,576.66,131.00,247.97,112.47,1401,557,15,36,246
147,blue,554.42,684.89,0.17,99.82,89.60,543,673,23,23,444
147,blue,1392.48,688.80,100.10,100.22,59.08,1381,677,23,23,420
147,blue,226.17,885.57,-0.85,2.65,4.46,222,875,10,21,176
148,red,215.34,687.08,-39.07,96.65,100.14,207,667,18,41,626
148,red,1423.18,716.39,99.53,79.84,44.78,1420,710,7,15,74
148,blue,1405.15,526.24,160.48,397.13,136.69,1402,518,8,18,107
148,blue,1398.70,583.53,126.89,233.78,109.41,1395,577,9,15,91
148,blue,554.33,684.87,0.16,99.84,89.61,543,673,23,23,443
148,blue,1392.34,688.65,100.10,100.33,59.15,1381,676,23,24,422
148,blue,226.16,885.76,-0.83,2.59,4.37,222,875,10,21,173
149,red,215.35,687.07,-39.07,96.65,100.14,207,667,18,41,627
149,blue,554.25,684.91,0.16,99.81,89.59,542,673,24,23,446
149,blue,1391.99,688.66,100.06,100.33,59.16,1380,676,24,24,425
149,blue,226.18,885.60,-0.85,2.64,4.45,222,875,10,21,176
150,red,215.24,686.96,-39.12,96.74,100.20,207,667,18,41,621
150,red,1444.17,723.23,100.84,75.36,40.78,1440,716,9,14,78
150,blue,553.62,684.80,0.06,99.89,89.67,542,673,23,23,439
150,blue,1388.16,689.23,99.51,99.85,59.02,1379,677,19,23,328
150,blue,226.07,885.60,-0.85,2.64,4.45,222,875,10,21,173
150,blue,1667.23,894.65,100.59,2.40,-49.16,1664,883,7,21,106
151,red,215.35,687.11,-39.06,96.62,100.12,207,667,18,41,625
151,red,1438.61,717.84,101.01,78.91,43.55,1429,701,23,32,527
151,blue,554.20,685.10,0.18,99.65,89.51,542,673,24,24,454
151,blue,226.12,885.57,-0.85,2.65,4.46,222,875,10,21,174
152,red,215.37,687.17,-39.03,96.57,100.09,207,667,18,41,625
152,red,1433.79,716.37,100.69,79.89,44.43,1419,701,33,31,806
152,blue,1363.66,544.31,137.70,331.37,129.43,1361,534,8,23,121
152,blue,554.18,685.13,0.19,99.63,89.49,542,673,24,24,454
152,blue,226.15,885.59,-0.85,2.64,4.45,222,875,10,21,175
153,red,215.34,686.98,-39.10,96.72,100.19,207,667,18,41,629
153,red,1433.08,714.74,100.85,81.00,45.23,1418,699,33,32,813
153,blue,554.20,684.44,0.06,100.19,89.82,542,672,24,24,459
153,blue,226.39,885.61,-0.83,2.64,4.44,222,875,11,21,185
154,red,215.32,687.13,-39.05,96.60,100.11,207,667,18,41,623
154,red,1432.88,715.13,100.77,80.73,45.05,1416,700,35,31,779
154,blue,1340.15,534.21,137.78,365.16,135.09,1336,523,12,21,131
154,blue,554.21,684.91,0.15,99.81,89.60,542,673,24,23,448
154,blue,1394.62,688.68,100.37,100.32,59.06,1387,677,17,23,320
154,blue,226.10,885.62,-0.85,2.63,4.44,222,875,10,21,173
155,red,215.32,687.17,-39.04,96.57,100.10,207,667,18,41,621
155,red,1431.74,715.86,100.54,80.23,44.74,1414,700,37,32,812
155,blue,1330.90,535.66,134.59,359.82,134.71,1326,527,12,17,99
155,blue,554.19,685.24,0.21,99.54,89.44,543,673,23,24,456
155,blue,1392.26,689.51,99.96,99.64,58.74,1381,677,23,24,423
155,blue,226.05,885.71,-0.84,2.61,4.40,222,875,10,21,169
156,red,215.36,687.16,-39.04,96.58,100.10,207,667,18,41,624
156,red,1431.99,714.56,100.76,81.12,45.36,1414,699,37,32,789
156,blue,1333.63,509.99,153.41,471.45,146.94,1325,507,18,6,86
156,blue,1324.92,544.44,128.44,330.37,130.70,1313,525,30,37,334
156,blue,554.35,684.89,0.16,99.82,89.60,543,673,23,23,442
156,blue,1392.70,688.82,100.12,100.21,59.06,1381,676,24,24,428
156,blue,226.12,885.57,-0.85,2.65,4.46,222,875,10,21,174
157,red,215.31,687.16,-39.04,96.58,100.10,207,667,18,41,620
157,red,1432.24,714.30,100.82,81.30,45.47,1415,699,35,31,750
157,blue,554.11,685.10,0.17,99.65,89.51,542,673,24,24,451
157,blue,1392.59,688.94,100.09,100.10,59.00,1381,677,24,23,423
157,blue,226.05,885.71,-0.84,2.61,4.40,222,875,10,21,169
158,red,215.35,687.13,-39.05,96.60,100.11,207,667,18,41,625
158,red,1431.02,713.51,100.80,81.84,45.89,1415,698,32,32,690
158,blue,554.29,685.04,0.18,99.70,89.53,543,673,23,24,449
158,blue,1392.76,689.11,100.08,99.97,58.92,1381,677,24,23,425
158,blue,226.12,885.57,-0.85,2.65,4.46,222,875,10,21,174
159,red,1323.47,608.27,105.99,189.92,100.10,1320,601,9,16,75
159,red,215.29,687.10,-39.07,96.63,100.13,207,667,18,41,622
159,red,1430.06,712.68,100.82,82.41,46.32,1414,697,34,32,694
159,blue,554.16,685.00,0.16,99.74,89.56,542,673,24,24,449
159,blue,1392.58,689.16,100.05,99.92,58.90,1381,677,24,23,424
159,blue,226.09,885.66,-0.85,2.62,4.42,222,875,10,21,172
160,red,1318.61,607.96,105.26,190.35,100.41,1314,600,12,20,112
160,red,215.30,687.10,-39.06,96.62,100.13,207,667,18,41,623
160,red,1428.71,711.53,100.84,83.21,46.92,1412,696,35,31,716
160,blue,554.27,685.05,0.18,99.69,89.53,543,673,23,24,451
160,blue,1392.66,689.19,100.06,99.90,58.88,1381,677,24,23,425
160,blue,226.09,885.66,-0.85,2.62,4.42,222,875,10,21,172
161,red,1314.50,619.70,101.96,173.14,94.92,1309,607,12,27,247
161,red,215.32,687.13,-39.05,96.60,100.11,207,667,18,41,623
161,red,1425.49,709.23,100.82,84.82,48.13,1410,694,29,31,622
161,blue,554.31,684.93,0.17,99.79,89.58,543,673,23,24,445
161,blue,1392.56,689.09,100.06,99.98,58.93,1381,677,24,23,421
161,blue,226.11,885.65,-0.85,2.63,4.43,222,875,10,21,173
162,red,215.29,687.16,-39.05,96.58,100.10,207,667,18,41,620
162,red,1425.72,708.89,100.89,85.07,48.29,1415,693,22,30,462
162,blue,554.29,685.22,0.22,99.56,89.45,543,673,23,24,453
162,blue,1392.13,689.53,99.94,99.62,58.74,1381,677,22,24,407
162,blue,226.04,885.65,-0.85,2.63,4.43,222,875,10,21,170
163,red,215.30,687.10,-39.06,96.62,100.13,207,667,18,41,623
163,red,1423.12,705.18,101.16,87.73,50.16,1412,690,21,30,408
163,blue,554.36,684.87,0.16,99.84,89.61,543,673,23,23,444
163,blue,1391.92,688.78,100.03,100.23,59.10,1381,677,21,23,395
163,blue,226.10,885.58,-0.85,2.64,4.46,222,875,10,21,173
164,red,215.29,687.21,-39.03,96.54,100.08,207,667,18,41,617
164,red,1418.53,703.09,100.95,89.25,51.32,1404,687,26,29,369
164,blue,554.29,685.09,0.19,99.66,89.51,543,673,23,24,449
164,blue,1391.04,689.10,99.88,99.96,58.98,1381,677,20,23,359
164,blue,226.06,885.67,-0.85,2.62,4.42,222,875,10,21,171
165,red,215.27,687.17,-39.05,96.57,100.10,207,667,18,41,617
165,red,1416.06,700.19,101.11,91.40,52.80,1402,690,25,20,273
165,blue,554.19,685.15,0.19,99.61,89.48,542,673,24,24,453
165,blue,1389.87,689.35,99.70,99.76,58.90,1381,677,17,23,302
165,blue,226.04,885.65,-0.85,2.63,4.43,222,875,10,21,170
166,red,215.32,687.17,-39.04,96.57,100.10,207,667,18,41,621
166,red,1409.27,692.44,101.52,97.36,56.75,1395,688,26,12,106
166,blue,554.31,685.05,0.19,99.70,89.53,543,673,23,24,448
166,blue,1387.93,689.68,99.42,99.48,58.81,1381,677,13,23,209
166,blue,226.05,885.58,-0.86,2.64,4.46,222,875,10,21,171
167,red,215.33,687.11,-39.06,96.62,100.13,207,667,18,41,625
167,blue,554.41,684.86,0.17,99.84,89.61,543,673,24,23,446
