frame,color,cx,cy,x,y,w,h,area
201,red,1455.94,704.87,1436,699,39,19,311
201,red,1238.48,705.21,1223,700,35,12,152
201,red,1584.71,706.10,1575,700,19,14,80
201,red,1631.87,705.67,1623,701,22,10,85
201,red,1497.70,708.17,1494,703,8,12,60
201,red,1517.00,704.91,1510,702,17,6,79
201,red,1515.92,717.47,1509,716,15,4,53
201,red,1635.83,733.74,1619,728,36,10,147
201,blue,554.10,685.22,543,673,23,24,464
201,blue,1392.64,689.11,1382,677,22,23,413
201,blue,228.47,888.45,224,878,10,18,119
202,red,1108.83,247.44,1079,219,55,65,2187
202,red,1123.17,336.53,1119,333,9,8,58
202,red,1229.93,412.33,1199,350,63,124,2646
202,red,1062.19,432.18,1032,386,57,93,1223
202,red,1122.26,601.74,1093,550,53,111,3722
202,red,1187.87,618.63,1160,560,55,115,3609
202,red,1565.01,611.96,1558,603,17,16,178
202,red,1457.35,703.59,1435,699,52,13,313
202,red,1409.69,703.19,1403,702,15,4,48
202,red,1517.64,704.86,1511,702,16,6,66
202,red,1582.92,710.25,1573,702,21,16,141
202,red,1632.06,706.32,1623,702,22,9,62
202,red,1497.70,709.07,1495,705,7,10,46
202,red,1246.36,707.89,1236,706,22,6,85
202,red,1517.05,717.81,1510,716,15,5,63
202,red,1636.64,734.03,1619,728,37,11,153
202,blue,554.08,685.34,543,673,23,24,467
202,blue,1392.76,689.45,1382,678,22,23,415
202,blue,228.46,888.72,224,879,10,17,116
203,red,1103.03,248.87,1072,220,56,64,2113
203,red,1116.96,337.02,1113,334,9,7,53
203,red,1226.29,411.17,1194,350,65,124,2568
203,red,1052.96,428.70,1021,380,58,98,1096
203,red,1110.03,603.50,1086,552,46,110,3630
203,red,1187.74,618.65,1162,558,52,117,3451
203,red,1562.41,611.60,1558,604,9,15,112
203,red,1454.77,703.87,1435,699,39,13,270
203,red,1583.02,709.16,1574,701,20,17,164
203,red,1631.83,705.54,1623,701,22,10,81
203,red,1519.42,705.39,1511,702,22,8,84
203,red,1245.16,706.81,1236,704,20,6,70
203,red,1497.30,709.09,1494,705,8,10,44
203,red,1612.27,710.04,1608,706,11,10,74
203,red,1516.29,717.62,1510,716,14,5,52
203,red,1637.67,734.37,1619,733,37,5,134
203,red,1580.61,787.30,1574,784,17,8,69
203,blue,553.96,685.32,542,673,24,24,470
203,blue,1392.74,689.38,1382,677,22,24,419
203,blue,228.47,888.45,224,878,10,18,119
203,blue,1668.65,898.35,1667,893,4,11,40
204,red,1096.77,250.03,1066,222,55,63,2089
204,red,1110.25,338.38,1106,335,9,8,55
204,red,1221.90,410.28,1188,350,68,123,2502
204,red,1044.96,425.67,1011,381,60,96,974
204,red,1097.80,605.02,1078,553,41,110,3474
204,red,1186.36,617.93,1161,557,52,117,3420
204,red,1562.73,611.72,1558,605,10,14,94
204,red,1459.60,704.06,1434,699,52,19,218
204,red,1636.17,707.26,1623,702,24,11,149
204,red,1611.88,709.86,1608,706,11,10,58
204,red,1516.29,717.41,1510,716,14,4,49
204,red,1638.00,734.45,1619,733,38,6,141
204,red,1576.23,786.60,1566,784,24,8,111
204,blue,554.03,685.21,543,673,23,24,462
204,blue,1392.62,689.48,1382,678,22,23,416
204,blue,228.46,888.72,224,879,10,17,116
205,red,1090.16,250.97,1060,224,54,61,2035
205,red,1102.91,340.21,1099,338,9,6,47
205,red,1216.55,410.30,1181,352,72,121,2421
205,red,1037.80,423.46,1002,383,61,93,937
205,red,1086.92,606.30,1064,557,46,107,3282
205,red,1184.68,616.37,1158,556,54,117,3310
205,red,1562.99,613.04,1559,605,8,15,82
205,red,1450.31,703.59,1439,699,23,13,87
205,red,1514.50,704.00,1511,702,8,5,40
205,red,1632.74,707.76,1623,702,24,15,112
205,red,1494.67,710.50,1488,706,12,9,54
205,red,1611.97,709.77,1608,706,11,10,60
205,red,1551.48,715.82,1544,714,17,5,60
205,red,1634.69,733.74,1620,728,32,9,134
205,red,1573.00,787.00,1566,786,15,3,45
205,blue,554.06,685.25,543,673,23,24,462
205,blue,1392.63,689.58,1382,678,22,23,416
205,blue,228.34,888.58,224,879,9,17,113
205,blue,1668.65,898.35,1667,893,4,11,40
206,red,1082.96,252.52,1053,226,55,60,2064
206,red,1210.27,411.43,1174,353,73,118,2368
206,red,1034.30,417.95,1001,383,56,76,923
206,red,998.84,468.62,994,463,12,12,81
206,red,1182.36,615.07,1152,556,59,117,3083
206,red,1076.69,608.65,1051,560,50,105,3149
206,red,1563.42,614.88,1558,610,11,10,99
206,red,1225.47,701.71,1222,697,7,10,58
206,red,1243.75,706.27,1239,704,11,5,40
206,red,1629.78,709.28,1626,705,10,12,67
206,red,1551.51,714.34,1545,710,13,8,61
206,red,1635.26,734.05,1619,728,36,9,129
206,blue,554.10,685.27,543,673,23,24,464
206,blue,1392.41,689.68,1382,678,22,23,417
206,blue,228.34,888.58,224,879,9,17,113
206,blue,1668.61,898.29,1667,893,4,11,41
207,red,1076.06,253.08,1046,226,54,59,2043
207,red,1086.50,344.12,1083,341,8,7,42
207,red,1202.33,412.81,1165,356,75,116,2306
207,red,1147.39,378.04,1141,367,11,22,112
207,red,1029.05,416.53,994,379,57,80,959
207,red,992.00,467.84,987,462,11,13,80
207,red,1177.86,614.22,1144,556,65,116,3096
207,red,1068.28,612.01,1045,560,47,107,3150
207,red,1564.03,612.94,1558,603,12,17,102
207,red,1630.00,709.69,1627,706,9,11,61
207,red,1552.20,714.72,1543,710,18,9,76
207,red,1637.03,734.12,1620,728,37,12,158
207,blue,553.90,685.35,542,673,24,24,471
207,blue,1392.60,689.53,1382,677,22,24,424
207,blue,228.35,888.31,224,878,9,18,116
207,blue,1668.61,898.29,1667,893,4,11,41
208,red,1070.08,254.85,1040,230,53,56,1946
208,red,1076.00,345.85,1072,344,9,5,41
208,red,1192.78,415.32,1156,358,75,116,2245
208,red,1136.96,380.77,1129,369,16,26,179
208,red,1019.18,423.46,982,381,60,94,925
208,red,1171.77,612.92,1135,558,71,112,3141
208,red,1062.08,615.24,1040,565,45,105,3203
208,red,1561.88,614.48,1558,610,8,10,65
208,red,1221.13,703.57,1213,700,17,7,53
208,red,1549.93,713.27,1541,706,18,12,101
208,red,1631.36,708.02,1627,706,9,6,42
208,red,1635.36,734.07,1620,728,35,11,138
208,red,1582.02,799.10,1574,797,16,5,48
208,blue,554.07,685.32,543,673,23,24,467
208,blue,1392.67,689.49,1382,677,22,24,426
208,blue,228.48,887.98,224,878,9,18,122
209,red,1061.99,254.66,1032,231,54,56,2039
209,red,1065.80,346.61,1062,344,9,6,46
209,red,1181.13,418.66,1144,361,75,116,2176
209,red,1127.09,380.18,1122,373,13,18,125
209,red,1017.36,420.12,986,382,51,76,826
209,red,981.86,465.91,977,461,11,13,85
209,red,1163.43,612.33,1124,560,78,108,3136
209,red,1055.63,616.91,1034,567,45,104,3185
209,red,1562.19,613.64,1558,609,9,10,86
209,red,1210.07,704.02,1196,698,30,11,199
209,red,1442.60,700.80,1434,699,18,4,55
209,red,1483.56,703.06,1462,698,40,17,227
209,red,1554.12,716.86,1544,711,17,16,103
209,red,1629.71,733.61,1620,728,20,11,93
209,red,1532.57,788.20,1526,784,15,8,89
209,red,1582.27,799.00,1574,797,16,5,52
209,blue,554.02,685.26,543,673,23,24,466
209,blue,1392.53,689.49,1381,677,23,24,430
209,blue,228.48,887.98,224,878,9,18,122
209,blue,1668.61,898.29,1667,893,4,11,41
210,red,1054.29,253.98,1023,230,56,55,1987
210,red,1055.79,346.66,1052,344,9,6,47
210,red,1166.49,422.42,1130,364,73,117,2081
210,red,1115.21,382.18,1111,377,10,13,95
210,red,1012.27,422.65,985,387,47,70,680
210,red,980.83,464.40,976,459,11,14,93
210,red,1151.23,612.00,1106,564,90,101,3223
210,red,1051.18,615.65,1032,566,41,103,3234
210,red,1562.20,614.00,1558,609,9,10,71
210,red,1201.72,703.48,1182,697,40,12,244
210,red,1466.30,701.32,1445,698,42,10,174
210,red,1496.96,703.90,1494,699,8,10,52
210,red,1552.66,715.20,1545,712,15,6,65
210,red,1515.47,717.00,1509,714,14,6,51
210,red,1627.94,734.41,1620,733,17,4,49
210,red,1531.64,787.70,1525,784,16,8,113
210,red,1582.20,798.62,1574,797,16,5,65
210,blue,554.03,685.23,543,673,23,24,462
210,blue,1392.59,689.43,1382,677,22,24,426
210,blue,228.47,888.23,224,879,9,17,119
211,red,1046.03,253.53,1016,230,55,53,1937
211,red,1146.85,423.73,1099,367,86,118,2185
211,red,1001.66,436.38,977,386,50,91,754
211,red,1048.63,613.39,1030,564,43,105,3455
211,red,1133.95,609.25,1088,566,94,94,3034
211,red,1565.55,611.87,1558,604,17,16,150
211,red,1188.20,702.15,1176,698,29,8,111
211,red,1443.55,700.73,1434,699,19,4,64
211,red,1468.14,703.62,1462,699,14,10,102
211,red,1491.13,701.45,1480,699,21,7,111
211,red,1528.44,787.74,1525,784,9,8,62
211,blue,554.06,685.15,544,673,22,24,459
211,blue,1392.44,689.50,1382,677,22,24,423
211,blue,228.34,888.58,224,879,9,17,113
211,blue,1668.57,898.21,1667,893,4,11,42
212,red,1038.72,252.61,1009,229,56,52,1863
212,red,1126.88,426.69,1091,369,73,117,2039
212,red,997.75,444.05,979,402,37,74,686
212,red,1079.34,610.50,1028,566,137,103,6287
212,red,1564.12,611.28,1557,603,15,16,156
212,red,1445.77,700.67,1436,698,20,5,70
212,red,1492.58,702.22,1481,698,21,11,132
212,red,1468.23,703.77,1463,700,12,8,43
212,red,1556.95,719.95,1552,712,8,14,57
212,red,1519.75,717.25,1511,714,18,7,60
212,red,1584.12,792.38,1581,790,7,6,40
212,blue,553.97,685.19,543,673,23,24,459
212,blue,1392.24,689.05,1381,677,23,24,422
212,blue,228.35,888.31,224,878,9,18,116
212,blue,1668.53,898.12,1667,893,4,11,43
213,red,1031.33,252.54,1003,229,55,52,1882
213,red,1102.77,427.55,1077,371,60,122,2167
213,red,997.40,445.20,982,420,32,55,475
213,red,1070.58,610.78,1026,564,120,105,5813
213,red,1565.44,612.64,1558,604,15,15,145
213,red,1458.38,702.15,1436,699,39,9,169
213,red,1492.28,702.23,1481,698,21,11,127
213,red,1518.21,717.57,1509,716,20,5,56
213,blue,553.94,685.23,543,673,23,24,468
213,blue,1392.27,689.17,1381,677,23,24,424
213,blue,228.35,888.31,224,878,9,18,116
213,blue,1668.65,898.35,1667,893,4,11,40
214,red,1024.18,252.09,996,228,55,53,1873
214,red,1079.81,433.28,1061,373,45,126,2359
214,red,998.25,445.92,984,432,26,33,281
214,red,1062.96,611.70,1016,565,113,103,5437
214,red,1564.71,610.79,1558,600,15,19,204
214,red,1436.57,701.21,1420,699,32,5,98
214,red,1467.63,703.11,1459,700,16,8,95
214,blue,553.94,685.23,543,673,23,24,468
214,blue,1392.41,689.32,1381,677,23,24,431
214,blue,228.35,888.31,224,878,9,18,116
215,red,1016.83,251.78,988,227,56,53,1885
215,red,1057.49,442.87,1044,373,37,133,2686
215,red,991.49,453.04,985,442,15,23,136
215,red,1052.91,610.73,997,561,116,107,5275
215,red,1571.45,605.17,1566,599,9,14,65
215,red,1561.20,613.35,1558,609,7,10,60
215,red,1443.25,700.69,1435,699,17,4,55
215,red,1468.10,703.60,1463,700,12,8,40
215,blue,553.71,685.29,542,673,24,24,469
215,blue,1392.14,689.10,1381,677,22,24,428
215,blue,228.35,888.31,224,878,9,18,116
215,blue,1668.50,898.00,1667,893,4,11,44
216,red,1009.77,252.07,981,227,56,54,1883
216,red,1030.96,443.22,1010,374,38,133,2532
216,red,988.86,465.86,987,460,4,13,42
216,red,1041.62,609.97,983,557,113,111,5026
216,red,1565.01,609.78,1557,601,18,18,207
216,red,1445.30,700.80,1435,699,21,4,70
216,red,1575.70,713.50,1569,710,15,8,46
216,blue,553.89,685.20,543,673,23,24,463
216,blue,1392.32,689.21,1382,677,21,24,422
216,blue,228.26,888.35,224,878,9,18,113
216,blue,1668.65,898.35,1667,893,4,11,40
217,red,1002.33,251.78,973,227,57,53,1886
217,red,1005.80,435.10,979,372,56,130,2304
217,red,1028.70,606.86,968,554,107,113,4833
217,red,1566.11,610.43,1559,602,16,17,198
217,red,1443.73,700.67,1436,699,16,4,52
217,red,1528.21,702.31,1517,699,23,10,137
217,red,1575.70,713.50,1569,710,15,8,46
217,blue,553.95,685.17,543,673,23,24,464
217,blue,1392.37,689.09,1382,677,22,24,429
217,blue,228.35,888.31,224,878,9,18,116
217,blue,1668.65,898.35,1667,893,4,11,40
218,red,994.93,251.79,967,227,56,53,1885
218,red,983.67,425.06,946,371,78,119,2216
218,red,1018.11,602.84,955,551,98,116,4935
218,red,1563.56,611.88,1557,602,18,17,172
218,red,1444.41,701.47,1435,699,17,7,74
218,red,1535.82,703.62,1532,699,8,11,61
218,red,1585.17,786.90,1571,783,31,9,124
218,blue,553.80,685.25,542,673,24,24,465
218,blue,1392.03,688.90,1381,677,22,24,431
218,blue,228.35,888.31,224,878,9,18,116
218,blue,1668.50,898.00,1667,893,4,11,44
219,red,987.56,252.31,960,227,56,53,1892
219,red,963.55,416.30,915,369,97,106,2208
219,red,1009.20,606.03,944,548,107,119,6454
219,red,1564.44,610.01,1557,602,15,17,207
219,red,1443.84,701.62,1435,699,17,7,81
219,red,1535.27,704.53,1530,699,10,11,64
219,red,1586.29,786.86,1571,784,35,8,153
219,blue,553.63,685.07,542,672,23,25,471
219,blue,1392.00,688.89,1381,677,22,24,429
219,blue,228.51,887.95,224,878,9,18,123
219,blue,1668.65,898.35,1667,893,4,11,40
220,red,979.97,252.69,952,228,57,52,1869
220,red,945.87,408.46,887,368,115,94,2270
220,red,974.23,605.68,934,547,70,117,3541
220,red,1027.14,613.12,999,565,50,101,3349
220,red,1565.51,610.94,1559,602,16,17,196
220,red,1444.57,701.29,1436,699,16,6,68
220,red,1530.33,703.25,1517,699,23,11,123
220,red,1466.95,701.75,1463,700,9,5,40
220,red,1655.80,729.80,1653,724,6,12,45
220,red,1626.00,734.00,1619,733,15,3,45
220,red,1585.98,787.34,1570,783,33,9,169
220,blue,553.84,684.77,543,672,23,25,477
220,blue,1392.24,688.79,1381,677,23,23,424
220,blue,228.38,888.28,224,878,9,18,117
220,blue,1668.65,898.35,1667,893,4,11,40
221,red,971.64,253.93,943,229,58,52,1884
221,red,927.34,403.04,864,367,122,81,2202
221,red,957.36,610.22,927,546,53,124,3463
221,red,1024.28,612.42,996,564,50,102,3377
221,red,1562.93,607.34,1554,594,20,25,263
221,red,1422.45,700.18,1414,698,18,6,65
221,red,1534.74,703.22,1529,699,10,11,69
221,blue,553.80,684.61,543,672,23,25,476
221,blue,1391.67,688.68,1381,677,22,23,424
221,blue,228.41,888.25,224,878,9,18,118
221,blue,1668.13,896.79,1666,889,5,15,63
222,red,964.36,254.84,937,229,56,52,1829
222,red,910.24,398.55,843,364,129,75,2268
222,red,942.11,613.63,921,547,41,128,3343
222,red,1022.58,612.61,998,564,47,101,3352
222,red,1563.46,608.64,1555,594,20,25,264
222,red,1420.04,701.04,1403,698,38,9,142
222,red,1528.22,701.23,1517,699,23,5,87
222,blue,553.82,684.64,543,672,23,25,478
222,blue,1392.14,688.80,1381,677,22,23,422
222,blue,228.53,887.87,224,878,9,18,124
223,red,955.70,255.62,928,230,57,52,1835
223,red,895.63,394.38,828,363,128,65,2213
223,red,928.74,614.98,900,550,53,126,3290
223,red,1018.90,611.76,992,564,50,101,3403
223,red,1562.77,609.58,1555,601,20,18,239
223,red,1427.00,701.00,1414,700,27,3,81
223,red,1518.71,717.38,1505,714,25,7,99
223,red,1547.00,715.00,1539,714,17,3,51
223,red,1654.50,734.00,1647,733,16,3,48
223,blue,553.81,684.54,543,672,22,25,472
223,blue,1392.07,688.69,1381,677,22,23,424
223,blue,228.38,888.28,224,878,9,18,117
223,blue,1668.34,898.26,1666,893,5,11,47
224,red,947.72,256.68,921,232,55,51,1797
224,red,883.04,390.83,815,362,130,58,2074
224,red,917.94,616.28,882,555,64,121,3343
224,red,1014.55,611.03,983,564,58,101,3469
224,red,1562.45,609.69,1555,601,17,18,264
224,red,1411.57,702.23,1403,700,21,7,79
224,red,1545.52,714.35,1539,712,16,5,65
224,red,1519.58,717.47,1507,714,23,7,92
224,red,1648.83,738.99,1635,733,28,14,168
224,red,1525.56,788.03,1517,786,18,5,75
224,red,1606.05,791.14,1581,786,53,12,204
224,blue,553.84,684.43,543,672,22,25,465
224,blue,1392.14,688.72,1381,677,22,23,423
224,blue,228.53,887.87,224,878,9,18,124
224,blue,1668.65,898.35,1667,893,4,11,40
225,red,939.29,257.61,912,232,55,52,1838
225,red,873.73,388.25,808,362,133,55,1921
225,red,910.82,619.49,873,559,69,118,3154
225,red,1009.09,610.60,974,564,65,100,3518
225,red,1564.33,607.24,1555,594,17,25,224
225,red,1547.23,713.80,1539,709,17,8,79
225,red,1522.61,717.69,1513,714,17,7,70
225,red,1654.30,735.91,1648,733,15,11,69
225,red,1524.00,787.50,1518,786,13,4,52
225,blue,553.78,684.47,543,672,22,25,473
225,blue,1392.13,688.40,1381,676,22,24,427
225,blue,228.42,887.92,224,878,9,18,120
226,red,930.91,258.73,905,234,54,51,1853
226,red,869.40,386.84,804,362,129,54,1770
226,red,906.57,620.94,871,563,65,116,3156
226,red,1002.36,610.32,960,566,76,97,3556
226,red,1563.54,608.17,1555,601,18,18,179
226,red,1537.92,715.41,1524,712,31,9,117
226,red,1654.50,734.50,1647,733,16,4,64
226,red,1593.53,786.71,1587,784,15,5,51
226,blue,553.77,684.48,543,672,22,25,473
226,blue,1392.18,688.82,1381,677,22,23,422
226,blue,228.39,887.91,224,878,9,18,119
227,red,922.55,258.61,896,234,54,51,1808
227,red,865.61,386.85,801,362,127,55,1660
227,red,903.45,621.29,869,566,62,113,3105
227,red,994.07,609.70,947,568,86,94,3534
227,red,1563.25,607.60,1555,601,17,15,174
227,red,1548.44,712.79,1539,706,21,11,117
227,red,1654.82,734.12,1647,733,16,4,51
227,red,1637.53,739.47,1629,738,16,6,57
227,blue,553.67,684.47,543,672,22,25,473
227,blue,1392.14,688.77,1381,677,22,23,420
227,blue,228.53,887.87,224,878,9,18,124
228,red,913.48,257.58,887,234,54,51,1781
228,red,863.72,387.93,799,361,124,60,1524
228,red,944.84,614.33,867,568,158,112,6367
228,red,1563.37,610.18,1555,601,16,19,125
228,red,1548.65,713.00,1539,707,21,10,102
228,blue,553.51,684.59,543,672,22,25,467
228,blue,1391.72,689.01,1381,677,22,24,432
228,blue,228.12,888.27,224,878,9,18,109
228,blue,1668.30,897.49,1666,891,5,13,53
229,red,905.23,255.14,879,231,53,51,1732
229,red,861.18,390.77,795,359,123,72,1727
229,red,935.24,612.91,869,565,142,114,6222
229,red,1561.96,606.61,1555,594,16,22,129
229,red,1623.65,705.86,1612,701,25,9,77
229,red,1549.31,712.36,1539,706,21,11,135
229,red,1584.75,729.10,1580,726,11,7,40
229,red,1650.16,739.32,1642,733,16,13,105
229,blue,553.84,684.64,543,672,23,25,477
229,blue,1392.08,688.74,1381,677,22,23,423
229,blue,228.43,887.64,224,877,9,19,122
230,red,896.93,253.93,871,230,52,51,1704
230,red,861.91,394.41,799,359,116,85,1954
230,red,923.84,612.85,868,560,127,119,5908
230,red,1562.58,608.61,1555,601,17,18,257
230,red,1616.44,708.72,1611,706,10,8,43
230,red,1547.82,714.40,1539,711,21,7,77
230,red,1649.33,738.01,1641,733,20,14,181
230,red,1539.93,787.52,1537,784,7,8,46
230,blue,553.60,684.58,543,672,22,25,467
230,blue,1392.09,688.75,1381,677,22,23,425
230,blue,228.39,887.91,224,878,9,18,119
230,blue,1668.65,898.35,1667,893,4,11,40
231,red,889.34,252.83,864,228,51,52,1670
231,red,863.57,398.62,807,357,107,99,2226
231,red,953.49,480.59,950,473,8,15,75
231,red,913.79,612.83,868,558,112,121,5478
231,red,1563.68,608.99,1555,600,17,20,256
231,red,1545.63,714.90,1531,712,29,7,126
231,red,1654.39,737.18,1646,733,17,12,100
231,blue,554.04,684.56,544,672,22,25,472
231,blue,1392.59,689.08,1381,677,23,24,436
231,blue,228.57,887.61,224,877,9,19,127
232,red,880.81,252.25,855,228,51,52,1613
232,red,866.63,401.06,818,356,90,109,2196
232,red,942.55,480.68,939,472,7,17,80
232,red,902.57,611.15,858,558,104,120,5130
232,red,1562.34,610.92,1556,601,16,18,213
232,red,1530.31,715.39,1524,711,18,10,62
232,red,1652.76,736.32,1641,733,22,11,114
232,red,1606.05,773.63,1601,771,12,6,41
232,red,1602.95,790.90,1597,789,12,5,41
232,blue,553.77,684.58,543,672,23,25,475
232,blue,1392.11,688.25,1381,676,22,24,433
232,blue,228.53,887.87,224,878,9,18,124
232,blue,1668.61,898.29,1667,893,4,11,41
233,red,873.03,251.66,846,228,52,52,1546
233,red,869.65,404.43,830,357,75,117,2249
233,red,933.29,481.15,929,472,8,17,85
233,red,891.79,609.05,843,558,100,120,5048
233,red,1563.38,608.75,1555,600,20,19,322
233,red,1545.23,714.67,1539,712,15,5,52
233,red,1651.81,735.71,1639,733,24,11,110
233,red,1613.94,784.69,1601,771,32,24,225
233,blue,553.69,684.61,543,672,23,25,477
233,blue,1391.92,688.70,1381,677,22,23,431
233,blue,228.48,887.65,224,877,9,19,124
234,red,864.69,251.78,838,228,52,52,1540
234,red,873.53,408.28,843,356,60,127,2260
234,red,925.46,480.75,921,471,8,18,84
234,red,881.41,606.75,826,558,97,120,4932
234,red,1563.45,608.99,1554,600,21,19,334
234,red,1618.88,704.82,1611,700,15,11,77
234,red,1545.29,714.71,1539,712,15,5,51
234,red,1652.50,736.34,1641,733,22,12,117
234,red,1614.32,785.69,1596,772,37,23,244
234,red,1524.32,788.42,1517,787,15,4,57
234,blue,553.49,684.56,543,672,22,25,467
234,blue,1391.73,688.70,1381,677,22,23,426
234,blue,228.48,887.65,224,877,9,19,124
234,blue,1668.50,897.50,1667,893,4,10,40
235,red,856.31,251.15,830,227,52,52,1538
235,red,877.37,414.59,856,355,44,132,2492
235,red,917.60,482.27,910,470,13,24,132
235,red,871.14,602.13,812,551,95,127,5228
235,red,1564.31,609.09,1554,601,21,18,286
235,red,1545.29,714.71,1539,712,15,5,51
235,red,1649.90,737.36,1641,733,22,12,186
235,red,1614.89,783.70,1601,771,33,24,297
235,red,1523.81,788.12,1517,787,15,4,48
235,blue,553.45,684.55,543,672,22,25,467
235,blue,1391.76,688.71,1381,677,22,23,424
235,blue,228.42,887.92,224,878,9,18,120
235,blue,1668.50,897.50,1667,893,4,10,40
236,red,848.28,250.60,824,226,50,51,1512
236,red,882.39,417.65,869,355,29,135,2649
236,red,912.99,480.62,907,469,11,24,128
236,red,860.51,592.05,800,548,104,93,5149
236,red,1561.83,610.31,1554,601,18,18,170
236,red,869.79,657.71,865,647,9,22,133
236,red,1547.41,714.32,1539,711,19,7,66
236,red,1647.27,741.17,1641,738,14,6,59
236,red,1613.17,783.57,1596,771,38,24,308
236,blue,553.35,684.52,543,672,22,25,471
236,blue,1391.93,688.74,1381,677,22,23,429
236,blue,228.25,888.30,224,878,9,18,113
236,blue,1668.50,898.00,1667,893,4,11,44
237,red,840.24,250.43,816,226,50,52,1511
237,red,888.41,419.69,869,353,44,141,2703
237,red,854.58,600.79,790,546,110,119,6539
237,red,1562.99,608.76,1555,601,17,18,208
237,red,1547.21,714.73,1539,712,21,6,70
237,red,1525.14,717.02,1518,714,13,8,56
237,red,1608.23,775.40,1602,772,14,7,57
237,red,1605.93,791.47,1598,790,16,5,59
237,blue,553.29,684.54,543,672,22,25,472
237,blue,1391.81,688.97,1381,677,22,24,432
237,blue,228.39,887.91,224,878,9,18,119
238,red,832.00,250.53,806,226,52,53,1522
238,red,891.24,416.84,869,352,48,140,2631
238,red,815.29,593.00,781,544,61,106,3376
238,red,878.29,616.74,860,559,37,118,3507
238,red,1563.44,610.20,1555,601,17,19,231
238,red,1465.61,705.62,1456,703,19,6,76
238,red,1545.42,713.70,1538,707,15,11,98
238,red,1615.54,708.66,1610,706,11,7,41
238,blue,553.33,684.55,543,672,22,25,471
238,blue,1391.68,689.17,1380,677,23,24,441
238,blue,228.32,887.79,224,878,9,18,117
238,blue,1668.53,898.12,1667,893,4,11,43
239,red,823.26,251.49,797,227,53,51,1567
239,red,894.17,412.17,868,350,60,124,2628
239,red,895.70,477.91,892,471,8,15,86
239,red,803.27,596.43,775,545,51,110,3411
239,red,876.19,617.23,856,559,39,116,3378
239,red,1563.93,609.78,1555,601,17,18,213
239,red,1468.31,705.12,1463,703,11,5,48
239,red,1545.28,713.37,1539,706,16,12,101
239,blue,553.34,684.54,543,672,22,25,470
239,blue,1391.82,688.91,1381,677,22,24,434
239,blue,228.42,887.92,224,878,9,18,120
240,red,816.16,251.26,789,227,53,49,1476
240,red,895.52,410.94,866,348,66,123,2677
240,red,888.76,478.29,886,473,6,11,49
240,red,792.20,599.28,771,547,42,111,3330
240,red,874.30,617.85,852,559,41,115,3217
240,red,1564.28,608.46,1555,600,17,19,178
240,red,1544.57,713.66,1539,712,13,4,47
240,red,1516.00,717.70,1507,715,21,6,77
240,red,1643.66,737.86,1636,733,13,11,99
240,red,1582.71,788.00,1579,786,9,6,41
240,blue,553.39,684.49,543,672,22,25,472
240,blue,1391.97,688.71,1381,677,22,23,428
240,blue,228.25,888.30,224,878,9,18,113
240,blue,1668.65,898.35,1667,893,4,11,40
241,red,807.73,252.49,781,228,53,50,1495
241,red,894.19,409.19,861,348,71,124,2612
241,red,782.63,602.05,764,549,40,111,3312
241,red,873.05,618.38,855,559,37,116,2970
241,red,1562.17,607.94,1555,601,14,16,144
241,red,1638.00,708.00,1633,704,10,9,42
241,red,1543.60,711.83,1539,706,9,10,53
241,red,1515.10,717.73,1507,715,19,6,67
241,red,1581.43,787.43,1574,786,18,6,63
241,blue,553.28,684.49,543,672,22,25,470
241,blue,1391.92,688.68,1381,677,22,23,429
241,blue,228.36,887.89,224,878,9,18,118
242,red,799.70,253.13,773,230,53,48,1494
242,red,890.76,408.55,855,348,74,122,2549
242,red,774.38,604.65,756,553,40,108,3150
242,red,869.68,617.92,848,560,42,114,3050
242,red,1562.46,609.01,1555,600,15,19,162
242,red,1515.64,715.27,1509,710,17,11,86
242,red,1579.24,787.17,1572,784,17,7,92
242,blue,553.26,684.51,543,672,22,25,471
242,blue,1391.85,688.66,1381,677,22,23,426
242,blue,228.25,888.30,224,878,9,18,113
242,blue,1668.53,898.12,1667,893,4,11,43
243,red,791.79,254.07,766,230,52,51,1535
243,red,884.76,409.12,848,349,75,121,2491
243,red,767.96,606.84,749,556,41,106,3035
243,red,866.15,617.07,842,560,47,113,3079
243,red,1562.10,606.28,1554,594,17,25,139
243,red,1512.93,712.74,1508,705,10,15,81
243,red,1642.20,734.60,1636,733,14,6,45
243,red,1581.14,787.35,1569,784,30,8,157
243,blue,553.24,684.51,543,672,22,25,468
243,blue,1391.96,688.69,1381,677,22,23,429
243,blue,228.21,888.29,224,878,9,18,112
243,blue,1668.53,898.12,1667,893,4,11,43
244,red,783.98,254.54,757,230,53,52,1573
244,red,876.60,411.03,837,351,78,120,2500
244,red,763.45,609.01,745,560,40,104,2960
244,red,862.00,616.03,834,560,53,111,3063
244,red,1562.86,609.24,1556,601,16,18,87
244,red,1516.32,709.21,1508,703,25,17,200
244,red,1579.98,787.35,1573,784,17,8,108
244,blue,553.25,684.44,543,672,22,25,469
244,blue,1391.98,688.75,1381,677,22,23,428
244,blue,228.18,888.26,224,878,9,18,111
245,red,776.08,255.25,749,231,53,51,1585
245,red,865.48,412.75,827,354,77,120,2468
245,red,857.03,614.62,826,560,59,109,3059
245,red,760.02,611.85,743,563,38,104,3077
245,red,1566.28,609.89,1559,601,13,18,162
245,red,1516.76,709.51,1508,703,25,17,187
245,red,1583.59,787.23,1574,784,26,8,132
