frame,color,cx,cy,x,y,w,h,area
112,red,1493.72,837.76,1475,831,40,14,256
112,red,1468.39,848.84,1462,845,14,9,51
112,red,1478.49,882.09,1458,879,46,7,196
112,blue,554.39,684.75,543,672,23,25,471
112,blue,228.53,887.87,224,878,9,18,124
112,blue,1668.50,898.00,1667,893,4,11,44
113,red,1497.35,178.32,1446,121,108,130,5445
113,red,1456.42,399.31,1383,235,161,278,17238
113,red,1505.42,595.03,1500,574,12,41,180
113,red,1425.73,715.53,1373,617,127,218,12824
113,red,1555.88,695.38,1549,694,14,4,52
113,red,1519.08,827.46,1516,821,8,12,59
113,red,1509.73,843.67,1499,840,24,8,147
113,red,1473.05,881.12,1454,878,45,7,193
113,blue,553.39,684.46,542,672,24,25,481
113,blue,228.59,887.59,224,877,9,19,128
113,blue,1666.49,893.08,1662,880,9,24,162
114,red,1501.44,181.01,1450,123,107,136,5530
114,red,1456.70,398.30,1382,233,160,281,18177
114,red,1504.98,571.43,1502,562,7,18,51
114,red,1512.36,600.92,1508,587,10,30,132
114,red,1431.33,714.30,1373,588,128,246,14027
114,red,1555.45,695.36,1548,694,15,4,55
114,red,1535.28,785.37,1532,783,8,7,43
114,red,1517.78,839.95,1509,825,22,27,239
114,red,1472.79,881.03,1454,878,46,7,193
114,blue,553.08,684.44,542,672,23,25,468
114,blue,228.59,887.59,224,877,9,19,128
114,blue,1666.23,892.85,1662,880,9,24,176
115,red,1510.43,183.20,1458,123,114,144,5778
115,red,1459.79,394.50,1384,238,155,277,19115
115,red,1519.75,592.34,1513,565,15,54,160
115,red,1440.29,714.09,1377,587,141,247,14121
115,red,1649.50,734.00,1641,733,18,3,54
115,red,1523.95,841.33,1514,834,19,18,165
115,red,1552.36,839.21,1547,836,13,7,56
115,red,1478.29,882.68,1458,879,48,7,202
115,blue,554.41,685.15,542,672,24,25,475
115,blue,1386.56,686.94,1382,677,11,21,130
115,blue,228.72,887.50,224,878,9,18,131
115,blue,1668.57,898.21,1667,893,4,11,42
116,red,1510.60,186.69,1457,127,115,140,5843
116,red,1453.61,390.34,1377,243,146,270,20174
116,red,1518.64,587.53,1513,561,14,57,228
116,red,1439.48,713.52,1374,630,139,202,13931
116,red,1555.07,797.17,1544,794,23,8,59
116,red,1522.47,838.25,1511,834,23,11,156
116,red,1472.33,881.91,1454,879,44,6,187
116,blue,553.34,684.43,543,672,22,25,472
116,blue,1384.26,686.87,1378,677,14,22,193
116,blue,228.59,887.59,224,877,9,19,128
116,blue,1666.29,893.32,1662,881,9,23,167
117,red,1469.78,343.76,1376,128,202,386,26857
117,red,1430.27,260.13,1424,248,13,23,223
117,red,1508.89,430.43,1504,412,12,35,202
117,red,1527.46,589.66,1521,558,14,64,253
117,red,1484.45,584.34,1480,573,10,21,95
117,red,1446.45,713.79,1378,633,144,199,14413
117,red,1533.66,839.89,1513,833,46,16,345
117,red,1478.71,882.53,1458,879,48,7,188
117,blue,554.54,684.82,544,672,22,25,473
117,blue,1388.65,687.39,1381,677,16,22,245
117,blue,228.72,887.50,224,878,9,18,131
117,blue,1668.50,898.00,1667,893,4,11,44
118,red,1469.47,342.86,1369,130,212,387,28924
118,red,1529.41,571.09,1521,523,18,93,384
118,red,1448.34,710.84,1378,561,144,270,15074
118,red,1565.58,615.02,1562,610,9,9,55
118,red,1653.50,734.00,1647,733,14,3,42
118,red,1613.61,787.67,1608,786,14,6,54
118,red,1568.47,796.27,1560,794,19,5,45
118,red,1532.13,840.33,1513,834,40,15,296
118,red,1477.26,882.79,1459,880,40,6,147
118,blue,554.60,684.92,544,672,22,25,467
118,blue,1388.96,687.30,1381,677,17,22,257
118,blue,228.77,887.19,224,877,9,19,135
118,blue,1668.50,898.00,1667,893,4,11,44
119,red,1466.26,340.86,1364,134,219,376,28616
119,red,1544.87,273.03,1543,266,5,15,61
119,red,1542.54,345.36,1539,334,7,21,107
119,red,1485.51,459.81,1470,447,27,24,277
119,red,1524.79,461.99,1523,453,5,18,67
119,red,1492.94,488.31,1478,486,29,6,124
119,red,1533.62,572.86,1524,517,21,110,824
119,red,1449.27,707.51,1379,554,143,275,15202
119,red,1529.58,844.95,1515,836,31,21,415
119,red,1479.30,882.73,1459,880,47,6,161
119,blue,1374.03,560.85,1372,554,6,16,79
119,blue,554.62,685.00,544,672,22,25,466
119,blue,1388.18,687.51,1381,677,15,22,220
119,blue,228.72,887.50,224,878,9,18,131
119,blue,1668.53,898.12,1667,893,4,11,43
120,red,1476.20,344.02,1360,136,226,388,29335
120,red,1443.01,285.94,1440,273,7,26,120
120,red,1483.00,468.23,1455,438,63,57,977
120,red,1473.45,504.43,1448,497,43,14,228
120,red,1504.15,509.03,1497,507,16,5,61
120,red,1536.17,577.14,1526,532,22,99,669
120,red,1479.02,578.09,1472,555,15,56,445
120,red,1445.71,710.96,1379,631,143,196,14745
120,red,1558.50,696.00,1552,695,14,3,42
120,red,1651.26,734.11,1641,733,21,4,65
120,red,1531.47,844.23,1515,836,35,20,286
120,red,1474.64,882.79,1458,879,41,7,187
120,blue,1374.07,562.16,1371,546,8,32,173
120,blue,554.57,685.06,544,673,22,24,464
120,blue,1385.44,687.41,1381,678,10,20,100
120,blue,228.72,887.50,224,878,9,18,131
120,blue,1668.24,898.31,1666,893,5,11,49
121,red,1540.36,308.35,1481,140,101,389,14914
121,red,1398.85,316.39,1386,286,24,58,539
121,red,1449.92,306.46,1441,290,18,33,278
121,red,1484.58,371.06,1443,297,72,135,3980
121,red,1390.86,403.36,1354,331,109,177,7533
121,red,1486.09,472.61,1445,438,79,75,1985
121,red,1518.69,453.00,1514,445,11,14,65
121,red,1452.67,479.58,1447,476,11,7,52
121,red,1533.41,561.61,1527,531,16,52,470
121,red,1474.81,580.15,1467,558,17,52,340
121,red,1541.37,617.14,1536,602,10,30,192
121,red,1441.49,709.69,1376,628,145,195,14428
121,red,1555.94,696.12,1549,695,15,4,48
121,red,1522.80,842.24,1511,837,25,13,157
121,red,1473.22,882.07,1464,880,22,5,91
121,blue,1370.67,566.92,1367,555,8,23,158
121,blue,1373.47,611.76,1371,607,8,10,51
121,blue,553.61,685.09,543,673,22,24,462
121,blue,228.75,887.27,224,877,9,19,134
121,blue,1666.92,894.24,1663,882,8,22,131
122,red,1537.90,198.63,1487,137,100,153,6325
122,red,1544.65,406.35,1451,246,146,284,12771
122,red,1449.94,300.48,1444,289,13,24,124
122,red,1397.66,314.68,1392,305,11,18,125
122,red,1482.12,367.72,1452,308,54,122,2628
122,red,1362.68,411.66,1341,326,45,179,3892
122,red,1412.59,372.41,1393,336,41,67,1175
122,red,1542.59,584.48,1530,531,38,100,1043
122,red,1476.24,579.05,1473,569,7,21,63
122,red,1410.83,719.83,1376,627,80,192,8732
122,red,1494.17,691.66,1464,632,62,132,5760
122,red,1559.41,696.17,1553,695,14,4,46
122,red,1533.68,841.28,1514,837,48,13,269
122,blue,1377.96,575.62,1374,565,8,21,95
122,blue,554.34,685.20,542,673,24,24,474
122,blue,228.72,887.50,224,878,9,18,131
122,blue,1668.53,898.12,1667,893,4,11,43
123,red,1561.19,305.70,1490,131,128,399,15352
123,red,1393.33,308.30,1391,304,6,10,43
123,red,1520.98,311.75,1518,307,6,11,53
123,red,1475.80,369.38,1456,319,38,97,1487
123,red,1351.19,408.53,1319,323,62,176,3569
123,red,1511.66,440.08,1464,357,75,159,3674
123,red,1400.24,373.01,1392,365,25,21,277
123,red,1545.57,594.01,1533,541,36,88,1139
123,red,1406.56,717.72,1370,625,82,187,8291
123,red,1494.06,690.01,1458,631,68,133,5814
123,red,1519.77,840.33,1515,837,10,8,69
123,red,1542.98,840.30,1532,837,27,9,129
123,blue,554.29,685.18,542,673,24,24,475
123,blue,228.72,887.50,224,878,9,18,131
123,blue,1668.20,898.30,1666,893,5,11,50
124,red,1564.02,306.74,1487,130,147,398,15903
124,red,1469.88,354.13,1455,318,27,73,676
124,red,1337.97,407.56,1297,321,77,173,3357
124,red,1396.60,360.58,1389,351,17,17,95
124,red,1514.91,406.40,1499,359,36,87,1593
124,red,1496.75,473.12,1455,409,70,105,1739
124,red,1542.86,597.26,1528,561,38,66,1133
124,red,1399.46,713.84,1361,622,83,181,8141
124,red,1490.71,691.14,1458,629,71,133,6346
124,red,1639.37,791.67,1634,789,11,7,49
124,red,1532.40,839.01,1512,835,44,9,264
124,red,1452.26,855.11,1445,847,14,14,103
124,red,1660.94,866.78,1653,864,16,6,54
124,blue,553.46,684.43,542,672,23,25,475
124,blue,228.77,887.19,224,877,9,19,135
124,blue,1666.38,892.57,1662,880,9,24,155
125,red,1568.66,307.42,1488,130,164,397,16185
125,red,1328.04,409.56,1284,321,89,169,3284
125,red,1503.59,330.56,1496,321,15,18,110
125,red,1466.47,343.45,1462,338,12,14,97
125,red,1510.67,403.08,1496,353,40,92,1162
125,red,1461.36,358.29,1459,355,6,8,45
125,red,1499.91,471.71,1470,418,62,90,1120
125,red,1471.00,504.85,1455,495,45,19,340
125,red,1543.43,601.61,1526,572,40,54,962
125,red,1395.15,707.77,1356,619,85,177,7835
125,red,1489.42,689.73,1458,627,62,136,6205
125,red,1598.96,794.71,1594,793,11,5,45
125,red,1526.33,841.19,1511,835,32,16,258
125,red,1451.71,846.35,1446,844,12,5,51
125,blue,553.35,684.42,542,672,23,25,477
125,blue,228.82,886.87,224,876,9,20,139
125,blue,1666.53,892.68,1662,880,9,24,161
126,red,1572.24,297.52,1491,127,161,398,15137
126,red,1537.58,322.01,1535,314,7,18,78
126,red,1325.36,407.60,1278,321,98,164,3376
126,red,1500.43,332.40,1497,325,9,18,98
126,red,1503.72,393.56,1490,354,24,89,836
126,red,1536.15,395.38,1532,387,8,19,82
126,red,1525.83,415.19,1523,407,9,16,70
126,red,1517.27,485.50,1490,476,49,21,386
126,red,1468.90,503.36,1451,493,40,20,312
126,red,1504.72,506.17,1502,500,7,14,54
126,red,1524.97,505.25,1514,503,23,5,95
126,red,1546.84,605.30,1528,576,42,50,911
126,red,1394.30,703.49,1355,618,86,174,7735
126,red,1492.37,690.60,1462,627,60,137,6385
126,red,1642.17,736.63,1636,733,13,8,59
126,red,1530.63,789.13,1518,786,26,8,165
126,red,1600.50,795.22,1593,794,16,4,54
126,red,1529.86,841.88,1515,837,31,13,178
126,blue,1381.95,594.45,1378,585,11,24,168
126,blue,554.46,684.95,544,672,22,25,462
126,blue,228.57,887.61,224,877,9,19,127
127,red,1566.64,295.55,1485,128,166,365,14949
127,red,1607.64,294.50,1606,288,4,14,42
127,red,1318.63,405.09,1269,321,104,158,3349
127,red,1494.57,403.86,1479,378,30,63,663
127,red,1542.46,442.85,1539,435,7,16,91
127,red,1525.15,483.49,1516,474,20,16,153
127,red,1499.58,485.52,1485,482,29,13,92
127,red,1465.97,502.04,1448,491,41,20,355
127,red,1505.66,506.62,1497,498,19,16,210
127,red,1543.24,608.98,1526,589,41,35,708
127,red,1387.01,697.81,1350,616,83,169,7437
127,red,1487.85,689.87,1458,626,60,137,6639
127,red,1526.27,786.81,1515,783,22,7,104
127,red,1594.55,792.80,1573,785,37,15,202
127,red,1525.55,840.75,1511,836,31,12,177
127,blue,553.08,684.39,542,672,23,25,479
127,blue,228.63,887.32,224,876,9,20,131
127,blue,1666.38,892.11,1662,880,9,24,150
128,red,1567.88,283.22,1484,129,166,343,13652
128,red,1612.13,295.38,1610,289,5,14,52
128,red,1321.12,401.89,1269,322,110,152,3286
128,red,1542.79,389.70,1526,352,34,78,725
128,red,1495.31,402.21,1489,372,14,65,449
128,red,1548.26,440.24,1545,430,7,20,125
128,red,1531.85,484.52,1523,481,17,9,99
128,red,1529.38,505.15,1525,503,10,5,40
128,red,1546.12,609.63,1526,594,43,30,650
128,red,1387.23,693.25,1352,615,80,163,7036
128,red,1490.70,690.01,1458,625,63,139,6675
128,red,1529.32,786.76,1518,783,21,8,113
128,red,1599.63,792.59,1580,785,33,14,163
128,red,1528.99,841.72,1515,837,30,12,177
128,blue,554.30,684.51,544,672,22,25,471
128,blue,228.77,887.19,224,877,9,19,135
128,blue,1668.00,895.25,1666,888,5,14,60
129,red,1539.15,239.51,1481,128,103,274,8482
129,red,1614.21,367.37,1566,254,83,209,4689
129,red,1362.97,329.38,1355,323,18,16,120
129,red,1321.20,403.40,1270,340,111,132,3087
129,red,1544.26,366.63,1535,352,18,26,259
129,red,1551.71,436.17,1546,417,11,40,254
129,red,1533.50,484.77,1528,480,12,11,98
129,red,1531.74,505.28,1526,503,13,5,50
129,red,1527.81,604.80,1525,599,7,11,59
129,red,1551.06,607.00,1549,602,5,11,48
129,red,1562.79,611.29,1555,604,15,15,119
129,red,1386.68,689.58,1354,616,75,156,6644
129,red,1491.42,691.27,1458,625,64,139,6885
129,red,1605.51,773.27,1600,770,12,7,55
129,red,1529.76,786.29,1518,783,25,8,139
129,red,1603.14,791.12,1578,784,49,15,264
129,red,1386.88,822.87,1379,815,16,15,166
129,red,1530.76,842.30,1520,837,25,12,132
129,red,1661.50,860.00,1655,859,14,3,42
129,blue,554.66,684.89,544,672,22,25,470
129,blue,228.86,887.17,224,877,10,19,138
129,blue,1668.50,898.00,1667,893,4,11,44
130,red,1535.01,238.48,1477,127,105,273,7846
130,red,1613.20,366.00,1564,250,85,213,4622
130,red,1324.07,401.27,1273,325,110,148,3080
130,red,1538.08,357.71,1533,351,10,13,77
130,red,1549.02,431.90,1536,407,24,58,757
130,red,1530.21,485.10,1522,480,17,11,137
130,red,1560.56,611.22,1547,603,24,16,236
130,red,1385.56,685.59,1356,615,69,149,6354
130,red,1491.40,691.14,1458,625,65,139,6860
130,red,1605.94,773.79,1600,772,13,5,52
130,red,1528.74,786.39,1515,783,29,8,152
130,red,1605.57,790.20,1578,784,48,15,313
130,red,1385.95,811.98,1362,794,52,30,641
130,red,1525.92,841.66,1515,837,22,12,125
130,red,1654.77,859.84,1642,858,27,4,83
130,red,1623.50,868.50,1618,867,12,4,46
130,blue,554.58,684.95,544,672,22,25,465
130,blue,228.86,887.17,224,877,10,19,138
130,blue,1668.19,897.94,1666,892,5,12,53
131,red,1520.28,191.59,1472,127,91,134,5447
131,red,1616.86,380.66,1570,268,80,200,3837
131,red,1549.03,363.30,1521,271,52,200,3557
131,red,1572.89,325.80,1570,322,7,8,44
131,red,1366.84,329.52,1363,327,10,7,50
131,red,1326.90,402.62,1277,337,112,135,2909
131,red,1530.95,483.73,1526,481,11,7,66
131,red,1554.58,606.40,1542,582,28,37,385
131,red,1386.42,680.82,1359,613,64,146,5962
131,red,1491.75,690.43,1458,624,65,139,6880
131,red,1603.87,774.10,1596,772,17,6,78
131,red,1388.18,802.72,1362,783,64,34,873
131,red,1608.00,788.49,1593,784,33,12,232
131,red,1521.50,787.95,1514,786,16,5,78
131,red,1581.39,795.67,1576,793,11,6,54
131,red,1526.26,841.80,1515,837,22,12,133
131,blue,554.53,684.82,544,672,22,25,470
131,blue,228.64,887.83,224,878,10,18,127
131,blue,1668.27,897.92,1666,892,5,12,51
132,red,1501.16,138.72,1486,130,33,17,393
132,red,1512.44,194.95,1463,148,90,109,4704
132,red,1542.65,380.31,1515,272,49,201,4004
132,red,1521.51,293.50,1510,284,25,16,216
132,red,1584.85,309.80,1580,302,9,17,65
132,red,1363.93,331.87,1359,329,11,8,60
132,red,1328.01,403.25,1279,338,110,136,2857
132,red,1626.76,417.69,1585,357,66,135,3076
132,red,1543.43,574.40,1541,565,6,20,101
132,red,1540.87,603.55,1532,593,16,23,223
132,red,1557.66,609.77,1550,602,16,16,124
132,red,1384.61,677.80,1359,612,59,141,5881
132,red,1488.55,688.34,1458,622,61,140,6725
132,red,1391.07,795.71,1368,775,62,39,712
132,red,1605.61,787.05,1594,782,20,11,118
132,red,1514.58,786.46,1510,784,11,6,50
132,red,1543.73,828.69,1529,823,27,11,133
132,red,1529.53,841.71,1516,835,30,13,135
132,blue,1367.55,506.32,1362,497,10,22,130
132,blue,553.18,684.47,542,672,23,25,473
132,blue,228.59,887.59,224,877,9,19,128
132,blue,1666.38,892.75,1662,880,9,24,170
133,red,1496.70,138.39,1481,131,33,17,357
133,red,1510.28,191.21,1461,148,90,94,4342
133,red,1525.79,299.71,1507,275,37,51,714
133,red,1369.68,332.90,1366,331,9,5,41
133,red,1545.11,399.03,1520,330,47,127,2976
133,red,1336.10,404.29,1288,341,106,134,2895
133,red,1627.79,423.49,1593,357,58,145,3244
133,red,1542.89,471.61,1537,467,11,13,54
133,red,1648.54,519.25,1645,514,7,12,67
133,red,1544.08,601.90,1539,598,12,9,78
133,red,1561.18,613.01,1554,608,15,11,97
133,red,1390.01,676.26,1365,611,55,138,5823
133,red,1491.62,689.42,1441,621,81,142,6757
133,red,1396.86,792.53,1373,770,60,43,1023
133,red,1517.36,787.28,1513,783,12,8,69
133,red,1600.39,789.31,1580,784,45,14,323
133,red,1366.51,799.00,1361,796,14,7,63
133,red,1543.01,827.03,1535,820,17,14,122
133,red,1525.70,841.46,1515,836,21,13,118
133,blue,1371.70,499.47,1367,490,13,23,132
133,blue,554.55,684.90,544,672,22,25,463
133,blue,228.76,887.78,224,878,11,18,130
133,blue,1668.14,897.56,1666,891,5,13,57
134,red,1487.13,140.25,1472,132,33,17,404
134,red,1504.60,190.16,1456,148,89,89,4186
134,red,1513.79,292.29,1499,284,33,14,226
134,red,1516.28,311.86,1503,300,32,20,266
134,red,1371.80,335.73,1367,332,11,9,59
134,red,1523.00,337.00,1518,332,11,11,49
134,red,1342.01,405.09,1294,347,102,133,2924
134,red,1542.22,405.83,1514,346,49,107,2624
134,red,1626.03,440.69,1590,356,63,176,3927
134,red,1547.50,592.58,1541,580,11,22,72
134,red,1561.00,611.53,1554,605,16,13,129
134,red,1393.63,673.64,1370,608,50,137,5769
134,red,1492.17,688.56,1462,618,61,144,6675
134,red,1399.66,788.32,1375,765,58,47,1294
134,red,1596.88,787.40,1568,772,50,26,400
134,red,1516.88,787.40,1511,783,14,8,75
134,red,1364.91,787.89,1361,785,9,7,53
134,red,1545.01,826.03,1534,820,22,11,176
134,red,1524.99,841.49,1515,836,19,13,115
134,blue,1372.18,495.94,1368,490,9,15,68
134,blue,554.76,684.79,544,672,23,25,463
134,blue,228.54,888.15,224,878,10,18,122
134,blue,1668.32,897.88,1666,892,5,12,50
135,red,1477.32,141.99,1463,134,31,17,349
135,red,1497.81,190.06,1451,149,87,86,3923
135,red,1505.27,292.45,1491,285,32,12,195
135,red,1504.87,312.10,1493,305,30,15,210
135,red,1376.56,337.79,1373,335,9,7,52
135,red,1348.54,404.57,1301,344,98,138,2988
135,red,1540.58,407.43,1505,354,54,97,2198
135,red,1619.12,449.19,1584,356,67,179,4150
135,red,1537.43,486.83,1531,475,10,28,122
135,red,1556.67,604.83,1545,579,30,40,379
135,red,1398.05,671.38,1370,608,58,133,5751
135,red,1491.75,687.61,1461,616,60,146,6661
135,red,1400.95,774.45,1375,760,51,40,801
135,red,1598.71,787.11,1570,770,55,28,492
135,red,1367.43,781.79,1364,779,7,7,42
135,red,1519.83,786.04,1512,783,20,8,115
135,red,1424.70,805.70,1418,804,15,5,60
135,red,1539.82,823.16,1524,817,31,14,184
135,red,1524.74,841.02,1515,836,20,13,123
135,blue,554.58,684.95,543,672,23,25,463
135,blue,228.53,887.87,224,878,9,18,124
135,blue,1668.19,897.94,1666,892,5,12,53
136,red,1467.55,144.70,1454,137,28,17,338
136,red,1492.28,191.95,1451,151,79,85,3864
136,red,1503.78,294.18,1496,292,17,6,67
136,red,1495.09,312.14,1484,302,31,18,207
136,red,1352.98,406.13,1307,338,88,145,2946
136,red,1537.63,401.59,1497,354,58,95,1778
136,red,1607.35,450.05,1577,357,57,180,4178
136,red,1532.28,476.84,1526,472,14,12,74
136,red,1534.85,493.89,1531,484,7,19,81
136,red,1555.14,598.40,1545,560,27,59,511
136,red,1403.29,670.46,1371,608,78,131,5766
136,red,1490.76,686.69,1458,614,62,148,6682
136,red,1408.47,766.65,1377,757,60,18,636
136,red,1600.97,786.34,1578,769,49,30,540
136,red,1521.56,786.52,1512,783,20,8,151
136,red,1538.56,821.67,1522,812,34,20,246
136,red,1527.02,841.38,1515,836,29,13,151
136,red,1624.88,865.42,1617,862,19,9,80
136,blue,554.44,684.86,544,672,22,25,460
136,blue,228.43,888.20,224,878,9,18,119
136,blue,1668.19,897.94,1666,892,5,12,53
137,red,1454.82,148.70,1442,140,28,17,331
137,red,1483.34,193.41,1443,154,78,83,4094
137,red,1492.91,294.59,1486,293,16,5,64
137,red,1480.71,313.53,1473,309,17,10,141
137,red,1356.35,408.91,1313,341,80,144,2767
137,red,1535.25,395.47,1517,354,32,82,1208
137,red,1595.08,450.95,1568,358,51,180,4086
137,red,1528.73,476.86,1522,471,12,15,88
137,red,1546.27,548.47,1545,542,4,13,45
137,red,1553.07,596.12,1543,565,32,53,401
137,red,1408.02,669.11,1372,604,63,133,5733
137,red,1489.35,685.25,1458,611,60,150,6778
137,red,1413.61,764.86,1385,756,60,16,487
137,red,1606.84,785.75,1578,769,56,30,606
137,red,1526.17,786.30,1512,783,32,8,222
137,red,1533.19,817.38,1522,805,23,20,228
137,red,1525.78,840.96,1515,836,22,13,145
137,blue,554.42,684.82,544,672,22,25,465
137,blue,1386.09,692.50,1381,685,12,15,128
137,blue,228.41,888.25,224,878,9,18,118
137,blue,1668.19,897.94,1666,892,5,12,53
138,red,1444.54,153.63,1436,145,21,16,216
138,red,1474.78,196.09,1434,157,78,81,4110
138,red,1482.84,295.66,1477,294,14,5,58
138,red,1470.62,314.41,1463,310,17,10,128
138,red,1359.30,413.64,1319,345,74,140,2547
138,red,1580.82,451.03,1556,357,47,181,4191
138,red,1529.50,393.95,1514,358,29,75,1030
138,red,1523.31,471.14,1514,458,16,24,169
138,red,1543.90,572.15,1540,534,8,68,281
138,red,1564.46,607.89,1555,598,20,20,164
138,red,1413.72,669.03,1375,602,66,135,5668
138,red,1488.15,684.16,1459,610,58,151,6799
138,red,1439.33,771.94,1418,757,35,31,453
138,red,1390.94,765.86,1383,762,15,8,88
138,red,1607.13,785.09,1579,770,55,29,553
138,red,1527.16,786.23,1513,783,33,8,220
138,red,1550.83,800.03,1546,797,10,9,59
138,red,1532.64,816.31,1522,804,23,21,247
138,red,1526.25,840.90,1515,836,23,13,150
138,blue,554.40,684.88,543,672,23,25,467
138,blue,1389.25,690.02,1379,677,21,23,308
138,blue,228.26,888.35,224,878,9,18,113
138,blue,1668.29,898.29,1666,893,5,11,48
139,red,1464.94,197.88,1422,152,82,89,4324
139,red,1473.38,297.17,1467,295,14,5,52
139,red,1460.32,315.76,1453,311,16,10,117
139,red,1378.05,389.40,1359,348,32,73,1163
139,red,1565.38,450.04,1544,358,41,180,4253
139,red,1523.59,397.46,1509,369,30,61,728
139,red,1342.53,455.89,1326,416,35,71,1041
139,red,1515.62,469.96,1504,458,20,20,202
139,red,1538.82,567.39,1535,529,8,74,317
139,red,1570.40,604.29,1565,597,10,13,86
139,red,1419.52,670.33,1379,601,68,137,5709
139,red,1486.96,683.61,1457,608,60,153,6849
139,red,1541.12,708.53,1538,703,8,13,51
139,red,1629.65,739.67,1621,738,19,5,66
139,red,1449.72,766.44,1440,759,19,18,178
139,red,1605.58,785.00,1568,769,66,30,645
139,red,1527.75,786.63,1514,782,33,14,252
139,red,1550.81,799.93,1545,797,11,9,70
139,red,1529.57,813.33,1519,800,25,22,276
139,red,1526.62,840.69,1514,836,25,12,149
139,blue,554.65,684.87,544,672,22,25,461
139,blue,1391.90,689.20,1380,677,23,24,432
139,blue,228.50,887.89,224,878,9,18,123
139,blue,1668.29,898.29,1666,893,5,11,48
140,red,1454.83,201.09,1413,158,81,86,4403
140,red,1461.64,298.98,1457,297,11,5,42
140,red,1450.98,317.41,1444,313,16,10,112
140,red,1542.14,457.58,1499,359,67,242,6250
140,red,1378.73,398.63,1364,364,24,69,819
140,red,1349.12,458.06,1333,418,35,72,1033
140,red,1509.25,469.62,1499,461,20,17,235
140,red,1569.87,603.40,1565,595,10,15,95
140,red,1424.88,672.05,1384,601,68,139,5762
140,red,1485.56,682.47,1453,606,64,155,6856
140,red,1540.30,706.84,1538,701,7,14,73
140,red,1626.80,740.00,1621,738,12,5,46
140,red,1453.63,767.63,1445,760,17,17,153
140,red,1608.06,783.94,1580,760,61,46,769
140,red,1633.57,765.55,1625,764,18,4,58
140,red,1529.49,798.99,1514,779,39,43,750
140,red,1556.96,799.74,1539,795,35,11,205
140,red,1527.00,839.95,1514,834,27,14,166
140,red,1642.42,863.97,1632,860,19,11,99
140,blue,554.70,684.60,544,672,22,25,473
140,blue,1392.27,688.82,1380,676,24,24,446
140,blue,228.50,887.89,224,878,9,18,123
140,blue,1668.24,898.31,1666,893,5,11,49
141,red,1444.22,205.73,1401,167,83,80,4377
141,red,1441.40,319.60,1435,315,14,10,98
141,red,1527.96,458.33,1494,361,60,250,6418
141,red,1379.95,408.04,1370,382,16,55,451
141,red,1355.58,461.42,1339,421,39,71,1048
141,red,1499.15,469.10,1490,459,20,20,259
141,red,1569.11,602.83,1563,595,12,16,115
141,red,1460.48,676.80,1389,602,161,158,12972
141,red,1626.80,740.00,1621,738,12,5,46
141,red,1565.99,793.10,1514,763,125,59,1802
141,red,1632.50,766.00,1625,765,16,3,48
141,red,1526.34,839.20,1512,832,28,17,183
141,blue,554.66,684.84,544,672,22,25,462
141,blue,1392.22,689.08,1380,677,24,24,447
141,blue,228.38,888.27,224,878,9,18,117
141,blue,1668.24,898.31,1666,893,5,11,49
142,red,1434.56,211.21,1392,172,84,79,4150
142,red,1433.00,322.19,1428,318,12,9,85
142,red,1513.08,448.36,1482,361,61,200,6094
142,red,1379.59,417.63,1377,413,6,9,41
142,red,1361.88,465.43,1346,425,37,70,1037
142,red,1522.50,584.53,1513,568,16,33,316
142,red,1569.80,603.05,1565,595,10,16,88
142,red,1459.94,676.18,1400,603,116,156,12044
142,red,1539.82,710.26,1530,703,19,16,193
142,red,1624.61,739.09,1616,737,18,6,89
142,red,1648.50,742.00,1642,741,14,3,42
142,red,1566.84,792.72,1510,763,133,59,2038
142,red,1634.96,765.47,1628,764,15,4,49
142,red,1586.42,823.60,1585,819,5,11,40
142,red,1520.19,834.71,1509,828,20,15,151
142,red,1641.09,864.20,1632,860,16,11,76
142,blue,1440.36,604.30,1434,601,12,7,44
142,blue,554.76,684.62,544,672,22,25,475
142,blue,1392.46,688.83,1380,676,24,24,440
142,blue,228.43,888.20,224,878,9,18,119
142,blue,1668.37,898.37,1666,893,5,11,46
143,red,1425.11,215.06,1385,176,83,77,4021
143,red,1424.69,324.07,1419,320,14,9,95
143,red,1500.61,455.86,1463,361,68,240,6357
143,red,1367.10,471.42,1352,428,30,70,927
143,red,1569.38,603.61,1563,595,12,16,100
143,red,1458.78,676.90,1403,603,114,154,11959
143,red,1541.43,710.21,1530,701,26,18,238
143,red,1520.93,717.34,1515,714,13,7,61
143,red,1624.34,739.17,1616,737,18,6,93
143,red,1561.17,794.47,1503,763,139,77,2610
143,red,1635.41,765.43,1629,764,14,4,46
143,blue,554.79,684.75,544,672,22,25,470
143,blue,1392.33,688.78,1380,676,24,24,449
143,blue,228.50,887.89,224,878,9,18,123
143,blue,1668.37,898.37,1666,893,5,11,46
144,red,1416.46,217.80,1377,179,83,75,3876
144,red,1417.24,324.94,1412,321,12,9,88
144,red,1485.44,442.99,1446,359,73,166,5473
144,red,1369.16,482.02,1359,466,19,34,489
144,red,1507.58,510.76,1505,499,6,25,110
144,red,1507.82,569.22,1497,534,15,81,417
144,red,1570.93,600.34,1566,594,9,14,87
144,red,1459.78,677.79,1403,604,156,150,12060
144,red,1624.61,739.25,1617,737,16,6,84
144,red,1633.95,765.47,1628,764,13,4,43
144,red,1553.06,799.28,1496,769,146,79,2689
144,red,1639.09,865.58,1632,862,14,9,53
